i	mc_beam_e	mc_beam_m	miss_pt	miss_theta	miss_phi	miss_e	mc_qq_m	mc_ln_m	lep_n	lep_etot	lep_type_0	lep_type_1	lep_type_2	lep_type_3	lep_type_4	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	lep_charge_0	lep_charge_1	lep_charge_2	lep_charge_3	lep_charge_4	jet_vlc_R08_n	jet_vlc_R08_etot	jet_vlc_R08_pt_0	jet_vlc_R08_pt_1	jet_vlc_R08_theta_0	jet_vlc_R08_theta_1	jet_vlc_R08_phi_0	jet_vlc_R08_phi_1	jet_vlc_R08_e_0	jet_vlc_R08_e_1	jet_vlc_R08_charge_0	jet_vlc_R08_charge_1	beam_e	beam_m	qq_m	ln_m
10	613.416	303.995	20.854	1.144	-2.332	22.904	79.395	79.557	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	84.801	47.033	30.326	1.902	1.354	1.303	-1.507	51.491	33.31	0	0	0	0	0	0
11	1294.307	1289.997	56.245	2.274	-0.399	73.75	83.392	1167.889	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	110.355	45.413	31.66	0.652	1.927	2.145	-2.601	76.343	34.012	0	0	0	0	0	0
12	1317.923	1315.914	21.335	2.35	1.409	29.999	81.501	1225.937	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	61.406	30.946	21.576	1.497	0.854	-2.503	-0.122	31.659	29.747	0	0	0	0	0	0
13	1397.305	1397.304	114.279	0.289	0.952	400.545	79.612	459.471	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	405.493	62.026	58.746	2.891	2.749	-2.509	-1.85	250.919	154.574	0	0	0	0	0	0
14	1359.308	1359.082	77.367	0.436	1.022	183.335	84.908	81.644	1.0	255.365	-11.0	-	-	-	-	111.796	-	-	-	-	2.688	-	-	-	-	-2.001	-	-	-	-	255.365	-	-	-	-	1.0	-	-	-	-	2.0	789.712	216.682	140.348	2.678	0.483	-1.989	1.225	484.897	304.814	0	0	0	0	0	0
15	1392.175	1392.173	41.984	1.37	2.383	42.849	79.93	1295.418	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	72.396	34.639	22.308	2.187	0.95	-1.318	0.211	43.55	28.846	0	0	0	0	0	0
16	884.501	806.04	45.298	3.044	-1.423	464.686	73.607	545.907	1.0	34.06	11.0	-	-	-	-	10.825	-	-	-	-	0.323	-	-	-	-	2.534	-	-	-	-	34.06	-	-	-	-	-1.0	-	-	-	-	2.0	473.729	47.538	38.247	0.29	0.125	2.567	0.519	167.216	306.513	0	0	0	0	0	0
17	1258.949	1252.538	38.437	0.129	1.814	298.932	78.718	80.76	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	305.706	40.984	27.719	2.909	2.921	-0.617	-2.629	177.97	127.736	0	0	0	0	0	0
18	1396.453	1396.421	74.683	2.601	1.447	145.063	77.823	954.417	1.0	466.785	11.0	-	-	-	-	241.11	-	-	-	-	0.543	-	-	-	-	0.794	-	-	-	-	466.785	-	-	-	-	-1.0	-	-	-	-	2.0	235.1	121.992	53.457	1.281	0.546	-1.956	0.816	131.598	103.502	0	0	0	0	0	0
19	1199.348	1189.363	82.109	3.03	-0.468	738.873	82.807	1051.615	1.0	532.103	11.0	-	-	-	-	76.702	-	-	-	-	0.145	-	-	-	-	2.823	-	-	-	-	532.103	-	-	-	-	-1.0	-	-	-	-	2.0	221.338	43.123	37.077	0.887	0.232	0.501	-2.911	58.297	163.041	0	0	0	0	0	0
20	1042.903	990.224	259.92	0.531	-1.773	513.276	77.895	481.344	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	944.429	309.846	74.142	1.117	3.017	1.175	-2.706	344.946	599.482	0	0	0	0	0	0
21	1117.355	1090.885	29.499	3.095	-2.888	635.276	82.502	76.312	1.0	435.31	13.0	-	-	-	-	117.34	-	-	-	-	0.273	-	-	-	-	0.127	-	-	-	-	435.31	-	-	-	-	-1.0	-	-	-	-	2.0	329.535	103.584	15.606	0.379	2.804	-3.032	0.249	281.678	47.857	0	0	0	0	0	0
22	1373.059	1372.921	62.408	3.053	0.893	702.475	77.15	1216.691	2.0	515.745	11.0	11.0	-	-	-	106.723	4.338	-	-	-	0.211	0.942	-	-	-	-1.91	1.265	-	-	-	510.38	5.365	-	-	-	-1.0	-1.0	-	-	-	2.0	182.251	80.78	17.098	0.943	0.209	1.492	-1.915	99.957	82.294	0	0	0	0	0	0
23	1400.276	1400.275	134.631	2.948	-0.928	701.58	78.755	1155.232	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	719.864	121.49	44.48	0.198	0.493	1.88	-2.961	625.788	94.076	0	0	0	0	0	0
24	1308.899	1308.307	141.816	2.92	2.307	645.327	81.973	1220.168	1.0	610.456	11.0	-	-	-	-	158.613	-	-	-	-	0.263	-	-	-	-	-0.77	-	-	-	-	610.456	-	-	-	-	-1.0	-	-	-	-	2.0	94.537	32.115	18.426	1.97	0.342	2.301	-1.438	37.047	57.489	0	0	0	0	0	0
25	1278.609	1273.33	115.024	2.958	-2.159	629.931	80.262	1139.614	1.0	519.43	11.0	-	-	-	-	104.901	-	-	-	-	0.203	-	-	-	-	1.342	-	-	-	-	519.43	-	-	-	-	-1.0	-	-	-	-	2.0	114.977	37.38	20.129	0.412	1.467	0.24	-1.431	94.429	20.548	0	0	0	0	0	0
26	1194.705	1177.368	229.197	2.307	-0.811	309.19	80.523	405.337	1.0	83.505	11.0	-	-	-	-	83.332	-	-	-	-	1.506	-	-	-	-	2.874	-	-	-	-	83.505	-	-	-	-	-1.0	-	-	-	-	2.0	265.951	147.23	16.494	0.76	0.336	2.073	1.981	215.76	50.191	0	0	0	0	0	0
27	1165.732	1145.76	79.618	0.407	-2.67	201.096	80.401	724.077	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	214.308	86.78	16.298	2.581	2.804	0.648	-1.464	164.121	50.187	0	0	0	0	0	0
28	757.52	391.299	36.697	2.238	1.731	46.704	81.906	80.888	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	249.127	31.302	20.425	2.853	0.151	-2.0	-0.39	110.628	138.499	0	0	0	0	0	0
29	1111.93	1074.006	1.592	0.013	1.603	120.9	80.841	974.828	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	126.523	15.124	14.412	2.964	2.766	-0.478	2.76	86.538	39.985	0	0	0	0	0	0
30	1361.854	1361.566	60.199	2.283	1.298	79.522	80.628	1234.001	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	105.371	74.575	15.039	0.986	1.4	-1.778	1.63	89.851	15.521	0	0	0	0	0	0
31	1401.844	1401.844	83.547	0.745	-1.78	123.174	80.727	88.571	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	797.918	260.555	177.272	2.535	0.556	1.296	-1.876	461.965	335.953	0	0	0	0	0	0
32	1306.095	1302.822	27.505	0.33	-3.052	84.818	76.435	1163.853	1.0	5.17	-11.0	-	-	-	-	3.179	-	-	-	-	2.479	-	-	-	-	-0.549	-	-	-	-	5.17	-	-	-	-	1.0	-	-	-	-	2.0	89.102	22.845	17.869	2.538	2.748	-0.595	1.242	41.591	47.511	0	0	0	0	0	0
33	1245.715	1236.173	64.355	0.246	-0.806	264.318	81.29	1110.347	1.0	245.764	-11.0	-	-	-	-	92.458	-	-	-	-	2.756	-	-	-	-	2.465	-	-	-	-	245.764	-	-	-	-	1.0	-	-	-	-	2.0	343.57	110.068	46.829	2.756	1.26	2.457	-0.518	293.057	50.513	0	0	0	0	0	0
34	1364.89	1364.615	386.992	2.377	-1.26	558.972	79.745	1178.2	2.0	526.972	11.0	11.0	-	-	-	294.348	6.126	-	-	-	0.602	2.143	-	-	-	1.681	2.213	-	-	-	519.686	7.286	-	-	-	-1.0	-1.0	-	-	-	2.0	121.455	57.039	37.519	2.168	0.879	2.198	2.916	69.787	51.668	0	0	0	0	0	0
35	1400.434	1400.422	69.23	2.308	3.01	93.508	77.619	1313.952	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	107.909	43.339	36.4	0.757	1.134	-0.603	0.44	64.341	43.568	0	0	0	0	0	0
36	1043.98	1023.883	21.318	0.083	2.437	257.369	81.084	82.899	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	841.435	67.837	57.017	3.017	0.196	-1.601	1.244	547.852	293.583	0	0	0	0	0	0
37	1382.763	1382.694	75.293	0.359	1.076	214.351	82.437	1074.188	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	222.081	40.864	37.164	2.453	2.9	-2.319	-1.787	65.394	156.687	0	0	0	0	0	0
38	1353.972	1353.273	13.108	3.044	1.542	134.893	80.979	1189.426	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	154.333	26.487	13.724	0.192	1.723	-1.436	1.863	140.012	14.321	0	0	0	0	0	0
39	1165.962	1153.202	73.402	0.386	2.789	194.766	80.876	80.074	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	574.187	216.169	142.837	2.533	0.834	-0.389	2.735	378.065	196.122	0	0	0	0	0	0
40	802.221	755.736	45.34	3.051	2.568	500.777	78.352	80.685	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	507.1	50.602	30.089	0.15	0.183	-1.203	0.85	341.104	165.996	0	0	0	0	0	0
41	1404.265	1404.264	44.826	0.233	2.686	194.099	88.774	1303.855	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	209.161	35.239	22.889	2.281	2.998	-0.984	0.435	48.295	160.866	0	0	0	0	0	0
42	1386.558	1386.517	48.777	0.5	-2.832	101.66	80.296	1248.501	1.0	588.05	-11.0	-	-	-	-	156.182	-	-	-	-	2.873	-	-	-	-	-2.302	-	-	-	-	588.05	-	-	-	-	1.0	-	-	-	-	2.0	120.234	34.938	21.536	1.868	2.874	-0.093	0.998	37.608	82.626	0	0	0	0	0	0
43	1361.225	1360.595	105.595	2.988	-0.751	691.684	83.082	1270.841	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	771.996	99.68	46.017	0.14	2.079	1.942	-2.672	716.452	55.544	0	0	0	0	0	0
44	878.932	767.384	88.508	2.611	-2.437	174.82	79.826	681.616	1.0	166.936	11.0	-	-	-	-	68.299	-	-	-	-	0.422	-	-	-	-	0.701	-	-	-	-	166.936	-	-	-	-	-1.0	-	-	-	-	2.0	62.336	30.046	25.226	2.039	1.945	1.626	-1.211	34.458	27.878	0	0	0	0	0	0
45	1074.318	1066.827	398.802	0.836	0.064	537.521	80.846	928.783	1.0	509.732	-11.0	-	-	-	-	407.672	-	-	-	-	2.215	-	-	-	-	-3.002	-	-	-	-	509.732	-	-	-	-	1.0	-	-	-	-	2.0	105.988	57.65	27.979	1.865	2.369	0.699	-2.991	63.849	42.14	0	0	0	0	0	0
46	684.384	616.496	113.324	2.214	0.225	141.645	80.741	79.418	1.0	16.768	-11.0	-	-	-	-	10.969	-	-	-	-	0.713	-	-	-	-	-2.781	-	-	-	-	16.768	-	-	-	-	1.0	-	-	-	-	2.0	129.391	59.929	37.781	0.76	1.48	-2.881	-3.033	89.26	40.131	0	0	0	0	0	0
47	998.761	917.239	97.718	1.542	-0.795	97.758	79.81	80.704	1.0	211.653	11.0	-	-	-	-	41.11	-	-	-	-	0.195	-	-	-	-	1.846	-	-	-	-	211.653	-	-	-	-	-1.0	-	-	-	-	2.0	847.18	88.718	50.117	0.21	3.022	1.811	-2.807	425.436	421.744	0	0	0	0	0	0
48	1402.584	1402.58	129.966	2.907	1.352	558.994	83.838	1146.793	1.0	613.903	11.0	-	-	-	-	233.663	-	-	-	-	0.39	-	-	-	-	-1.596	-	-	-	-	613.903	-	-	-	-	-1.0	-	-	-	-	2.0	117.43	97.705	13.829	1.869	1.393	1.825	1.404	102.594	14.836	0	0	0	0	0	0
49	1253.411	1244.918	49.527	1.05	-0.799	57.102	80.449	1088.013	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	138.496	55.458	12.612	0.967	2.955	2.13	-1.99	70.066	68.43	0	0	0	0	0	0
50	1404.375	1404.375	49.591	0.258	2.805	194.444	60.968	1171.955	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	205.558	35.72	21.394	2.77	2.923	0.053	-1.023	105.434	100.125	0	0	0	0	0	0
51	1054.126	1042.451	23.652	3.013	-1.01	184.872	84.306	893.563	1.0	251.874	11.0	-	-	-	-	97.173	-	-	-	-	0.396	-	-	-	-	2.422	-	-	-	-	251.874	-	-	-	-	-1.0	-	-	-	-	2.0	243.269	73.283	51.36	0.394	1.43	2.45	-0.547	190.719	52.55	0	0	0	0	0	0
52	1017.922	942.015	128.93	0.534	-0.479	253.457	80.005	746.738	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	273.229	140.582	22.238	2.519	2.356	2.804	0.612	241.359	31.87	0	0	0	0	0	0
53	1208.373	1193.877	24.819	2.347	-1.917	34.785	86.189	1032.161	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	41.994	20.603	10.403	0.948	0.826	1.648	0.273	27.303	14.69	0	0	0	0	0	0
54	634.759	540.307	21.722	3.007	2.363	161.649	81.48	79.415	1.0	138.885	-11.0	-	-	-	-	46.604	-	-	-	-	2.799	-	-	-	-	-3.043	-	-	-	-	138.885	-	-	-	-	1.0	-	-	-	-	2.0	297.495	41.389	23.536	0.183	2.788	-0.344	-3.086	228.8	68.695	0	0	0	0	0	0
55	1369.086	1368.758	184.006	2.109	1.218	214.311	80.416	1029.784	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	223.7	166.599	19.825	1.135	0.551	-1.978	-1.451	185.007	38.693	0	0	0	0	0	0
56	1397.955	1397.95	35.124	0.195	-3.065	181.183	81.418	1214.732	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	188.167	30.808	18.349	2.643	2.991	-0.473	1.144	65.226	122.941	0	0	0	0	0	0
57	1363.281	1362.942	64.444	2.98	-3.06	400.187	83.241	840.579	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	406.958	60.257	24.815	0.176	0.418	0.477	-1.126	345.166	61.792	0	0	0	0	0	0
58	1402.534	1402.524	221.797	0.601	0.464	392.312	80.133	659.949	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	396.782	142.454	79.376	2.604	2.39	-2.691	-2.654	279.976	116.806	0	0	0	0	0	0
59	823.963	590.386	75.193	3.026	-0.602	652.386	80.483	236.874	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	658.839	83.673	21.686	0.145	0.285	2.288	-1.9	581.209	77.63	0	0	0	0	0	0
60	1201.165	1201.02	14.675	0.376	2.169	39.983	79.48	1109.433	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	84.09	41.692	30.761	1.899	2.212	-0.369	3.047	44.303	39.787	0	0	0	0	0	0
61	1204.241	1188.713	71.22	1.447	2.099	71.77	81.17	803.33	1.0	317.354	-11.0	-	-	-	-	148.411	-	-	-	-	2.655	-	-	-	-	-0.674	-	-	-	-	317.354	-	-	-	-	1.0	-	-	-	-	2.0	292.631	53.205	48.256	0.417	0.308	2.24	-2.92	132.384	160.247	0	0	0	0	0	0
62	863.005	677.821	47.257	0.75	-1.87	69.364	80.929	83.43	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	76.854	32.08	20.369	2.164	2.531	0.921	1.843	39.661	37.193	0	0	0	0	0	0
63	1176.62	1155.823	18.314	3.058	-0.769	218.812	79.835	740.25	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	228.373	35.279	17.462	0.181	0.607	2.535	-0.436	196.943	31.43	0	0	0	0	0	0
64	1331.598	1329.935	214.876	2.975	-0.293	1297.023	81.02	1173.596	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1383.552	181.369	46.142	0.137	2.197	3.01	2.168	1325.284	58.268	0	0	0	0	0	0
65	1379.662	1379.596	75.704	2.331	0.677	104.449	101.137	1221.893	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	130.874	62.753	24.633	0.656	1.939	-2.77	-1.593	103.947	26.928	0	0	0	0	0	0
66	1390.22	1390.181	29.476	2.872	2.742	110.569	80.105	68.534	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	127.004	32.947	5.885	0.285	2.371	-0.246	-2.522	118.011	8.993	0	0	0	0	0	0
67	1326.042	1323.932	43.36	2.879	-0.677	167.259	81.005	1016.382	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	500.724	55.304	32.098	0.168	2.949	1.847	-2.194	332.476	168.247	0	0	0	0	0	0
68	1133.593	1103.232	60.333	0.372	3.049	166.198	79.684	838.245	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	240.686	39.718	39.674	0.925	2.93	-0.8	0.615	50.07	190.615	0	0	0	0	0	0
69	1404.147	1404.143	15.789	2.872	0.802	59.34	80.728	93.438	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	98.075	23.895	8.107	0.312	2.696	-2.341	0.797	78.678	19.396	0	0	0	0	0	0
70	1340.259	1338.849	156.962	1.25	2.2	165.39	80.877	998.328	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	180.391	84.268	77.08	1.567	2.168	-0.718	-1.186	85.746	94.645	0	0	0	0	0	0
71	1262.718	1260.547	83.704	0.186	1.271	452.564	75.289	1158.742	1.0	5.359	11.0	-	-	-	-	5.042	-	-	-	-	1.225	-	-	-	-	-0.143	-	-	-	-	5.359	-	-	-	-	-1.0	-	-	-	-	2.0	486.223	89.567	21.203	2.947	1.175	-2.106	-0.139	462.495	23.728	0	0	0	0	0	0
72	1403.17	1403.163	107.761	1.004	-2.848	127.753	79.465	1194.014	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	144.894	87.891	28.443	1.9	2.507	0.084	0.991	96.615	48.28	0	0	0	0	0	0
73	1334.243	1334.17	38.269	2.972	0.562	226.212	80.487	602.707	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	236.437	31.6	7.968	0.14	1.775	-2.705	-2.06	227.222	9.215	0	0	0	0	0	0
74	812.407	730.746	115.517	2.772	-1.38	319.384	80.557	512.34	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	753.076	132.393	78.559	0.255	2.784	2.392	0.3	526.962	226.114	0	0	0	0	0	0
75	1245.954	1238.354	27.918	1.96	-2.496	30.174	86.899	839.874	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	46.838	20.532	7.953	0.731	2.535	0.769	0.323	31.666	15.172	0	0	0	0	0	0
76	984.532	894.203	24.487	0.061	2.762	398.51	80.942	80.42	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	410.753	37.956	33.987	2.703	3.035	-1.454	1.002	91.624	319.129	0	0	0	0	0	0
77	1398.778	1398.778	107.753	0.181	-0.238	599.234	81.337	1255.136	2.0	382.697	-11.0	-11.0	-	-	-	129.044	10.861	-	-	-	2.787	1.307	-	-	-	0.902	2.433	-	-	-	371.447	11.249	-	-	-	1.0	1.0	-	-	-	2.0	401.174	182.132	73.483	2.528	1.368	-2.316	2.379	324.202	76.972	0	0	0	0	0	0
78	1276.164	1271.779	96.408	1.783	1.319	98.612	77.659	1078.459	1.0	467.917	11.0	-	-	-	-	120.546	-	-	-	-	0.261	-	-	-	-	-0.79	-	-	-	-	467.917	-	-	-	-	-1.0	-	-	-	-	2.0	109.69	78.842	25.999	1.336	1.5	-2.043	-1.098	82.986	26.704	0	0	0	0	0	0
79	1401.255	1401.252	164.308	0.266	-1.152	624.66	79.222	1230.775	2.0	579.268	-11.0	13.0	-	-	-	202.485	5.816	-	-	-	2.78	2.152	-	-	-	2.093	0.617	-	-	-	572.31	6.957	-	-	-	1.0	-1.0	-	-	-	2.0	88.599	40.642	12.606	2.549	2.08	-0.943	0.631	73.555	15.043	0	0	0	0	0	0
80	1331.824	1331.819	29.911	0.236	-1.277	127.927	80.049	1135.771	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	134.423	21.626	17.055	2.881	2.767	2.46	1.074	85.911	48.512	0	0	0	0	0	0
