i	mc_beam_e	mc_beam_m	miss_pt	miss_theta	miss_phi	miss_e	mc_qq_m	mc_ln_m	lep_n	lep_etot	lep_type_0	lep_type_1	lep_type_2	lep_type_3	lep_type_4	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	lep_charge_0	lep_charge_1	lep_charge_2	lep_charge_3	lep_charge_4	jet_vlc_R08_n	jet_vlc_R08_etot	jet_vlc_R08_pt_0	jet_vlc_R08_pt_1	jet_vlc_R08_theta_0	jet_vlc_R08_theta_1	jet_vlc_R08_phi_0	jet_vlc_R08_phi_1	jet_vlc_R08_e_0	jet_vlc_R08_e_1	jet_vlc_R08_charge_0	jet_vlc_R08_charge_1	beam_e	beam_m	qq_m	ln_m
825	1400.814	1400.811	75.654	0.209	1.911	365.233	81.473	80.994	1.0	663.111	-13.0	-	-	-	-	132.18	-	-	-	-	2.941	-	-	-	-	-1.2	-	-	-	-	663.111	-	-	-	-	1.0	-	-	-	-	2.0	301.062	59.594	7.539	0.231	0.193	1.864	-2.383	261.174	39.888	0	0	0	0	0	0
826	970.455	916.35	213.169	2.28	-2.348	280.884	80.711	80.291	2.0	314.572	11.0	-13.0	-	-	-	191.586	5.788	-	-	-	0.677	2.421	-	-	-	0.835	-2.05	-	-	-	305.796	8.775	-	-	-	-1.0	1.0	-	-	-	2.0	195.779	43.276	32.649	2.83	0.68	-2.096	0.84	143.712	52.067	0	0	0	0	0	0
827	216.63	214.987	35.806	0.917	0.776	45.114	83.333	79.575	1.0	82.059	-13.0	-	-	-	-	76.709	-	-	-	-	1.934	-	-	-	-	-1.947	-	-	-	-	82.059	-	-	-	-	1.0	-	-	-	-	2.0	70.623	27.836	24.279	2.205	0.831	1.955	1.002	36.129	34.494	0	0	0	0	0	0
828	1166.333	1142.541	63.348	1.353	1.776	64.88	79.887	979.392	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	106.189	56.223	7.167	2.249	0.225	-1.352	-1.469	73.067	33.122	0	0	0	0	0	0
829	1401.361	1401.361	45.195	2.913	2.859	199.129	80.193	1230.569	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	201.765	27.913	17.671	0.405	0.136	-0.386	-0.118	71.177	130.588	0	0	0	0	0	0
830	619.231	555.736	48.362	1.762	-2.67	49.258	82.586	80.589	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	281.431	29.314	19.392	0.205	2.995	0.375	0.618	144.786	136.646	0	0	0	0	0	0
831	1257.543	1254.504	35.468	0.225	-2.258	158.976	80.213	93.138	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	160.393	34.391	3.884	2.892	2.95	0.99	-0.354	139.771	20.623	0	0	0	0	0	0
832	1309.683	1306.881	190.178	0.768	-1.04	273.703	80.1	79.568	2.0	632.366	-11.0	11.0	-	-	-	492.861	7.083	-	-	-	2.232	1.069	-	-	-	2.139	-1.036	-	-	-	624.286	8.08	-	-	-	1.0	-1.0	-	-	-	2.0	385.486	210.124	113.919	1.098	0.879	-1.043	-0.864	236.26	149.225	0	0	0	0	0	0
833	1093.934	1054.165	43.713	2.977	-2.525	267.569	80.909	71.955	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	276.995	43.434	21.076	0.184	0.604	1.105	-0.698	238.595	38.4	0	0	0	0	0	0
834	1324.534	1321.904	47.797	0.668	2.388	77.185	79.881	1171.095	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	87.599	39.691	17.2	2.487	2.048	-1.104	0.159	66.446	21.152	0	0	0	0	0	0
835	1404.813	1404.812	53.045	2.759	1.268	142.034	80.716	1228.77	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	155.928	49.548	14.59	0.778	0.177	-2.151	-0.681	71.682	84.246	0	0	0	0	0	0
836	1127.995	1096.068	46.561	2.858	-2.052	166.32	80.098	81.724	1.0	403.825	11.0	-	-	-	-	167.111	-	-	-	-	0.427	-	-	-	-	2.556	-	-	-	-	403.825	-	-	-	-	-1.0	-	-	-	-	2.0	275.403	141.57	27.258	2.525	1.863	-0.322	-0.231	246.513	28.891	0	0	0	0	0	0
837	1017.701	967.682	17.894	3.112	2.196	600.78	78.998	744.823	1.0	416.48	11.0	-	-	-	-	74.936	-	-	-	-	0.181	-	-	-	-	-0.794	-	-	-	-	416.48	-	-	-	-	-1.0	-	-	-	-	2.0	207.464	56.766	19.021	0.37	0.405	2.729	1.019	158.447	49.017	0	0	0	0	0	0
838	969.753	904.45	24.616	0.119	-1.846	206.882	81.041	79.038	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	216.34	41.423	20.512	2.88	2.758	1.666	-1.027	160.965	55.375	0	0	0	0	0	0
839	1402.526	1402.523	50.53	3.006	-1.367	374.421	70.971	92.334	2.0	765.706	-13.0	13.0	-	-	-	96.352	78.776	-	-	-	2.848	0.183	-	-	-	-1.161	1.904	-	-	-	333.255	432.451	-	-	-	1.0	-1.0	-	-	-	2.0	93.986	22.594	7.141	2.834	0.402	-1.094	-0.75	75.391	18.596	0	0	0	0	0	0
840	1226.972	1215.389	24.998	3.02	2.163	205.344	85.769	1038.752	2.0	547.745	11.0	11.0	-	-	-	74.889	74.843	-	-	-	0.277	0.277	-	-	-	0.736	0.736	-	-	-	273.961	273.784	-	-	-	-1.0	-1.0	-	-	-	2.0	107.57	56.805	29.091	2.019	2.407	-1.893	-2.512	63.341	44.229	0	0	0	0	0	0
841	1280.895	1275.078	37.578	0.119	0.054	316.315	85.422	80.773	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	319.964	41.918	14.247	2.943	3.008	2.852	-1.384	213.015	106.949	0	0	0	0	0	0
842	1398.576	1398.57	17.142	2.954	-1.236	91.736	77.428	79.808	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	97.139	17.604	9.743	0.308	0.273	1.338	-3.045	60.404	36.734	0	0	0	0	0	0
843	961.305	858.437	34.675	1.364	-2.725	35.432	77.459	777.726	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	61.672	25.843	13.985	2.359	0.642	0.781	-0.302	37.374	24.298	0	0	0	0	0	0
844	1010.369	933.9	106.075	2.956	-2.96	575.937	80.646	80.318	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	710.155	94.234	29.39	0.148	2.715	0.451	-0.844	638.928	71.228	0	0	0	0	0	0
845	1338.706	1338.626	93.991	0.552	2.492	179.169	79.052	1132.559	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	194.693	50.465	46.725	2.767	2.051	-0.402	-0.917	138.514	56.179	0	0	0	0	0	0
846	1174.651	1172.401	252.987	0.533	-1.866	497.529	82.053	999.768	1.0	417.169	-11.0	-	-	-	-	273.205	-	-	-	-	2.428	-	-	-	-	1.178	-	-	-	-	417.169	-	-	-	-	1.0	-	-	-	-	2.0	140.546	51.737	30.112	2.392	2.624	-2.134	1.734	76.725	63.822	0	0	0	0	0	0
847	1317.14	1314.848	5.962	0.041	-2.29	145.198	80.156	80.121	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	150.81	17.955	13.994	2.915	2.937	0.14	2.999	81.307	69.504	0	0	0	0	0	0
848	1400.496	1400.495	92.521	0.39	-1.795	243.6	79.748	1081.341	1.0	8.445	-11.0	-	-	-	-	4.354	-	-	-	-	2.6	-	-	-	-	1.343	-	-	-	-	8.445	-	-	-	-	1.0	-	-	-	-	2.0	257.266	100.914	13.328	2.699	2.317	1.454	-0.851	238.22	19.046	0	0	0	0	0	0
849	1110.282	1073.331	111.804	0.233	-1.629	485.179	78.788	533.195	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	707.799	143.272	126.505	1.179	2.908	0.502	2.797	161.124	546.676	0	0	0	0	0	0
850	1364.435	1364.093	172.646	0.309	-0.261	568.458	81.693	1193.829	1.0	546.945	-11.0	-	-	-	-	209.236	-	-	-	-	2.749	-	-	-	-	2.584	-	-	-	-	546.945	-	-	-	-	1.0	-	-	-	-	2.0	79.075	48.645	18.33	2.182	1.69	-1.421	-1.378	59.866	19.209	0	0	0	0	0	0
851	1402.822	1402.821	23.755	0.112	1.194	211.822	81.138	78.49	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	219.075	25.222	23.993	2.795	2.973	-0.925	-3.061	76.289	142.786	0	0	0	0	0	0
852	1296.159	1292.484	16.324	0.028	0.734	589.203	79.484	81.698	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	592.525	18.406	16.032	3.103	3.004	2.922	-1.198	474.466	118.059	0	0	0	0	0	0
853	1222.071	1220.909	35.564	0.08	-0.238	447.379	79.207	946.668	1.0	368.789	-11.0	-	-	-	-	52.669	-	-	-	-	2.998	-	-	-	-	2.668	-	-	-	-	368.789	-	-	-	-	1.0	-	-	-	-	2.0	88.855	24.214	13.071	2.632	2.785	-1.463	0.689	50.373	38.482	0	0	0	0	0	0
854	1405.476	1405.475	81.824	2.884	-1.137	320.582	75.588	885.948	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	325.852	75.91	16.039	0.311	0.214	1.815	3.105	248.511	77.34	0	0	0	0	0	0
855	1401.864	1401.851	73.895	1.163	-2.853	80.511	80.812	1245.765	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	100.165	54.019	24.043	1.488	2.559	0.503	-0.21	55.851	44.314	0	0	0	0	0	0
856	1330.695	1330.694	37.833	0.749	-2.368	55.568	79.38	81.809	1.0	92.615	11.0	-	-	-	-	35.754	-	-	-	-	0.396	-	-	-	-	2.487	-	-	-	-	92.615	-	-	-	-	-1.0	-	-	-	-	2.0	862.329	184.557	176.232	2.718	0.446	-0.474	2.463	449.591	412.739	0	0	0	0	0	0
857	1390.05	1390.041	26.525	1.647	-0.1	26.602	74.216	1283.585	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	44.357	19.551	13.859	0.96	2.271	2.509	-2.444	25.155	19.202	0	0	0	0	0	0
858	1067.522	1015.071	64.269	0.142	-0.333	454.11	82.572	79.833	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	458.891	47.171	32.3	3.003	2.857	-2.971	2.028	343.676	115.215	0	0	0	0	0	0
859	1395.55	1395.528	31.259	0.073	-0.581	425.873	80.72	76.802	1.0	339.274	13.0	-	-	-	-	74.137	-	-	-	-	0.22	-	-	-	-	-0.128	-	-	-	-	339.274	-	-	-	-	-1.0	-	-	-	-	2.0	767.985	115.895	12.742	2.977	2.92	2.883	-0.234	709.126	58.859	0	0	0	0	0	0
860	1403.467	1403.466	69.906	0.2	-0.858	352.729	81.499	82.388	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	357.185	64.815	19.417	2.873	2.967	2.005	-2.831	245.472	111.713	0	0	0	0	0	0
861	1220.684	1207.64	80.482	0.631	1.146	136.507	79.92	77.042	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	418.649	63.38	24.64	2.9	0.167	-1.747	-2.682	268.268	150.381	0	0	0	0	0	0
862	1334.107	1332.727	116.869	2.818	-1.349	367.791	81.198	127.51	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	370.445	68.539	49.223	0.292	0.386	1.688	1.938	239.001	131.444	0	0	0	0	0	0
863	1399.628	1399.617	25.773	1.555	2.777	25.776	356.457	960.089	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	74.833	42.624	17.485	1.972	0.78	-0.506	2.427	49.046	25.787	0	0	0	0	0	0
864	999.518	917.081	28.707	0.441	-1.041	67.233	81.455	764.513	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	111.539	22.329	19.956	2.865	0.841	2.866	1.214	82.989	28.55	0	0	0	0	0	0
865	1339.264	1337.941	92.392	0.849	-0.272	123.077	82.588	76.884	1.0	583.783	-11.0	-	-	-	-	372.546	-	-	-	-	2.449	-	-	-	-	2.782	-	-	-	-	583.783	-	-	-	-	1.0	-	-	-	-	2.0	590.472	331.576	27.394	0.657	2.451	-0.385	2.773	547.305	43.166	0	0	0	0	0	0
866	1348.267	1347.089	92.921	2.462	-0.586	147.826	80.832	1147.83	1.0	11.433	-13.0	-	-	-	-	10.686	-	-	-	-	1.207	-	-	-	-	2.889	-	-	-	-	11.433	-	-	-	-	1.0	-	-	-	-	2.0	165.443	54.455	44.92	1.232	0.439	2.883	2.155	57.997	107.446	0	0	0	0	0	0
867	1402.687	1402.686	34.691	1.518	1.848	34.739	79.999	1275.74	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	47.34	30.886	14.464	1.699	1.422	-0.864	-2.389	31.711	15.63	0	0	0	0	0	0
868	261.309	257.862	8.97	3.105	0.974	243.58	83.777	78.318	2.0	103.103	11.0	11.0	-	-	-	91.433	4.607	-	-	-	1.228	0.869	-	-	-	-2.953	-1.124	-	-	-	97.071	6.033	-	-	-	-1.0	-1.0	-	-	-	2.0	303.648	54.094	33.961	2.043	0.141	-0.082	0.43	62.234	241.413	0	0	0	0	0	0
869	1008.419	1006.414	31.124	1.842	-2.999	32.302	79.54	750.83	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	153.925	30.32	16.586	0.377	2.902	0.688	-1.109	82.713	71.212	0	0	0	0	0	0
870	1407.071	1407.071	42.035	3.013	0.557	327.39	76.462	618.925	1.0	88.425	11.0	-	-	-	-	53.527	-	-	-	-	0.65	-	-	-	-	-2.276	-	-	-	-	88.425	-	-	-	-	-1.0	-	-	-	-	2.0	520.65	208.506	203.598	1.455	0.725	2.88	-0.174	209.908	310.743	0	0	0	0	0	0
871	1403.357	1403.352	99.845	2.98	-0.993	622.085	80.264	948.757	2.0	366.431	11.0	-13.0	-	-	-	180.133	19.321	-	-	-	0.557	0.856	-	-	-	-1.244	2.043	-	-	-	340.839	25.592	-	-	-	-1.0	1.0	-	-	-	2.0	336.148	199.48	37.499	0.897	0.531	1.902	-1.413	261.551	74.597	0	0	0	0	0	0
872	1400.153	1400.153	52.128	1.664	2.067	52.356	75.735	1290.755	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	57.613	35.713	20.265	1.545	1.378	-1.351	-0.573	36.936	20.676	0	0	0	0	0	0
873	920.308	782.349	12.867	0.142	0.829	90.728	80.679	528.423	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	114.856	32.548	24.624	2.737	2.081	-3.052	-0.271	84.437	30.419	0	0	0	0	0	0
874	1073.223	1052.045	32.968	2.233	-2.512	41.808	80.457	959.052	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	64.476	41.115	14.006	1.336	0.723	0.319	2.657	42.941	21.535	0	0	0	0	0	0
875	1046.17	996.417	20.745	2.882	-2.257	80.882	80.641	826.816	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	104.322	29.717	29.441	0.466	0.994	2.085	-0.341	68.207	36.115	0	0	0	0	0	0
876	1380.578	1380.498	42.073	2.904	-0.318	178.491	79.845	1102.328	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	187.641	39.335	20.26	0.256	0.719	2.325	-2.27	155.939	31.702	0	0	0	0	0	0
877	1233.126	1233.126	10.933	0.656	-2.277	17.929	79.935	162.099	1.0	15.534	11.0	-	-	-	-	14.311	-	-	-	-	1.171	-	-	-	-	1.559	-	-	-	-	15.534	-	-	-	-	-1.0	-	-	-	-	2.0	72.148	12.502	6.574	0.486	2.993	-1.248	1.103	26.853	45.295	0	0	0	0	0	0
878	1310.014	1307.114	71.908	2.958	-1.982	394.889	80.625	80.046	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	768.352	99.783	27.876	0.173	2.99	1.159	-1.984	581.212	187.14	0	0	0	0	0	0
879	1398.142	1398.131	62.829	0.202	-0.934	313.571	79.18	904.876	1.0	219.878	13.0	-	-	-	-	59.225	-	-	-	-	2.869	-	-	-	-	2.738	-	-	-	-	219.878	-	-	-	-	-1.0	-	-	-	-	2.0	326.135	53.153	39.2	2.839	2.863	2.877	1.207	181.224	144.911	0	0	0	0	0	0
880	968.33	866.734	46.6	2.988	-0.056	304.254	79.863	81.215	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	922.507	113.178	100.235	0.187	2.815	-2.114	1.451	609.041	313.465	0	0	0	0	0	0
881	1401.532	1401.532	17.828	2.795	0.959	52.461	81.411	1308.527	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	104.775	35.994	18.266	1.909	0.287	-2.258	0.81	39.753	65.022	0	0	0	0	0	0
882	750.712	373.043	12.048	2.455	-1.601	19.01	79.574	80.08	1.0	291.783	-13.0	-	-	-	-	42.976	-	-	-	-	2.994	-	-	-	-	-1.338	-	-	-	-	291.783	-	-	-	-	1.0	-	-	-	-	2.0	98.498	19.566	8.915	2.668	0.167	1.854	-0.858	44.217	54.281	0	0	0	0	0	0
883	1403.258	1403.256	108.396	2.935	1.715	527.67	65.858	1006.393	1.0	381.936	11.0	-	-	-	-	145.307	-	-	-	-	0.39	-	-	-	-	-1.696	-	-	-	-	381.936	-	-	-	-	-1.0	-	-	-	-	2.0	172.316	34.186	21.405	0.272	0.519	0.527	1.359	128.483	43.832	0	0	0	0	0	0
884	1260.769	1253.008	121.411	2.906	0.54	519.761	81.705	855.282	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	525.548	78.732	52.409	0.342	0.182	-2.289	-3.082	236.079	289.469	0	0	0	0	0	0
885	1395.734	1395.734	78.698	2.171	-0.045	95.384	78.862	1228.728	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	183.976	71.528	62.583	1.948	0.651	-2.333	2.057	80.276	103.699	0	0	0	0	0	0
886	1405.961	1405.96	99.021	0.276	1.765	363.444	81.433	499.221	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1175.54	188.689	96.062	2.893	0.24	-1.63	1.251	767.429	408.111	0	0	0	0	0	0
887	1298.2	1294.618	56.733	3.036	0.763	540.435	78.015	80.606	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	545.731	54.219	23.496	0.132	0.179	-2.803	-1.125	411.557	134.174	0	0	0	0	0	0
888	1343.169	1341.916	31.484	3.068	-1.835	428.916	80.01	1014.248	1.0	119.629	11.0	-	-	-	-	37.842	-	-	-	-	0.322	-	-	-	-	0.524	-	-	-	-	119.629	-	-	-	-	-1.0	-	-	-	-	2.0	448.545	66.523	40.547	0.182	0.552	0.857	-2.629	370.887	77.658	0	0	0	0	0	0
889	1136.796	1111.197	18.785	2.598	-1.545	36.311	80.723	980.184	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	54.462	29.562	10.932	0.771	1.509	1.674	-1.333	43.221	11.241	0	0	0	0	0	0
890	1040.296	978.664	80.223	2.166	2.937	96.859	79.741	78.783	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	671.09	75.15	66.082	0.21	2.924	0.672	-1.267	365.212	305.878	0	0	0	0	0	0
891	1274.205	1267.993	17.053	1.99	1.394	18.671	81.376	1181.49	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	68.187	12.417	9.581	0.334	2.814	-1.163	-2.544	38.225	29.962	0	0	0	0	0	0
892	1171.555	1147.782	79.752	2.988	2.758	521.452	270.749	79.568	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	760.185	94.548	45.067	0.149	2.763	0.112	-2.03	637.427	122.758	0	0	0	0	0	0
893	673.138	594.725	27.382	0.071	1.817	385.594	80.444	299.959	1.0	11.503	11.0	-	-	-	-	6.083	-	-	-	-	0.557	-	-	-	-	0.385	-	-	-	-	11.503	-	-	-	-	-1.0	-	-	-	-	2.0	605.406	78.817	53.818	2.984	0.554	-2.341	0.472	501.496	103.911	0	0	0	0	0	0
894	1375.691	1375.511	64.722	0.216	2.444	301.891	79.765	79.335	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	306.124	52.752	17.064	2.853	2.997	-0.906	-0.003	186.728	119.396	0	0	0	0	0	0
895	1404.283	1404.283	38.298	2.713	-0.139	92.074	78.616	1233.609	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	100.622	44.312	6.408	0.542	0.561	3.056	0.241	87.879	12.743	0	0	0	0	0	0
896	1205.739	1191.801	52.67	2.982	-1.906	331.546	80.937	622.658	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	341.16	66.163	21.087	0.251	0.298	0.961	-2.928	267.8	73.36	0	0	0	0	0	0
897	1407.332	1407.332	27.889	2.908	1.857	120.686	65.198	1238.129	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	125.138	33.312	5.423	0.314	0.35	-1.283	1.867	108.592	16.547	0	0	0	0	0	0
898	1363.076	1363.038	30.369	1.586	2.462	30.373	75.894	1268.213	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	50.063	30.474	16.36	1.615	1.461	-1.224	0.625	32.088	17.975	0	0	0	0	0	0
899	1106.247	1067.152	14.72	3.033	0.25	135.609	79.157	77.329	1.0	233.151	-13.0	-	-	-	-	131.655	-	-	-	-	0.6	-	-	-	-	2.227	-	-	-	-	233.151	-	-	-	-	1.0	-	-	-	-	2.0	145.136	66.305	60.473	1.767	2.205	-1.077	-0.962	68.956	76.179	0	0	0	0	0	0
900	952.671	904.849	258.4	1.699	0.322	260.545	78.172	551.924	1.0	19.119	11.0	-	-	-	-	15.277	-	-	-	-	0.926	-	-	-	-	-2.416	-	-	-	-	19.119	-	-	-	-	-1.0	-	-	-	-	2.0	271.04	238.238	21.882	1.51	0.857	-2.854	-2.438	240.992	30.048	0	0	0	0	0	0
901	1406.448	1406.448	99.769	0.255	0.55	394.875	82.241	910.113	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	397.249	67.913	32.18	2.869	2.914	-2.536	-2.709	253.032	144.217	0	0	0	0	0	0
902	1264.305	1256.501	48.369	0.232	-2.173	210.184	30.545	1032.9	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	213.95	36.779	11.625	2.952	2.402	0.99	0.902	195.707	18.242	0	0	0	0	0	0
903	1256.281	1247.993	20.603	0.525	2.517	41.082	80.616	79.61	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	464.57	46.299	42.055	0.218	2.971	-1.763	0.918	214.921	249.65	0	0	0	0	0	0
904	1143.539	1120.086	91.644	0.831	2.242	124.11	92.648	705.932	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	131.496	66.487	28.483	2.076	2.596	-1.071	-0.49	76.453	55.043	0	0	0	0	0	0
905	866.042	841.141	14.196	0.394	3.049	36.944	83.071	735.84	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	59.844	23.622	23.122	2.182	2.22	-1.321	1.204	29.045	30.799	0	0	0	0	0	0
906	1297.895	1296.942	105.328	1.831	-0.799	109.008	111.588	984.878	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	119.889	64.505	44.524	1.529	1.053	2.127	2.658	67.55	52.339	0	0	0	0	0	0
907	1346.553	1345.727	46.183	1.606	0.454	46.211	81.573	1245.036	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	82.088	42.336	14.775	2.112	0.499	-2.364	2.447	50.066	32.022	0	0	0	0	0	0
908	981.74	981.403	52.832	2.947	-1.614	273.697	79.943	570.084	2.0	384.428	11.0	-11.0	-	-	-	220.929	5.809	-	-	-	0.624	1.924	-	-	-	1.41	-1.619	-	-	-	378.237	6.192	-	-	-	-1.0	1.0	-	-	-	2.0	322.554	223.391	35.681	2.04	0.637	-1.759	1.416	261.716	60.838	0	0	0	0	0	0
