i	mc_beam_e	mc_beam_m	miss_pt	miss_theta	miss_phi	miss_e	mc_qq_m	mc_ln_m	lep_n	lep_etot	lep_type_0	lep_type_1	lep_type_2	lep_type_3	lep_type_4	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	lep_charge_0	lep_charge_1	lep_charge_2	lep_charge_3	lep_charge_4	jet_vlc_R08_n	jet_vlc_R08_etot	jet_vlc_R08_pt_0	jet_vlc_R08_pt_1	jet_vlc_R08_theta_0	jet_vlc_R08_theta_1	jet_vlc_R08_phi_0	jet_vlc_R08_phi_1	jet_vlc_R08_e_0	jet_vlc_R08_e_1	jet_vlc_R08_charge_0	jet_vlc_R08_charge_1	beam_e	beam_m	qq_m	ln_m
2490	1263.26	1254.894	45.287	3.032	-1.659	413.905	28.219	1148.217	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	435.749	75.944	32.872	0.344	0.164	1.685	-1.175	228.904	206.845	0	0	0	0	0	0
2491	1398.227	1398.156	33.773	2.991	1.832	225.129	92.848	188.166	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	234.038	45.626	12.214	0.214	0.779	-1.385	1.548	216.291	17.747	0	0	0	0	0	0
2492	1397.546	1397.473	17.006	0.098	1.068	173.708	89.919	106.822	1.0	25.6	-11.0	-	-	-	-	19.057	-	-	-	-	0.84	-	-	-	-	-0.568	-	-	-	-	25.6	-	-	-	-	1.0	-	-	-	-	2.0	195.904	22.63	13.081	2.939	2.979	2.778	-1.811	114.012	81.892	0	0	0	0	0	0
2493	685.088	331.979	10.762	0.486	0.851	23.025	24.941	229.265	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	30.71	9.428	8.748	2.537	2.224	3.106	-1.301	18.74	11.971	0	0	0	0	0	0
2494	1166.247	1158.077	31.872	2.463	-1.166	50.783	26.507	1097.892	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	64.815	30.133	16.69	0.923	0.783	1.434	-3.108	38.295	26.52	0	0	0	0	0	0
2495	1234.517	1224.164	147.859	2.711	1.38	354.353	162.213	517.444	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	376.133	147.22	37.083	0.499	0.622	-2.013	-0.333	311.334	64.8	0	0	0	0	0	0
2496	842.638	831.059	4.187	1.901	-2.151	4.426	12.292	649.708	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	26.038	9.296	8.259	0.845	2.26	2.084	-0.59	14.135	11.903	0	0	0	0	0	0
2497	1105.726	1067.409	15.822	0.34	2.502	47.473	17.246	852.968	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	52.579	11.74	7.221	2.844	2.3	-0.199	-1.406	42.15	10.429	0	0	0	0	0	0
2498	1323.212	1322.826	16.703	1.575	1.697	16.703	11.629	769.465	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	26.504	10.665	7.113	2.209	0.728	-1.727	-1.013	14.755	11.749	0	0	0	0	0	0
2499	957.641	947.765	19.828	0.055	2.697	363.859	84.404	60.769	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	374.241	44.12	24.35	2.983	2.869	-0.389	2.799	281.69	92.551	0	0	0	0	0	0
2500	1312.648	1310.002	28.803	0.83	-2.283	39.044	217.234	474.869	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	50.238	25.89	11.153	1.965	2.521	1.256	-0.255	29.44	20.799	0	0	0	0	0	0
2501	1335.005	1333.642	30.6	1.953	-2.311	32.986	30.066	1242.85	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	45.202	26.732	8.258	0.96	2.229	1.086	-0.129	34.007	11.195	0	0	0	0	0	0
2502	1401.49	1401.407	7.241	3.031	-3.093	65.723	97.194	1281.289	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	118.171	44.334	42.564	0.672	1.35	-1.195	1.785	73.975	44.196	0	0	0	0	0	0
2503	1153.966	1128.169	3.497	0.15	-0.823	23.349	29.268	1097.355	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	45.915	10.44	9.89	2.805	0.971	1.074	-2.41	33.273	12.642	0	0	0	0	0	0
2504	1239.568	1238.117	31.536	0.122	-2.624	259.737	10.869	807.536	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	265.695	32.868	5.5	3.014	1.773	0.684	-1.214	259.283	6.412	0	0	0	0	0	0
2505	1059.122	1058.897	18.077	2.555	-2.299	32.636	14.265	1032.605	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	39.517	15.377	9.133	0.943	0.518	0.313	1.859	19.948	19.57	0	0	0	0	0	0
2506	1389.415	1389.346	11.104	0.755	2.426	16.209	16.061	748.93	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	20.252	7.474	7.247	2.28	2.211	-0.012	-1.445	10.465	9.787	0	0	0	0	0	0
2507	895.573	751.001	19.252	1.451	-2.493	19.392	10.715	721.217	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	29.493	12.958	8.692	1.099	2.37	1.03	0.059	15.982	13.511	0	0	0	0	0	0
2508	1269.886	1269.75	16.635	0.381	1.877	44.68	29.205	1211.708	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	49.615	10.844	7.375	2.86	2.062	-1.606	-0.749	40.435	9.18	0	0	0	0	0	0
2509	1403.571	1403.501	3.305	0.329	-0.296	10.221	15.46	1005.942	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	28.886	6.868	6.536	0.77	2.77	-2.212	1.425	10.207	18.68	0	0	0	0	0	0
2510	1399.434	1399.354	5.332	0.127	-2.529	42.185	32.815	499.154	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	70.827	9.197	9.054	2.971	0.666	1.861	-0.687	54.587	16.239	0	0	0	0	0	0
2511	1380.596	1380.512	6.865	2.164	-3.008	8.28	18.621	1354.698	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	34.302	16.044	9.28	1.89	0.751	0.003	3.048	19.214	15.088	0	0	0	0	0	0
2512	1394.859	1394.789	40.784	1.93	-2.555	43.558	20.013	1343.205	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	70.249	23.582	17.685	2.207	0.496	0.454	0.764	30.294	39.956	0	0	0	0	0	0
2513	1243.149	1233.874	10.592	2.51	3.022	17.947	133.836	1056.216	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	75.778	24.384	14.145	0.569	2.603	0.076	-2.919	46.881	28.897	0	0	0	0	0	0
2514	1382.055	1381.887	20.015	0.195	2.306	103.232	23.226	1254.287	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	112.159	16.327	11.45	2.968	2.189	-0.227	-1.79	96.518	15.641	0	0	0	0	0	0
2515	940.298	823.172	39.779	0.239	1.921	168.291	94.968	693.175	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	197.312	63.038	25.506	2.302	2.908	-1.011	2.461	86.206	111.107	0	0	0	0	0	0
2516	1401.8	1401.72	5.133	1.847	0.696	5.335	26.721	1335.539	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	97.186	17.843	13.539	0.382	2.837	-1.953	1.369	49.425	47.761	0	0	0	0	0	0
2517	1400.543	1400.472	7.31	0.218	2.76	33.787	33.031	1197.399	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	41.947	10.786	7.277	2.338	2.83	-1.118	1.283	17.085	24.863	0	0	0	0	0	0
2518	1267.473	1260.49	45.44	3.037	-2.647	436.387	15.269	888.529	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	443.456	44.432	25.394	0.149	0.181	-0.077	1.742	299.868	143.589	0	0	0	0	0	0
2519	1405.712	1405.641	20.881	1.588	1.172	20.884	10.181	1378.788	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	31.286	15.248	7.207	2.029	0.741	-1.717	-2.527	19.75	11.536	0	0	0	0	0	0
2520	1405.418	1405.346	89.47	2.934	0.017	434.232	90.914	437.626	1.0	73.473	11.0	-	-	-	-	45.369	-	-	-	-	0.666	-	-	-	-	-2.497	-	-	-	-	73.473	-	-	-	-	-1.0	-	-	-	-	2.0	450.995	56.628	53.437	0.157	0.678	2.558	-2.482	364.356	86.639	0	0	0	0	0	0
2521	1102.285	1093.563	20.6	2.348	-0.389	28.907	93.253	57.349	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	83.578	21.02	19.06	0.443	2.47	-2.58	1.638	51.052	32.526	0	0	0	0	0	0
2522	1063.152	1009.718	32.966	2.963	-2.563	185.546	110.254	92.339	1.0	6.063	11.0	-	-	-	-	2.444	-	-	-	-	2.726	-	-	-	-	0.401	-	-	-	-	6.063	-	-	-	-	-1.0	-	-	-	-	2.0	541.976	79.94	49.592	2.69	0.14	0.686	-2.398	185.555	356.422	0	0	0	0	0	0
2523	1074.85	1023.096	53.4	2.945	-2.751	273.057	24.72	979.517	1.0	582.553	11.0	-	-	-	-	83.424	-	-	-	-	0.144	-	-	-	-	-1.154	-	-	-	-	582.553	-	-	-	-	-1.0	-	-	-	-	2.0	427.043	100.638	47.834	1.444	2.994	1.897	0.026	101.681	325.362	0	0	0	0	0	0
2524	1389.58	1389.501	15.698	0.687	0.083	24.743	89.882	1298.079	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	121.361	35.122	25.748	0.734	2.724	2.488	-1.076	55.485	65.876	0	0	0	0	0	0
2525	1374.121	1374.011	11.471	0.822	2.631	15.658	15.729	429.777	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	19.545	7.821	6.307	2.068	2.365	0.04	-1.215	9.658	9.887	0	0	0	0	0	0
2526	1088.513	1041.614	17.941	1.079	-0.584	20.352	15.322	1002.308	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	41.53	12.956	8.955	2.582	0.68	3.05	1.803	26.131	15.399	0	0	0	0	0	0
2527	1001.518	927.597	28.373	2.668	0.627	62.226	11.829	846.829	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	66.266	18.535	12.881	0.504	0.534	-2.15	-3.054	40.299	25.967	0	0	0	0	0	0
2528	1056.476	1000.807	12.705	0.123	2.767	103.804	90.158	156.703	1.0	5.966	13.0	-	-	-	-	2.094	-	-	-	-	2.783	-	-	-	-	0.176	-	-	-	-	5.966	-	-	-	-	-1.0	-	-	-	-	2.0	119.614	28.134	16.182	2.522	2.892	-0.634	2.306	53.103	66.511	0	0	0	0	0	0
2529	1387.011	1386.939	20.691	1.796	1.836	21.228	35.321	1298.574	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	31.547	11.718	9.35	2.079	0.692	-1.475	-1.094	15.241	16.306	0	0	0	0	0	0
2530	1352.639	1352.143	49.782	0.495	3.073	104.732	88.937	1092.107	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	121.426	51.374	10.544	2.297	2.919	-0.275	1.55	72.166	49.261	0	0	0	0	0	0
2531	1247.542	1239.024	31.152	2.066	3.107	35.399	23.262	1195.309	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	52.394	23.143	8.576	1.881	0.34	-0.149	0.279	25.449	26.946	0	0	0	0	0	0
2532	1255.969	1248.273	22.998	1.818	0.772	23.72	12.227	1223.403	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	51.775	20.798	11.759	0.793	2.466	-2.904	-1.247	31.577	20.198	0	0	0	0	0	0
2533	1325.908	1325.827	16.121	0.206	1.651	78.629	90.562	340.816	1.0	48.804	-11.0	-	-	-	-	28.608	-	-	-	-	2.515	-	-	-	-	3.134	-	-	-	-	48.804	-	-	-	-	1.0	-	-	-	-	2.0	74.225	29.564	6.386	2.599	0.501	-0.642	0.223	60.199	14.026	0	0	0	0	0	0
2534	1290.689	1287.398	22.023	1.009	2.188	26.022	12.607	1268.941	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	34.231	14.324	13.876	1.948	2.104	-0.292	-1.641	16.478	17.753	0	0	0	0	0	0
2535	1298.168	1297.955	14.097	0.801	0.914	19.627	18.673	814.322	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	27.17	12.901	7.503	2.113	2.236	-1.671	2.917	16.686	10.484	0	0	0	0	0	0
2536	1331.634	1329.862	31.967	2.869	0.921	118.895	66.611	1203.274	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	139.87	25.538	12.175	0.21	1.984	-1.857	-3.063	125.638	14.232	0	0	0	0	0	0
2537	1399.713	1399.641	19.4	1.811	1.76	19.973	25.113	1362.853	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	30.075	15.025	6.938	0.95	2.284	-1.698	-0.641	20.28	9.794	0	0	0	0	0	0
2538	1355.357	1354.411	20.856	1.687	1.874	20.997	29.428	1157.783	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	39.088	16.933	6.938	2.169	0.461	-1.574	-0.443	23.253	15.835	0	0	0	0	0	0
2539	1197.528	1195.517	31.19	3.031	-0.352	281.677	93.206	859.117	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	284.227	20.956	15.599	0.161	0.103	-3.029	2.144	132.008	152.219	0	0	0	0	0	0
2540	1347.196	1346.03	15.75	2.96	-0.12	87.42	13.897	1227.627	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	92.51	19.151	6.123	0.244	0.591	-2.967	1.016	80.536	11.974	0	0	0	0	0	0
2541	1069.26	1064.87	17.16	3.111	-1.807	567.252	13.222	866.564	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	594.662	78.19	61.36	0.542	0.139	1.161	-2.029	152.35	442.312	0	0	0	0	0	0
2542	914.491	888.4	21.609	1.233	-1.597	22.905	28.85	843.221	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	50.231	14.496	7.808	2.618	0.419	1.726	1.201	30.126	20.105	0	0	0	0	0	0
2543	1028.213	957.669	41.643	2.943	-3.116	210.691	128.085	644.898	1.0	5.347	11.0	-	-	-	-	2.356	-	-	-	-	0.456	-	-	-	-	-2.796	-	-	-	-	5.347	-	-	-	-	-1.0	-	-	-	-	2.0	214.36	27.153	17.642	0.359	0.131	-0.275	0.498	78.891	135.468	0	0	0	0	0	0
2544	1394.93	1394.86	17.438	2.942	-2.101	88.075	27.218	751.39	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	92.284	12.997	8.637	0.175	0.596	1.538	0.24	75.7	16.584	0	0	0	0	0	0
2545	1094.497	1084.332	19.244	0.961	3.065	23.471	27.562	1025.095	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	48.182	10.388	9.306	2.775	0.6	0.126	-0.304	29.915	18.267	0	0	0	0	0	0
2546	1313.854	1313.737	77.48	2.491	2.254	127.957	64.301	639.484	3.0	806.122	11.0	-11.0	11.0	-	-	259.222	201.007	5.192	-	-	1.924	0.395	2.383	-	-	-0.065	-1.776	2.072	-	-	276.299	522.272	7.551	-	-	-1.0	1.0	-1.0	-	-	2.0	432.503	240.587	15.07	2.485	0.492	2.365	-1.459	397.914	34.589	0	0	0	0	0	0
2547	1398.492	1398.415	14.724	0.559	1.319	27.748	17.865	1355.01	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	34.578	16.186	7.142	2.354	2.375	-2.279	-0.279	23.558	11.02	0	0	0	0	0	0
2548	1400.83	1400.753	13.595	0.344	1.153	40.322	27.232	1355.129	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	48.582	12.65	9.894	2.756	2.174	-1.219	-3.086	35.525	13.057	0	0	0	0	0	0
2549	1361.166	1360.61	11.159	0.668	1.568	18.023	13.969	1323.016	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	23.661	8.422	8.106	2.224	2.331	-0.765	-2.424	11.904	11.756	0	0	0	0	0	0
2550	888.361	766.738	6.126	2.731	-1.518	15.329	78.403	630.196	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	27.15	12.023	7.447	1.201	0.67	1.087	-2.488	14.279	12.87	0	0	0	0	0	0
2551	1400.524	1400.445	42.269	0.519	-0.239	85.223	91.262	23.27	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	150.962	33.157	9.229	2.844	0.265	2.942	2.762	114.449	36.514	0	0	0	0	0	0
2552	1406.619	1406.548	11.437	0.097	-1.012	117.627	28.38	1140.67	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	124.022	18.404	9.5	2.913	2.897	1.681	-2.01	83.549	40.474	0	0	0	0	0	0
2553	907.423	763.479	10.487	0.592	1.887	18.803	10.538	751.693	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	24.307	9.52	7.356	2.419	2.151	-0.507	-2.329	15.123	9.183	0	0	0	0	0	0
2554	1074.5	1025.62	11.093	0.14	-2.444	79.247	23.396	904.191	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	88.185	15.538	14.291	2.726	2.822	1.785	-0.599	40.484	47.701	0	0	0	0	0	0
2555	1392.957	1392.887	2.623	0.02	0.899	134.501	32.319	1214.106	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	138.79	14.241	11.674	2.999	2.821	-2.429	0.671	101.366	37.424	0	0	0	0	0	0
2556	739.439	483.601	7.517	0.361	-3.049	21.287	91.394	73.674	1.0	22.658	-11.0	-	-	-	-	12.142	-	-	-	-	0.566	-	-	-	-	-2.911	-	-	-	-	22.658	-	-	-	-	1.0	-	-	-	-	2.0	83.551	17.519	11.533	2.856	0.675	0.673	-0.601	63.991	19.56	0	0	0	0	0	0
2557	1370.884	1370.482	11.052	2.54	1.264	19.533	13.927	898.637	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	50.604	16.639	6.721	2.14	0.246	-1.602	2.005	22.55	28.054	0	0	0	0	0	0
2558	1402.161	1402.081	0.151	3.138	2.249	46.141	95.233	1285.902	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	66.912	10.342	10.249	0.193	2.154	0.004	-3.126	54.395	12.517	0	0	0	0	0	0
2559	1253.289	1253.076	7.217	2.642	3.082	15.072	10.285	1242.499	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	20.407	7.02	5.89	0.955	0.619	-0.912	1.054	9.332	11.075	0	0	0	0	0	0
2560	1402.829	1402.758	11.402	2.512	-1.478	19.369	21.853	883.916	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	24.708	8.641	7.284	0.681	0.97	0.97	2.523	15.064	9.644	0	0	0	0	0	0
2561	1244.138	1235.033	9.379	0.015	3.036	623.056	16.844	1215.553	1.0	692.499	-11.0	-	-	-	-	146.745	-	-	-	-	2.928	-	-	-	-	2.703	-	-	-	-	692.499	-	-	-	-	1.0	-	-	-	-	2.0	190.825	164.993	10.084	1.211	2.255	-0.396	3.117	177.676	13.149	0	0	0	0	0	0
2562	1395.047	1394.977	2.136	0.036	-2.082	59.276	49.886	1232.199	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	65.656	11.16	9.138	2.429	2.947	1.355	-1.718	17.414	48.242	0	0	0	0	0	0
2563	1375.082	1374.919	6.963	0.413	-2.777	17.349	12.587	1338.787	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	70.256	35.133	28.378	1.511	2.136	0.584	-2.504	35.648	34.608	0	0	0	0	0	0
2564	1300.367	1297.908	9.665	0.06	2.06	161.254	96.886	1098.371	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	189.402	42.531	39.107	2.828	2.222	-2.182	0.738	139.709	49.693	0	0	0	0	0	0
2565	1146.758	1118.834	7.316	0.02	-1.077	367.414	90.98	80.151	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	378.502	43.188	35.983	2.845	2.984	1.906	-1.268	149.076	229.427	0	0	0	0	0	0
2566	886.566	769.455	84.487	3.035	-2.498	796.88	86.27	508.289	2.0	527.731	-11.0	11.0	-	-	-	98.286	85.715	-	-	-	2.171	0.211	-	-	-	-2.263	1.057	-	-	-	119.073	408.657	-	-	-	1.0	-1.0	-	-	-	2.0	436.708	68.561	65.369	0.222	2.561	1.1	-1.054	313.917	122.791	0	0	0	0	0	0
2567	1380.217	1380.034	4.125	0.014	-1.952	302.208	90.718	119.849	1.0	16.917	-11.0	-	-	-	-	15.648	-	-	-	-	1.181	-	-	-	-	0.666	-	-	-	-	16.917	-	-	-	-	1.0	-	-	-	-	2.0	320.478	38.942	29.625	2.954	2.863	-2.047	1.329	209.355	111.123	0	0	0	0	0	0
2568	1380.818	1380.601	19.106	0.058	1.309	327.417	91.7	435.393	1.0	71.629	-11.0	-	-	-	-	25.102	-	-	-	-	2.784	-	-	-	-	-2.604	-	-	-	-	71.629	-	-	-	-	1.0	-	-	-	-	2.0	269.919	33.293	25.768	2.852	2.968	-1.184	1.402	117.885	152.034	0	0	0	0	0	0
2569	1385.866	1385.722	23.771	3.003	-2.922	172.344	20.904	1147.152	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	176.219	24.941	6.284	0.176	0.204	-0.035	1.849	144.903	31.317	0	0	0	0	0	0
2570	737.038	634.692	9.468	0.053	-0.742	177.568	43.468	557.625	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	221.314	43.676	36.967	2.9	1.571	3.103	0.128	183.42	37.894	0	0	0	0	0	0
2571	1210.991	1196.982	7.652	2.78	0.484	21.624	10.753	939.352	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	35.948	9.725	6.611	1.866	0.278	-1.913	2.131	11.175	24.772	0	0	0	0	0	0
2572	1274.912	1268.656	18.411	0.174	-2.042	106.166	22.648	1146.54	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	109.072	12.414	12.239	2.772	2.974	1.821	0.366	34.598	74.475	0	0	0	0	0	0
2573	1107.889	1073.778	8.055	3.017	-1.802	64.764	44.798	856.619	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	67.284	8.011	7.361	0.196	0.298	0.387	2.429	41.649	25.635	0	0	0	0	0	0
2574	1197.718	1181.45	1.543	2.95	1.027	8.112	90.883	777.196	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	33.266	11.643	10.232	2.083	0.614	-1.725	1.474	14.515	18.75	0	0	0	0	0	0
