i	mc_beam_e	mc_beam_m	miss_pt	miss_theta	miss_phi	miss_e	mc_qq_m	mc_ln_m	lep_n	lep_etot	lep_type_0	lep_type_1	lep_type_2	lep_type_3	lep_type_4	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	lep_charge_0	lep_charge_1	lep_charge_2	lep_charge_3	lep_charge_4	jet_vlc_R08_n	jet_vlc_R08_etot	jet_vlc_R08_pt_0	jet_vlc_R08_pt_1	jet_vlc_R08_theta_0	jet_vlc_R08_theta_1	jet_vlc_R08_phi_0	jet_vlc_R08_phi_1	jet_vlc_R08_e_0	jet_vlc_R08_e_1	jet_vlc_R08_charge_0	jet_vlc_R08_charge_1	beam_e	beam_m	qq_m	ln_m
3036	1393.438	1393.328	12.197	0.825	-2.449	16.601	203.499	109.555	1.0	73.392	-13.0	-	-	-	-	42.537	-	-	-	-	0.618	-	-	-	-	-0.219	-	-	-	-	73.392	-	-	-	-	1.0	-	-	-	-	2.0	499.878	133.256	100.147	0.647	2.757	3.02	0.009	231.231	268.647	0	0	0	0	0	0
3037	1045.515	1029.009	140.58	0.429	-2.465	337.71	102.105	593.28	1.0	233.149	13.0	-	-	-	-	152.658	-	-	-	-	2.428	-	-	-	-	0.412	-	-	-	-	233.149	-	-	-	-	-1.0	-	-	-	-	2.0	463.364	176.497	164.255	2.439	1.13	1.263	-2.105	275.422	187.942	0	0	0	0	0	0
3038	1404.386	1404.311	79.24	1.933	-2.724	84.753	458.855	129.601	1.0	144.849	-11.0	-	-	-	-	133.2	-	-	-	-	1.975	-	-	-	-	2.282	-	-	-	-	144.849	-	-	-	-	1.0	-	-	-	-	2.0	753.775	424.559	291.031	1.393	1.531	0.146	-2.669	438.39	315.384	0	0	0	0	0	0
3039	1402.764	1402.691	126.836	1.033	1.365	147.641	254.472	131.02	2.0	19.591	11.0	-11.0	-	-	-	12.355	5.398	-	-	-	1.85	2.213	-	-	-	-2.213	-2.039	-	-	-	12.851	6.74	-	-	-	-1.0	1.0	-	-	-	2.0	843.817	416.653	303.892	2.047	1.141	-2.176	0.802	487.876	355.941	0	0	0	0	0	0
3040	1278.469	1273.644	67.382	2.562	1.063	123.06	70.223	123.942	1.0	353.982	-11.0	-	-	-	-	170.928	-	-	-	-	0.504	-	-	-	-	2.559	-	-	-	-	353.982	-	-	-	-	1.0	-	-	-	-	2.0	738.181	353.408	172.372	2.367	0.857	-0.722	2.665	508.23	229.951	0	0	0	0	0	0
3041	768.592	759.017	89.676	0.182	1.289	494.215	120.089	155.027	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	550.814	114.213	79.5	2.262	2.941	-1.086	2.953	149.93	400.884	0	0	0	0	0	0
3042	1282.246	1277.296	115.504	2.382	-0.911	167.813	123.095	127.099	1.0	12.424	11.0	-	-	-	-	6.074	-	-	-	-	0.511	-	-	-	-	1.633	-	-	-	-	12.424	-	-	-	-	-1.0	-	-	-	-	2.0	520.388	191.144	93.023	0.613	2.586	1.864	-1.738	341.415	178.973	0	0	0	0	0	0
3043	1403.676	1403.601	12.266	0.047	1.218	260.316	352.552	371.451	1.0	85.068	-13.0	-	-	-	-	19.863	-	-	-	-	2.906	-	-	-	-	1.379	-	-	-	-	85.068	-	-	-	-	1.0	-	-	-	-	2.0	436.194	88.479	76.299	0.981	2.907	-1.814	1.345	107.43	328.764	0	0	0	0	0	0
3044	883.678	717.388	27.37	0.059	-2.232	466.882	323.937	95.066	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	675.433	134.567	129.292	2.882	1.26	2.185	-0.752	535.764	139.669	0	0	0	0	0	0
3045	946.966	946.627	115.103	1.5	2.06	115.389	22.758	142.565	1.0	22.609	-11.0	-	-	-	-	8.326	-	-	-	-	0.377	-	-	-	-	2.472	-	-	-	-	22.609	-	-	-	-	1.0	-	-	-	-	2.0	364.931	176.341	91.843	1.029	2.464	-1.566	0.951	218.045	146.886	0	0	0	0	0	0
3046	1104.586	1069.609	72.361	2.586	0.377	137.132	263.042	192.738	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	623.044	205.626	185.55	2.284	0.563	2.403	-1.096	274.409	348.635	0	0	0	0	0	0
3047	1363.532	1363.086	128.64	2.716	-2.747	311.326	497.621	102.37	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	473.047	137.86	126.009	0.422	1.758	-0.588	1.539	343.216	129.831	0	0	0	0	0	0
3048	1012.395	937.531	83.885	2.658	-1.75	180.328	105.436	345.572	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	400.192	182.212	170.781	1.225	1.068	0.191	2.857	201.852	198.34	0	0	0	0	0	0
3049	1288.217	1288.057	16.186	0.394	2.423	42.159	462.472	627.465	1.0	94.932	13.0	-	-	-	-	78.007	-	-	-	-	0.964	-	-	-	-	-0.735	-	-	-	-	94.932	-	-	-	-	-1.0	-	-	-	-	2.0	596.042	272.578	231.96	2.184	1.168	-3.116	0.211	336.583	259.459	0	0	0	0	0	0
3050	1325.356	1323.261	207.147	2.274	-2.54	271.484	117.9	120.524	1.0	48.958	-13.0	-	-	-	-	30.469	-	-	-	-	0.672	-	-	-	-	0.283	-	-	-	-	48.958	-	-	-	-	1.0	-	-	-	-	2.0	481.879	142.657	129.615	0.68	2.594	0.308	2.96	227.387	254.492	0	0	0	0	0	0
3051	1290.509	1286.289	143.367	2.848	0.321	495.728	744.814	150.862	1.0	63.558	13.0	-	-	-	-	56.842	-	-	-	-	2.035	-	-	-	-	0.171	-	-	-	-	63.558	-	-	-	-	-1.0	-	-	-	-	2.0	823.414	217.065	45.152	0.33	2.809	-2.663	1.558	678.94	144.474	0	0	0	0	0	0
3052	1401.898	1401.826	104.106	0.326	-2.591	325.506	78.623	278.659	1.0	62.846	-11.0	-	-	-	-	38.894	-	-	-	-	2.474	-	-	-	-	0.413	-	-	-	-	62.846	-	-	-	-	1.0	-	-	-	-	2.0	337.735	41.346	33.021	2.995	0.703	1.394	-0.236	284.529	53.206	0	0	0	0	0	0
3053	1403.021	1402.95	264.678	1.389	2.796	269.135	148.257	297.518	2.0	15.306	13.0	-11.0	-	-	-	8.041	5.751	-	-	-	1.256	2.145	-	-	-	-0.299	-0.084	-	-	-	8.457	6.849	-	-	-	-1.0	1.0	-	-	-	2.0	755.316	493.974	230.463	1.565	1.791	-0.41	2.658	509.129	246.186	0	0	0	0	0	0
3054	1401.155	1401.072	118.105	2.934	-2.941	571.988	71.619	91.64	1.0	653.274	11.0	-	-	-	-	188.067	-	-	-	-	0.292	-	-	-	-	0.746	-	-	-	-	653.274	-	-	-	-	-1.0	-	-	-	-	2.0	145.707	77.314	47.942	2.071	2.123	-1.386	-2.483	89.213	56.494	0	0	0	0	0	0
3055	1374.436	1374.227	26.788	2.929	2.383	126.994	146.609	158.379	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	727.977	314.978	308.02	1.8	1.001	-2.026	1.033	353.174	374.804	0	0	0	0	0	0
3056	935.404	851.928	45.691	2.923	-1.282	211.025	458.983	95.422	1.0	9.324	11.0	-	-	-	-	3.895	-	-	-	-	0.431	-	-	-	-	2.453	-	-	-	-	9.324	-	-	-	-	-1.0	-	-	-	-	2.0	287.174	98.186	65.333	0.473	1.359	2.449	-0.293	219.23	67.944	0	0	0	0	0	0
3057	1254.341	1246.127	43.928	1.078	2.885	49.856	199.319	276.075	2.0	34.602	11.0	-13.0	-	-	-	24.899	8.126	-	-	-	1.354	1.103	-	-	-	-0.282	-0.336	-	-	-	25.496	9.107	-	-	-	-1.0	1.0	-	-	-	2.0	572.968	283.783	239.867	1.257	2.02	-0.236	2.91	305.391	267.577	0	0	0	0	0	0
3058	1347.461	1346.857	72.921	0.725	2.691	109.917	527.76	119.803	1.0	349.442	-13.0	-	-	-	-	270.032	-	-	-	-	0.883	-	-	-	-	0.296	-	-	-	-	349.442	-	-	-	-	1.0	-	-	-	-	2.0	415.563	152.1	98.873	2.423	2.494	-2.999	-2.018	240.351	175.212	0	0	0	0	0	0
3059	1389.813	1389.743	157.106	1.546	-1.074	157.155	107.958	171.519	1.0	37.769	11.0	-	-	-	-	36.475	-	-	-	-	1.308	-	-	-	-	-2.197	-	-	-	-	37.769	-	-	-	-	-1.0	-	-	-	-	2.0	935.647	547.518	373.404	1.633	1.517	1.745	-1.459	560.752	374.895	0	0	0	0	0	0
3060	1376.034	1375.777	423.009	1.76	-1.989	430.734	112.687	95.366	1.0	135.769	11.0	-	-	-	-	133.806	-	-	-	-	1.741	-	-	-	-	-1.698	-	-	-	-	135.769	-	-	-	-	-1.0	-	-	-	-	2.0	571.5	346.767	211.587	1.448	1.289	1.335	1.037	350.581	220.919	0	0	0	0	0	0
3061	1377.32	1377.143	163.605	1.925	-1.01	174.443	320.64	128.791	1.0	263.906	-13.0	-	-	-	-	217.253	-	-	-	-	2.175	-	-	-	-	-1.256	-	-	-	-	263.906	-	-	-	-	1.0	-	-	-	-	2.0	562.63	321.533	158.921	1.14	2.073	2.054	-1.167	368.801	193.829	0	0	0	0	0	0
3062	785.655	752.187	268.405	1.555	-2.658	268.437	110.075	71.6	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	289.806	151.39	134.192	1.562	1.612	0.157	0.855	153.682	136.124	0	0	0	0	0	0
3063	1249.841	1241.883	103.151	2.355	-2.007	145.746	120.61	341.91	1.0	179.328	13.0	-	-	-	-	170.669	-	-	-	-	1.259	-	-	-	-	-0.201	-	-	-	-	179.328	-	-	-	-	-1.0	-	-	-	-	2.0	517.212	330.476	181.429	1.413	1.597	2.747	0.003	335.348	181.864	0	0	0	0	0	0
3064	1094.241	1052.431	71.725	2.055	-2.54	81.05	207.156	132.278	1.0	27.629	-11.0	-	-	-	-	20.952	-	-	-	-	2.281	-	-	-	-	-2.78	-	-	-	-	27.629	-	-	-	-	1.0	-	-	-	-	2.0	384.118	230.925	144.568	1.469	1.352	0.268	-3.051	232.236	151.883	0	0	0	0	0	0
3065	938.062	935.534	104.999	2.169	-0.626	127.027	145.403	132.055	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	418.162	233.058	129.754	1.085	1.949	2.649	-0.384	278.026	140.136	0	0	0	0	0	0
3066	1390.184	1390.114	386.634	2.169	-2.024	467.863	134.456	314.799	2.0	12.127	-11.0	11.0	-	-	-	4.605	4.437	-	-	-	2.078	0.704	-	-	-	1.107	1.198	-	-	-	5.27	6.857	-	-	-	1.0	-1.0	-	-	-	2.0	488.961	249.094	155.486	0.992	0.996	1.352	0.737	302.166	186.795	0	0	0	0	0	0
3067	689.248	422.431	28.527	0.076	0.335	373.821	52.712	158.174	1.0	118.051	-11.0	-	-	-	-	87.743	-	-	-	-	2.304	-	-	-	-	-2.756	-	-	-	-	118.051	-	-	-	-	1.0	-	-	-	-	2.0	351.016	103.91	64.49	2.693	2.437	1.028	-1.526	249.705	101.311	0	0	0	0	0	0
3068	1233.486	1222.104	183.972	1.427	2.029	185.885	72.592	443.065	2.0	357.244	13.0	11.0	-	-	-	266.167	13.659	-	-	-	0.915	2.447	-	-	-	-0.582	2.322	-	-	-	335.901	21.342	-	-	-	-1.0	-1.0	-	-	-	2.0	477.79	186.701	185.888	2.427	1.658	2.1	-1.825	290.315	187.475	0	0	0	0	0	0
3069	1234.482	1223.537	88.715	0.977	1.867	107.053	95.766	584.511	1.0	12.655	-11.0	-	-	-	-	12.131	-	-	-	-	1.859	-	-	-	-	-1.472	-	-	-	-	12.655	-	-	-	-	1.0	-	-	-	-	2.0	576.522	299.693	224.76	1.91	1.354	-1.438	1.638	338.139	238.382	0	0	0	0	0	0
3070	1140.219	1111.465	81.875	2.837	-1.557	273.164	35.66	297.172	1.0	405.078	11.0	-	-	-	-	350.156	-	-	-	-	1.044	-	-	-	-	2.692	-	-	-	-	405.078	-	-	-	-	-1.0	-	-	-	-	2.0	422.782	205.217	155.111	1.91	0.918	-0.527	0.164	225.174	197.607	0	0	0	0	0	0
3071	1236.027	1224.372	110.363	0.458	-1.898	249.41	137.591	469.933	1.0	267.209	-11.0	-	-	-	-	249.587	-	-	-	-	1.936	-	-	-	-	-1.93	-	-	-	-	267.209	-	-	-	-	1.0	-	-	-	-	2.0	553.67	212.372	153.677	1.017	2.604	1.131	1.347	252.769	300.901	0	0	0	0	0	0
3072	1392.786	1392.704	356.758	1.742	1.146	362.029	910.454	111.695	1.0	9.76	-11.0	-	-	-	-	8.914	-	-	-	-	1.99	-	-	-	-	0.922	-	-	-	-	9.76	-	-	-	-	1.0	-	-	-	-	2.0	674.401	460.971	104.257	1.194	2.43	-1.988	1.179	504.277	170.123	0	0	0	0	0	0
3073	1342.557	1342.146	15.842	0.332	-1.134	48.638	134.682	480.291	1.0	83.552	-11.0	-	-	-	-	38.367	-	-	-	-	2.664	-	-	-	-	-1.099	-	-	-	-	83.552	-	-	-	-	1.0	-	-	-	-	2.0	693.272	203.609	148.835	0.589	2.646	2.013	-1.135	372.326	320.947	0	0	0	0	0	0
3074	1356.691	1356.211	111.853	2.352	2.487	157.543	149.346	520.033	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	519.43	86.699	75.485	2.711	0.247	-1.394	0.23	208.302	311.128	0	0	0	0	0	0
3075	1298.605	1294.979	158.728	1.949	1.77	170.774	111.187	303.611	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	632.367	293.258	153.943	0.862	2.456	-1.023	2.478	387.179	245.188	0	0	0	0	0	0
3076	940.515	819.983	58.995	2.927	-2.256	277.31	209.548	220.592	1.0	140.198	-11.0	-	-	-	-	37.717	-	-	-	-	2.869	-	-	-	-	1.087	-	-	-	-	140.198	-	-	-	-	1.0	-	-	-	-	2.0	415.473	39.05	23.727	0.14	0.182	1.154	-1.404	283.125	132.348	0	0	0	0	0	0
3077	1270.037	1263.838	160.437	1.271	1.575	167.93	174.733	145.144	2.0	181.913	-11.0	11.0	-	-	-	175.212	6.561	-	-	-	1.608	1.646	-	-	-	-1.26	-1.848	-	-	-	175.332	6.581	-	-	-	1.0	-1.0	-	-	-	2.0	589.687	281.997	279.792	1.608	1.686	-1.852	1.482	285.418	304.269	0	0	0	0	0	0
3078	876.249	701.071	3.786	3.124	0.328	215.544	338.945	82.216	1.0	87.076	-13.0	-	-	-	-	59.462	-	-	-	-	2.39	-	-	-	-	2.67	-	-	-	-	87.076	-	-	-	-	1.0	-	-	-	-	2.0	392.288	110.6	87.638	0.389	1.452	0.388	-2.207	301.707	90.582	0	0	0	0	0	0
3079	917.687	823.469	14.487	0.061	2.877	238.065	111.99	77.519	2.0	123.743	-13.0	11.0	-	-	-	116.937	3.158	-	-	-	1.738	2.48	-	-	-	1.621	-1.947	-	-	-	118.598	5.144	-	-	-	1.0	-1.0	-	-	-	2.0	425.954	193.169	101.995	2.481	1.241	-1.863	0.721	316.828	109.126	0	0	0	0	0	0
3080	1399.702	1399.632	172.892	2.135	0.067	204.647	154.312	197.201	1.0	224.727	13.0	-	-	-	-	203.49	-	-	-	-	2.009	-	-	-	-	-0.411	-	-	-	-	224.727	-	-	-	-	-1.0	-	-	-	-	2.0	671.326	422.785	58.082	0.928	2.662	2.978	0.015	541.578	129.748	0	0	0	0	0	0
3081	821.377	612.32	79.696	0.178	-0.88	449.117	121.306	126.0	1.0	213.286	-13.0	-	-	-	-	93.192	-	-	-	-	2.689	-	-	-	-	1.739	-	-	-	-	213.286	-	-	-	-	1.0	-	-	-	-	2.0	299.229	80.637	67.427	2.703	2.43	2.866	-0.89	194.197	105.032	0	0	0	0	0	0
3082	1065.277	1019.344	52.165	2.938	2.179	258.298	122.21	387.355	1.0	105.776	13.0	-	-	-	-	76.904	-	-	-	-	0.814	-	-	-	-	1.558	-	-	-	-	105.776	-	-	-	-	-1.0	-	-	-	-	2.0	603.787	309.723	208.82	1.512	0.911	-0.85	2.57	334.282	269.506	0	0	0	0	0	0
3083	1173.167	1150.316	43.702	0.393	-3.057	114.143	95.052	86.26	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	127.263	29.419	27.451	2.479	2.756	0.75	-0.639	52.149	75.114	0	0	0	0	0	0
3084	1222.327	1210.249	49.593	0.779	-1.075	70.617	331.445	107.453	1.0	339.691	-13.0	-	-	-	-	305.93	-	-	-	-	2.02	-	-	-	-	2.439	-	-	-	-	339.691	-	-	-	-	1.0	-	-	-	-	2.0	633.382	160.552	127.805	2.525	0.376	-1.025	-0.135	281.945	351.437	0	0	0	0	0	0
3085	1030.023	963.483	135.295	0.389	-0.413	356.911	435.885	86.624	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	707.44	299.239	182.2	2.473	1.311	3.127	0.277	512.432	195.007	0	0	0	0	0	0
3086	965.268	867.619	133.759	0.424	-1.423	325.388	63.637	357.084	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	399.231	174.714	52.873	2.604	1.635	1.5	-2.224	343.844	55.386	0	0	0	0	0	0
3087	1363.324	1363.02	35.817	2.997	0.807	248.728	262.745	172.084	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	589.476	98.848	87.682	0.244	2.615	-1.259	2.251	413.484	175.991	0	0	0	0	0	0
3088	1170.19	1149.478	73.451	2.904	-2.942	312.422	269.125	109.382	1.0	325.309	-13.0	-	-	-	-	154.285	-	-	-	-	0.494	-	-	-	-	-0.589	-	-	-	-	325.309	-	-	-	-	1.0	-	-	-	-	2.0	539.676	242.865	164.101	2.139	0.761	2.708	-0.011	299.827	239.849	0	0	0	0	0	0
3089	779.253	512.821	105.929	0.38	2.597	285.273	155.016	71.67	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	323.799	94.936	79.191	2.375	2.697	0.259	-1.585	137.713	186.086	0	0	0	0	0	0
3090	1379.027	1378.842	83.913	0.871	2.017	109.677	156.668	138.25	2.0	349.224	-11.0	-11.0	-	-	-	110.77	3.275	-	-	-	0.329	2.619	-	-	-	2.964	0.303	-	-	-	342.664	6.56	-	-	-	1.0	1.0	-	-	-	2.0	451.14	103.02	101.482	2.656	2.672	-1.143	-0.028	221.733	229.408	0	0	0	0	0	0
3091	1263.038	1256.225	8.788	0.084	0.239	104.626	405.666	114.577	1.0	247.724	-11.0	-	-	-	-	187.774	-	-	-	-	0.86	-	-	-	-	1.739	-	-	-	-	247.724	-	-	-	-	1.0	-	-	-	-	2.0	340.158	106.99	90.698	2.642	2.244	-1.218	-1.722	223.419	116.74	0	0	0	0	0	0
3092	1333.273	1332.577	90.99	2.248	2.761	116.778	203.308	141.151	3.0	276.937	-11.0	11.0	-11.0	-	-	230.087	6.524	6.385	-	-	1.111	2.441	2.451	-	-	2.873	-0.075	-0.112	-	-	256.788	10.12	10.029	-	-	1.0	-1.0	1.0	-	-	2.0	515.045	201.387	132.187	2.38	0.662	-0.09	-0.623	297.624	217.421	0	0	0	0	0	0
3093	1396.545	1396.473	313.038	1.75	-2.68	318.128	292.011	317.446	1.0	55.738	-13.0	-	-	-	-	46.826	-	-	-	-	0.998	-	-	-	-	-2.738	-	-	-	-	55.738	-	-	-	-	1.0	-	-	-	-	2.0	587.374	340.812	101.28	1.997	0.51	0.739	-0.788	375.71	211.664	0	0	0	0	0	0
3094	1402.323	1402.252	273.431	0.96	2.653	333.786	379.397	133.744	1.0	246.023	-13.0	-	-	-	-	121.398	-	-	-	-	0.516	-	-	-	-	2.565	-	-	-	-	246.023	-	-	-	-	1.0	-	-	-	-	2.0	588.19	223.504	193.01	2.329	2.358	-0.213	-0.868	314.002	274.188	0	0	0	0	0	0
3095	1397.927	1397.857	74.01	2.903	2.575	313.156	186.664	185.818	1.0	11.885	13.0	-	-	-	-	9.665	-	-	-	-	0.95	-	-	-	-	1.964	-	-	-	-	11.885	-	-	-	-	-1.0	-	-	-	-	2.0	358.633	92.394	74.246	0.951	0.31	0.238	-1.895	113.94	244.693	0	0	0	0	0	0
3096	1023.631	959.367	125.009	0.991	-1.169	149.449	92.752	526.729	1.0	9.748	-11.0	-	-	-	-	8.342	-	-	-	-	1.027	-	-	-	-	2.041	-	-	-	-	9.748	-	-	-	-	1.0	-	-	-	-	2.0	416.137	186.916	63.363	1.079	2.807	2.061	-0.905	220.513	195.624	0	0	0	0	0	0
3097	892.935	739.056	17.184	0.074	0.926	233.726	100.3	315.12	1.0	190.551	-13.0	-	-	-	-	122.632	-	-	-	-	2.442	-	-	-	-	2.182	-	-	-	-	190.551	-	-	-	-	1.0	-	-	-	-	2.0	271.329	172.219	68.366	1.869	2.035	-1.444	0.977	193.141	78.188	0	0	0	0	0	0
3098	1195.469	1180.708	233.774	1.202	-1.371	250.6	204.189	310.274	2.0	51.091	-13.0	11.0	-	-	-	22.367	2.619	-	-	-	0.512	2.635	-	-	-	-2.95	1.644	-	-	-	45.693	5.398	-	-	-	1.0	-1.0	-	-	-	2.0	559.519	162.304	79.755	2.668	0.404	1.847	1.319	356.655	202.864	0	0	0	0	0	0
3099	1019.104	1018.062	60.873	0.974	2.212	73.59	419.034	141.773	1.0	45.425	-13.0	-	-	-	-	35.294	-	-	-	-	2.252	-	-	-	-	-0.147	-	-	-	-	45.425	-	-	-	-	1.0	-	-	-	-	2.0	538.382	93.917	59.703	2.795	0.237	-1.028	2.478	278.915	259.467	0	0	0	0	0	0
3100	1398.612	1398.541	61.211	2.831	-0.94	200.014	334.539	120.23	1.0	108.14	-11.0	-	-	-	-	86.5	-	-	-	-	2.214	-	-	-	-	-0.442	-	-	-	-	108.14	-	-	-	-	1.0	-	-	-	-	2.0	778.908	293.185	162.643	0.59	2.413	2.185	-1.228	532.112	246.797	0	0	0	0	0	0
3101	1364.025	1363.421	40.276	0.256	2.861	158.952	86.309	504.121	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	225.505	72.385	52.671	1.839	2.767	0.514	-2.051	77.44	148.066	0	0	0	0	0	0
3102	1398.658	1398.586	82.376	1.446	-0.238	83.026	269.542	116.762	1.0	327.289	-13.0	-	-	-	-	248.331	-	-	-	-	0.861	-	-	-	-	-0.185	-	-	-	-	327.289	-	-	-	-	1.0	-	-	-	-	2.0	671.713	457.76	127.242	2.074	1.35	2.93	-0.246	539.905	131.808	0	0	0	0	0	0
3103	990.214	954.475	173.276	0.483	1.264	373.057	151.026	187.123	2.0	97.076	13.0	-11.0	-	-	-	39.749	4.307	-	-	-	0.453	2.376	-	-	-	-1.408	1.206	-	-	-	90.859	6.217	-	-	-	-1.0	1.0	-	-	-	2.0	593.729	262.998	134.315	2.501	1.986	-2.277	0.584	445.858	147.871	0	0	0	0	0	0
3104	1385.476	1385.351	136.738	1.357	-2.131	139.912	120.752	340.758	1.0	47.852	11.0	-	-	-	-	39.762	-	-	-	-	2.161	-	-	-	-	-2.083	-	-	-	-	47.852	-	-	-	-	-1.0	-	-	-	-	2.0	620.225	358.3	180.325	1.285	2.107	0.998	-2.166	401.203	219.022	0	0	0	0	0	0
3105	988.876	927.432	144.163	0.584	-1.353	261.341	16.856	420.564	1.0	74.523	-13.0	-	-	-	-	73.268	-	-	-	-	1.755	-	-	-	-	-0.674	-	-	-	-	74.523	-	-	-	-	1.0	-	-	-	-	2.0	388.519	206.911	90.318	1.855	2.581	2.454	0.657	216.412	172.107	0	0	0	0	0	0
3106	1128.443	1095.127	54.961	2.571	-1.458	101.712	100.633	102.433	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	148.002	60.065	42.395	1.31	0.548	2.434	0.376	64.668	83.334	0	0	0	0	0	0
3107	1402.204	1402.128	35.623	0.718	-0.067	54.144	335.745	275.985	1.0	115.654	13.0	-	-	-	-	32.617	-	-	-	-	0.286	-	-	-	-	2.712	-	-	-	-	115.654	-	-	-	-	-1.0	-	-	-	-	2.0	420.468	77.179	66.686	2.863	0.515	-1.509	1.731	283.733	136.735	0	0	0	0	0	0
3108	1341.028	1339.868	255.19	1.096	1.332	286.901	263.832	88.882	1.0	121.476	-11.0	-	-	-	-	100.544	-	-	-	-	0.975	-	-	-	-	1.919	-	-	-	-	121.476	-	-	-	-	1.0	-	-	-	-	2.0	416.185	274.913	71.161	1.951	2.47	-1.709	-1.404	301.385	114.799	0	0	0	0	0	0
3109	1048.862	1044.196	242.636	2.3	-2.83	325.24	218.883	112.464	1.0	87.757	-11.0	-	-	-	-	86.921	-	-	-	-	1.433	-	-	-	-	-2.808	-	-	-	-	87.757	-	-	-	-	1.0	-	-	-	-	2.0	577.745	304.835	59.074	1.668	0.247	0.485	-0.72	334.951	242.794	0	0	0	0	0	0
3110	1390.47	1390.367	54.428	0.162	-1.051	338.332	202.817	64.39	1.0	142.199	-11.0	-	-	-	-	40.613	-	-	-	-	0.29	-	-	-	-	-0.146	-	-	-	-	142.199	-	-	-	-	1.0	-	-	-	-	2.0	526.582	115.379	48.912	2.457	2.994	2.079	-1.799	189.938	336.644	0	0	0	0	0	0
3111	945.04	931.354	109.59	1.521	2.928	109.727	90.259	340.032	1.0	82.184	13.0	-	-	-	-	80.953	-	-	-	-	1.744	-	-	-	-	0.933	-	-	-	-	82.184	-	-	-	-	-1.0	-	-	-	-	2.0	390.262	207.974	148.082	1.868	1.116	-1.723	0.914	219.106	171.156	0	0	0	0	0	0
3112	1247.375	1247.288	175.112	1.901	-1.846	185.127	255.593	144.72	1.0	29.918	-11.0	-	-	-	-	29.887	-	-	-	-	1.526	-	-	-	-	-0.655	-	-	-	-	29.918	-	-	-	-	1.0	-	-	-	-	2.0	493.29	321.319	162.528	1.451	1.449	1.825	-0.87	329.269	164.02	0	0	0	0	0	0
3113	1394.499	1394.424	38.74	2.578	-1.203	72.481	703.115	104.808	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	365.383	73.71	41.672	2.656	0.204	2.366	-0.38	159.477	205.906	0	0	0	0	0	0
3114	784.004	631.802	79.441	2.892	1.604	322.044	66.442	143.763	1.0	190.23	-13.0	-	-	-	-	50.181	-	-	-	-	0.267	-	-	-	-	1.744	-	-	-	-	190.23	-	-	-	-	1.0	-	-	-	-	2.0	311.236	114.826	101.797	1.818	0.574	-2.336	-0.469	121.924	189.312	0	0	0	0	0	0
