i	mc_beam_e	mc_beam_m	miss_pt	miss_theta	miss_phi	miss_e	mc_qq_m	mc_ln_m	lep_n	lep_etot	lep_type_0	lep_type_1	lep_type_2	lep_type_3	lep_type_4	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	lep_charge_0	lep_charge_1	lep_charge_2	lep_charge_3	lep_charge_4	jet_vlc_R08_n	jet_vlc_R08_etot	jet_vlc_R08_pt_0	jet_vlc_R08_pt_1	jet_vlc_R08_theta_0	jet_vlc_R08_theta_1	jet_vlc_R08_phi_0	jet_vlc_R08_phi_1	jet_vlc_R08_e_0	jet_vlc_R08_e_1	jet_vlc_R08_charge_0	jet_vlc_R08_charge_1	beam_e	beam_m	qq_m	ln_m
0	1407.266	1407.196	39.7	0.297	0.068	135.665	84.033	1143.28	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	142.126	31.202	20.594	2.835	2.56	-2.534	2.317	103.922	38.204	0	0	0	0	0	0
1	1403.342	1403.268	28.642	2.699	-1.985	66.818	92.793	1299.762	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	115.17	52.6	28.398	0.681	1.728	1.552	-1.191	85.745	29.425	0	0	0	0	0	0
2	1400.216	1400.139	66.365	1.035	-0.174	77.19	97.115	1248.797	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	107.788	56.406	29.522	2.287	1.253	2.51	-2.308	76.222	31.565	0	0	0	0	0	0
3	1290.693	1286.407	47.272	2.452	1.775	74.272	117.737	1145.82	1.0	7.348	13.0	-	-	-	-	5.5	-	-	-	-	0.846	-	-	-	-	2.103	-	-	-	-	7.348	-	-	-	-	-1.0	-	-	-	-	2.0	112.029	74.527	21.94	1.156	0.873	-1.21	2.216	81.837	30.193	0	0	0	0	0	0
4	1325.482	1323.534	207.63	0.515	0.054	421.492	90.544	751.98	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	432.528	183.922	23.911	2.504	2.942	-3.072	3.073	311.67	120.858	0	0	0	0	0	0
5	1400.254	1400.168	304.265	1.84	0.036	315.597	83.814	913.556	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	322.544	241.95	62.792	1.398	0.986	-3.134	-2.996	246.502	76.042	0	0	0	0	0	0
6	1301.206	1297.605	169.889	2.468	0.524	272.345	94.595	929.878	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	290.759	167.9	20.909	0.728	0.703	-2.741	-1.204	257.052	33.707	0	0	0	0	0	0
7	1379.945	1379.735	46.568	0.439	-1.861	109.565	90.869	1001.642	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	122.214	30.519	21.527	2.82	1.905	0.898	1.839	97.809	24.405	0	0	0	0	0	0
8	1294.588	1294.224	22.305	0.713	-2.252	34.119	90.405	1193.274	1.0	5.6	11.0	-	-	-	-	5.439	-	-	-	-	1.332	-	-	-	-	0.217	-	-	-	-	5.6	-	-	-	-	-1.0	-	-	-	-	2.0	84.781	36.214	22.266	1.291	2.591	0.268	2.787	40.835	43.946	0	0	0	0	0	0
9	899.164	750.73	17.653	1.707	0.736	17.819	91.73	631.889	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	57.504	31.771	23.531	1.516	1.542	3.06	-0.66	33.321	24.184	0	0	0	0	0	0
10	1226.573	1215.82	19.801	2.089	0.481	22.793	17.0	256.33	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	42.103	11.898	8.576	0.5	2.456	-2.877	-2.356	27.153	14.95	0	0	0	0	0	0
11	1364.718	1364.306	91.099	2.194	-1.862	112.172	89.263	1140.292	1.0	31.733	-11.0	-	-	-	-	19.62	-	-	-	-	0.667	-	-	-	-	1.699	-	-	-	-	31.733	-	-	-	-	1.0	-	-	-	-	2.0	119.067	53.257	40.014	1.197	0.732	1.093	1.53	58.403	60.664	0	0	0	0	0	0
12	1066.918	1055.484	22.913	2.673	0.713	50.767	110.558	635.807	1.0	11.021	-13.0	-	-	-	-	5.256	-	-	-	-	0.497	-	-	-	-	2.729	-	-	-	-	11.021	-	-	-	-	1.0	-	-	-	-	2.0	273.949	59.733	54.448	2.581	0.37	-1.283	2.252	113.814	160.135	0	0	0	0	0	0
13	1323.512	1321.552	89.169	0.308	1.957	293.766	118.141	825.021	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	313.948	82.163	33.647	2.569	2.924	-1.571	-0.013	154.236	159.712	0	0	0	0	0	0
14	1131.603	1120.463	55.138	1.559	-2.091	55.142	90.446	1003.965	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	89.819	71.532	16.394	1.538	1.752	1.052	-2.087	72.194	17.625	0	0	0	0	0	0
15	1404.816	1404.745	10.914	0.148	-2.7	73.787	91.899	1287.331	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	110.37	36.899	26.495	2.678	1.537	0.183	-3.064	83.377	26.993	0	0	0	0	0	0
16	1365.685	1365.261	11.975	0.193	-2.658	62.302	90.162	1249.598	1.0	11.045	13.0	-	-	-	-	8.951	-	-	-	-	2.197	-	-	-	-	0.582	-	-	-	-	11.045	-	-	-	-	-1.0	-	-	-	-	2.0	86.842	31.828	29.37	2.338	2.256	0.865	-2.21	46.791	40.051	0	0	0	0	0	0
17	1150.25	1146.933	139.481	1.681	2.695	140.325	95.227	910.431	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	150.156	111.454	28.493	1.615	0.951	-0.488	-0.285	111.767	38.389	0	0	0	0	0	0
18	962.68	894.292	10.434	0.043	2.085	243.085	90.343	681.068	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	257.419	37.629	31.985	2.833	2.891	-0.179	-3.067	128.144	129.275	0	0	0	0	0	0
19	1393.349	1393.294	45.561	1.812	2.753	46.92	21.317	1333.035	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	57.312	34.672	11.285	1.671	0.655	-0.464	-0.158	36.963	20.349	0	0	0	0	0	0
20	1252.924	1244.339	49.225	1.133	0.852	54.356	125.918	1103.107	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	107.943	76.561	27.514	1.815	1.716	-2.341	0.71	79.458	28.486	0	0	0	0	0	0
21	1374.789	1374.598	99.927	2.205	0.576	124.076	93.017	942.604	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	127.352	75.422	24.77	0.849	1.288	-2.607	-2.438	101.123	26.228	0	0	0	0	0	0
22	1011.153	933.163	8.482	0.056	1.096	151.798	91.05	92.88	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	164.948	29.782	22.396	2.732	2.878	-1.607	1.696	76.526	88.422	0	0	0	0	0	0
23	1183.519	1165.16	251.52	1.831	2.447	260.254	91.636	711.499	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	438.702	182.18	69.342	2.194	0.337	-0.697	-0.689	225.656	213.046	0	0	0	0	0	0
24	1199.851	1185.467	193.391	1.909	1.16	204.983	91.555	509.786	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	212.13	146.255	47.265	1.365	0.901	-2.002	-1.917	150.751	61.379	0	0	0	0	0	0
25	1204.83	1202.922	265.123	1.152	1.697	290.259	89.746	818.856	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	303.332	266.983	9.083	1.958	2.366	-1.478	0.315	289.434	13.898	0	0	0	0	0	0
26	1279.43	1279.268	27.956	0.169	1.698	166.223	92.545	809.98	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	172.17	24.309	18.176	2.858	2.919	-2.141	-0.411	87.905	84.265	0	0	0	0	0	0
27	1347.627	1346.518	129.145	2.276	-1.652	169.596	82.981	1071.914	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	179.302	103.343	28.766	1.041	0.528	1.6	1.084	120.282	59.02	0	0	0	0	0	0
28	928.622	919.845	142.853	1.859	2.276	148.994	91.641	732.669	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	178.951	134.944	34.911	1.238	1.693	-0.62	-2.087	142.901	36.05	0	0	0	0	0	0
29	377.021	348.536	28.95	0.181	1.676	160.694	96.628	90.65	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	176.672	51.386	22.441	2.647	2.798	-1.478	1.647	109.219	67.453	0	0	0	0	0	0
30	1362.203	1361.681	121.575	1.407	-1.87	123.229	94.283	1000.711	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	132.702	77.509	44.406	1.482	2.118	1.215	1.37	79.147	53.554	0	0	0	0	0	0
31	1364.619	1364.357	66.207	1.045	2.057	76.535	126.002	1208.729	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	140.683	61.744	41.028	2.381	0.998	-1.734	0.058	90.659	50.024	0	0	0	0	0	0
32	1336.566	1335.415	176.34	2.575	1.057	328.426	92.294	476.8	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	335.295	140.287	41.724	0.558	0.672	-1.951	-2.549	265.706	69.588	0	0	0	0	0	0
33	1392.079	1392.008	197.79	0.679	2.718	314.778	125.999	873.873	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	330.515	115.763	84.53	2.155	2.676	-0.288	-0.609	140.251	190.264	0	0	0	0	0	0
34	1366.224	1365.767	24.807	1.439	2.744	25.023	88.878	1269.395	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	63.583	32.598	15.972	2.134	0.746	0.098	-2.213	39.653	23.929	0	0	0	0	0	0
35	1400.386	1400.314	52.708	3.021	1.86	436.868	91.777	674.618	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	444.41	60.958	10.171	0.143	0.838	-1.177	2.539	430.234	14.176	0	0	0	0	0	0
36	793.066	783.092	69.621	2.093	-1.154	80.326	126.003	621.825	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	126.077	76.019	31.786	1.025	1.76	1.557	-2.742	91.626	34.452	0	0	0	0	0	0
37	1046.505	1031.4	133.195	1.159	0.215	145.33	95.126	819.61	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	171.905	79.336	55.554	2.335	1.259	-3.06	-2.737	111.773	60.132	0	0	0	0	0	0
38	1328.103	1325.943	85.217	1.448	-2.957	85.859	91.699	1126.753	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	102.818	77.521	14.307	1.493	2.428	0.333	-0.745	80.492	22.326	0	0	0	0	0	0
39	1319.744	1316.664	69.231	0.54	1.969	134.567	92.985	1155.063	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	176.133	71.217	26.933	1.835	2.868	-0.788	-2.624	74.554	101.579	0	0	0	0	0	0
40	1169.767	1148.015	19.957	2.213	1.819	24.922	91.171	1051.539	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	72.5	30.727	14.348	0.72	2.521	-1.708	0.884	47.387	25.113	0	0	0	0	0	0
41	1390.564	1390.485	22.75	0.28	1.686	82.213	91.951	1246.551	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	108.592	45.33	22.592	2.476	2.325	-1.478	1.641	76.729	31.862	0	0	0	0	0	0
42	720.153	467.508	76.435	0.313	2.706	248.011	126.0	281.693	1.0	6.225	11.0	-	-	-	-	0.983	-	-	-	-	2.983	-	-	-	-	1.255	-	-	-	-	6.225	-	-	-	-	-1.0	-	-	-	-	2.0	268.679	88.76	22.815	2.573	2.911	-0.202	-2.456	167.419	101.26	0	0	0	0	0	0
43	1400.148	1400.077	155.53	0.761	1.754	225.464	90.197	1060.667	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	237.807	102.325	62.653	2.446	2.147	-1.124	-1.826	162.831	74.975	0	0	0	0	0	0
44	1393.434	1393.364	87.107	2.553	-1.254	157.004	92.04	1129.328	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	174.547	96.835	12.515	0.794	0.34	1.802	-1.979	136.542	38.006	0	0	0	0	0	0
45	1286.2	1284.793	34.079	2.072	0.778	38.857	81.538	1187.135	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	78.748	46.161	13.602	0.934	2.421	-2.206	1.34	57.885	20.863	0	0	0	0	0	0
46	1400.159	1400.088	65.04	0.147	0.927	444.391	90.856	647.068	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	458.865	79.955	15.039	2.95	2.635	-2.241	0.785	425.363	33.502	0	0	0	0	0	0
47	1377.551	1377.371	113.444	1.849	-1.542	117.974	126.001	1206.84	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	149.536	125.992	15.139	1.266	2.015	1.671	-0.912	132.483	17.053	0	0	0	0	0	0
48	1287.788	1284.078	15.384	1.592	1.03	15.387	90.707	1184.685	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	65.617	25.829	10.612	2.331	0.403	-2.017	1.261	37.477	28.139	0	0	0	0	0	0
49	1396.964	1396.889	43.986	2.705	-2.443	104.098	93.527	1064.923	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	111.259	34.08	17.77	0.433	0.711	0.315	1.499	83.308	27.951	0	0	0	0	0	0
50	933.498	928.89	103.778	0.308	-0.543	342.743	100.793	529.104	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	372.124	106.036	54.128	2.516	2.849	2.077	-2.335	182.525	189.599	0	0	0	0	0	0
51	1393.425	1393.327	38.061	2.91	-0.628	166.117	104.248	1110.914	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	180.053	38.122	29.867	0.323	0.559	1.708	-2.6	122.01	58.044	0	0	0	0	0	0
52	1394.731	1394.661	23.315	0.083	2.461	279.813	125.998	1025.709	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	307.943	58.546	41.148	2.437	2.948	-1.264	1.56	93.2	214.743	0	0	0	0	0	0
53	1284.576	1279.432	87.0	1.317	1.813	89.886	95.738	1090.455	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	112.119	63.608	23.51	2.158	0.872	-1.297	-1.414	79.77	32.348	0	0	0	0	0	0
54	1394.438	1394.369	67.872	2.216	-1.739	84.971	91.856	1187.56	1.0	7.939	11.0	-	-	-	-	7.442	-	-	-	-	1.215	-	-	-	-	1.55	-	-	-	-	7.939	-	-	-	-	-1.0	-	-	-	-	2.0	102.816	64.097	20.193	0.994	1.251	1.705	-0.202	80.072	22.744	0	0	0	0	0	0
55	1405.94	1405.87	132.949	2.404	-1.209	197.771	91.024	852.618	1.0	6.129	-13.0	-	-	-	-	3.545	-	-	-	-	0.617	-	-	-	-	1.379	-	-	-	-	6.129	-	-	-	-	1.0	-	-	-	-	2.0	205.872	84.949	53.927	0.707	0.855	1.701	2.303	133.38	72.492	0	0	0	0	0	0
56	1402.738	1402.66	82.996	1.651	1.824	83.267	91.464	1135.703	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	91.719	59.314	28.723	1.658	1.178	-1.55	-0.822	60.327	31.392	0	0	0	0	0	0
57	920.058	789.609	24.746	2.995	1.993	169.175	90.195	647.085	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	188.151	47.475	31.36	0.565	0.327	-1.789	0.86	89.534	98.617	0	0	0	0	0	0
58	1365.957	1365.381	25.009	0.316	-0.767	80.546	92.927	1226.329	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	85.319	19.204	8.838	2.854	2.496	2.069	3.086	68.938	16.38	0	0	0	0	0	0
59	1206.25	1190.253	31.639	0.141	-2.998	225.893	94.161	877.001	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	242.879	52.046	29.244	2.787	2.803	-0.379	2.193	151.069	91.81	0	0	0	0	0	0
60	1267.214	1260.767	283.454	2.545	-0.455	504.849	90.06	91.728	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	510.725	228.064	59.279	0.561	0.828	2.604	3.012	429.663	81.062	0	0	0	0	0	0
61	1387.869	1387.678	31.149	0.251	-1.151	125.47	93.471	1224.372	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	159.828	63.473	32.671	2.504	2.404	2.098	-0.942	109.789	50.039	0	0	0	0	0	0
62	1206.061	1198.302	17.491	0.86	-1.089	23.078	90.835	1067.947	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	51.557	26.555	17.789	2.07	1.602	1.327	-2.526	31.515	20.043	0	0	0	0	0	0
63	1233.053	1221.383	146.583	1.968	0.723	158.95	90.786	1022.973	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	181.543	88.637	65.34	1.592	0.801	-2.153	-2.783	89.711	91.833	0	0	0	0	0	0
64	1178.259	1156.157	67.633	3.009	-0.867	512.977	91.023	442.63	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	520.399	61.179	38.993	0.168	0.257	2.881	1.166	366.088	154.311	0	0	0	0	0	0
65	1166.137	1148.238	28.492	0.35	0.585	83.009	94.536	1003.818	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	104.6	44.908	16.903	2.307	2.715	-2.67	0.281	62.755	41.846	0	0	0	0	0	0
66	1387.053	1386.865	38.567	2.333	-1.977	53.319	91.003	1155.669	1.0	9.421	-11.0	-	-	-	-	8.455	-	-	-	-	1.114	-	-	-	-	0.787	-	-	-	-	9.421	-	-	-	-	1.0	-	-	-	-	2.0	68.294	37.55	16.38	1.082	0.772	0.731	2.458	44.056	24.238	0	0	0	0	0	0
67	1400.859	1400.786	54.314	1.603	-0.633	54.343	91.023	1176.267	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	96.43	47.162	11.528	2.161	0.333	2.688	1.694	59.399	37.031	0	0	0	0	0	0
68	1380.649	1380.47	65.403	1.874	2.296	68.528	98.868	1222.287	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	95.601	49.539	16.229	1.915	0.402	-0.906	-0.661	53.386	42.216	0	0	0	0	0	0
69	1381.798	1381.663	21.671	0.047	0.665	461.717	91.032	319.271	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	471.623	47.117	30.847	2.976	2.972	-1.924	1.595	287.227	184.396	0	0	0	0	0	0
70	1368.679	1368.311	42.115	0.232	-2.658	183.382	78.673	1111.303	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	184.566	24.332	18.802	2.875	2.934	0.674	0.235	92.629	91.937	0	0	0	0	0	0
71	1400.313	1400.24	111.212	2.519	-2.936	190.839	87.157	1169.457	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	202.676	75.566	45.777	0.779	0.528	0.52	-0.33	111.48	91.197	0	0	0	0	0	0
72	1397.175	1397.069	17.246	0.971	1.003	20.89	11.694	1376.849	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	24.311	10.61	8.34	1.923	2.328	-2.514	-1.653	11.864	12.447	0	0	0	0	0	0
73	1243.509	1233.688	14.54	0.637	0.462	24.451	91.849	936.652	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	27.683	10.253	6.424	2.541	2.202	-3.074	-2.019	18.815	8.867	0	0	0	0	0	0
74	1316.191	1313.661	38.293	2.853	-2.591	134.754	91.513	93.416	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	140.758	22.928	18.52	0.259	0.409	0.901	0.111	92.107	48.651	0	0	0	0	0	0
75	1387.41	1387.311	46.734	0.221	1.477	213.643	89.301	734.467	1.0	63.086	-11.0	-	-	-	-	13.945	-	-	-	-	2.919	-	-	-	-	-2.348	-	-	-	-	63.086	-	-	-	-	1.0	-	-	-	-	2.0	223.442	40.418	24.143	2.888	2.71	-2.208	-0.62	164.574	58.868	0	0	0	0	0	0
76	1237.296	1227.208	33.389	1.768	-1.41	34.052	89.587	1121.874	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	79.851	40.327	29.52	1.885	0.98	0.928	3.118	43.36	36.491	0	0	0	0	0	0
77	1148.553	1120.586	48.927	2.478	-1.162	79.43	92.019	857.098	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	88.213	33.063	24.163	0.865	0.612	2.437	1.331	44.032	44.181	0	0	0	0	0	0
78	1404.863	1404.791	53.586	1.874	-1.746	56.152	91.829	1156.97	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	66.405	37.263	17.477	1.696	0.683	1.536	1.094	37.822	28.583	0	0	0	0	0	0
79	898.711	747.7	30.368	0.869	2.958	39.777	91.618	602.091	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	94.63	43.519	25.856	2.344	0.996	0.439	-1.948	62.001	32.628	0	0	0	0	0	0
80	1042.045	986.52	29.103	2.914	1.371	128.877	91.455	758.564	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	135.115	32.244	11.734	0.312	0.43	-2.142	-0.119	105.631	29.484	0	0	0	0	0	0
81	1291.734	1286.523	82.05	0.722	0.122	124.114	126.005	1090.094	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	157.647	71.309	27.307	1.818	2.793	-2.69	2.256	75.87	81.777	0	0	0	0	0	0
82	1378.82	1378.678	153.641	0.426	2.903	371.869	91.392	686.204	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	379.26	86.928	69.436	2.508	2.836	-0.406	-0.029	147.642	231.618	0	0	0	0	0	0
83	1374.114	1373.734	63.723	2.181	1.858	77.771	91.826	878.303	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	154.557	49.755	16.436	0.512	2.784	-1.129	-1.766	105.454	49.104	0	0	0	0	0	0
84	1397.686	1397.611	23.015	2.18	-2.747	28.07	82.928	1304.477	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	82.618	46.624	30.191	1.501	1.169	0.977	-1.732	48.693	33.925	0	0	0	0	0	0
85	1170.283	1160.191	37.119	2.959	2.2	203.991	87.231	886.21	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	222.605	56.121	22.806	0.319	0.635	-0.665	2.938	181.885	40.72	0	0	0	0	0	0
