i	mc_beam_e	mc_beam_m	miss_pt	miss_theta	miss_phi	miss_e	mc_qq_m	mc_ln_m	lep_n	lep_etot	lep_type_0	lep_type_1	lep_type_2	lep_type_3	lep_type_4	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	lep_charge_0	lep_charge_1	lep_charge_2	lep_charge_3	lep_charge_4	jet_vlc_R08_n	jet_vlc_R08_etot	jet_vlc_R08_pt_0	jet_vlc_R08_pt_1	jet_vlc_R08_theta_0	jet_vlc_R08_theta_1	jet_vlc_R08_phi_0	jet_vlc_R08_phi_1	jet_vlc_R08_e_0	jet_vlc_R08_e_1	jet_vlc_R08_charge_0	jet_vlc_R08_charge_1	beam_e	beam_m	qq_m	ln_m
1283	1305.169	1304.411	69.07	0.331	-3.08	212.706	126.0	1043.457	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	255.463	55.738	27.82	2.886	1.172	-0.335	0.945	222.745	32.717	0	0	0	0	0	0
1284	1376.996	1376.746	10.418	0.757	-2.841	15.169	97.785	1255.581	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	49.28	26.246	19.289	2.003	1.514	-0.38	2.416	29.786	19.494	0	0	0	0	0	0
1285	1400.465	1400.383	152.13	2.267	2.838	198.352	91.196	1144.418	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	215.56	111.065	53.019	1.062	0.682	-0.045	-0.869	131.091	84.469	0	0	0	0	0	0
1286	1365.902	1365.382	76.485	1.014	2.072	90.076	125.999	1158.219	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	146.002	104.74	29.155	1.943	1.797	-1.15	1.779	114.242	31.76	0	0	0	0	0	0
1287	1391.617	1391.46	138.534	1.535	-1.804	138.622	91.153	1069.101	1.0	7.629	-11.0	-	-	-	-	7.598	-	-	-	-	1.659	-	-	-	-	1.459	-	-	-	-	7.629	-	-	-	-	1.0	-	-	-	-	2.0	148.154	72.972	67.617	1.327	1.9	1.502	1.159	76.147	72.007	0	0	0	0	0	0
1288	1341.18	1340.093	142.411	1.965	2.066	154.214	126.001	1113.454	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	197.771	130.379	51.426	1.16	1.525	-0.706	-2.23	143.154	54.617	0	0	0	0	0	0
1289	1359.657	1359.569	44.177	0.092	-1.526	478.471	90.699	92.657	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	485.615	53.336	24.203	2.963	3.009	1.15	-2.953	301.91	183.705	0	0	0	0	0	0
1290	1338.356	1337.664	154.885	2.531	-1.648	270.224	92.518	1027.911	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	294.008	125.453	50.417	0.8	0.468	1.789	0.686	178.318	115.691	0	0	0	0	0	0
1291	1407.743	1407.673	57.069	1.569	2.621	57.069	94.938	1106.584	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	63.821	48.614	11.68	1.512	1.82	-0.368	-1.209	51.727	12.094	0	0	0	0	0	0
1292	1400.147	1400.061	253.282	1.486	-3.06	254.201	90.629	1116.617	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	271.654	227.573	35.13	1.705	1.319	-0.019	0.782	232.635	39.02	0	0	0	0	0	0
1293	1391.55	1391.453	125.906	2.797	-2.921	372.916	91.742	91.946	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	379.951	90.457	41.791	0.464	0.241	0.013	0.684	203.954	175.997	0	0	0	0	0	0
1294	1297.766	1294.671	38.131	1.29	-2.971	39.687	82.568	1207.621	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	85.985	39.104	32.525	1.261	2.197	-0.698	1.334	44.037	41.948	0	0	0	0	0	0
1295	1274.998	1274.898	105.492	1.149	-0.535	115.602	91.691	1013.768	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	126.575	58.758	46.956	1.625	2.325	2.549	2.679	61.528	65.047	0	0	0	0	0	0
1296	1353.273	1352.578	89.314	1.565	-2.931	89.315	87.749	1204.518	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	115.424	51.458	37.9	2.124	0.881	0.184	0.248	66.114	49.309	0	0	0	0	0	0
1297	1400.948	1400.865	38.616	0.456	-2.568	87.781	126.019	1241.837	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	147.61	64.371	51.821	2.341	1.878	1.509	-0.989	90.637	56.974	0	0	0	0	0	0
1298	1404.306	1404.234	26.279	0.265	-0.386	100.232	125.965	1244.504	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	130.959	41.778	34.245	2.583	2.289	-2.57	1.25	82.709	48.25	0	0	0	0	0	0
1299	1393.478	1393.404	120.305	0.777	1.384	171.581	92.253	1142.862	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	185.722	83.263	41.507	2.51	1.773	-1.57	-2.14	142.662	43.06	0	0	0	0	0	0
1300	1398.277	1398.205	57.069	2.148	-0.563	68.11	91.309	1241.834	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	88.856	42.513	33.827	1.347	0.888	-3.074	1.744	44.606	44.25	0	0	0	0	0	0
1301	1337.824	1336.429	135.904	2.979	0.512	839.666	95.792	91.611	1.0	51.848	11.0	-	-	-	-	9.518	-	-	-	-	0.185	-	-	-	-	-2.9	-	-	-	-	51.848	-	-	-	-	-1.0	-	-	-	-	2.0	587.169	95.76	19.607	0.18	0.416	-2.699	-0.816	537.238	49.931	0	0	0	0	0	0
1302	1180.232	1161.696	125.027	2.203	-2.759	155.011	89.651	907.141	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	160.182	76.599	48.429	0.793	1.249	0.386	0.376	107.925	52.257	0	0	0	0	0	0
1303	1268.897	1262.364	46.724	0.617	-1.424	80.725	91.143	1129.193	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	122.116	47.612	47.449	1.835	2.411	2.772	0.658	49.564	72.553	0	0	0	0	0	0
1304	1285.353	1280.521	83.742	1.154	-2.454	91.596	93.57	1117.695	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	126.462	71.618	45.252	1.935	1.785	1.259	-0.338	77.307	49.155	0	0	0	0	0	0
1305	1374.333	1374.068	274.119	2.283	-3.138	362.101	93.189	904.587	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	373.342	141.766	132.933	1.124	0.667	0.067	-0.063	158.052	215.29	0	0	0	0	0	0
1306	1385.524	1385.399	60.381	0.883	0.616	78.137	90.732	1245.755	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	115.868	48.726	18.301	2.525	0.761	-2.265	3.001	87.551	28.317	0	0	0	0	0	0
1307	1283.656	1278.219	73.754	1.364	0.471	75.364	125.998	1104.947	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	144.991	62.987	53.412	1.13	2.274	-1.883	2.623	72.64	72.351	0	0	0	0	0	0
1308	1400.76	1400.672	9.893	0.15	-1.838	66.354	91.026	1268.879	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	96.55	33.308	23.442	1.877	2.739	1.365	-1.751	35.908	60.642	0	0	0	0	0	0
1309	1392.163	1392.092	166.755	1.109	0.491	186.304	93.187	1120.334	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	206.057	153.788	26.534	1.894	2.441	-2.506	2.644	164.136	41.921	0	0	0	0	0	0
1310	1380.481	1380.304	87.031	0.433	2.782	207.405	89.668	1132.919	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	224.082	60.905	35.104	2.26	2.893	-0.036	-0.943	80.026	144.056	0	0	0	0	0	0
1311	1396.568	1396.496	88.484	0.608	0.547	154.905	92.059	1014.764	1.0	8.194	-11.0	-	-	-	-	5.0	-	-	-	-	2.485	-	-	-	-	-2.62	-	-	-	-	8.194	-	-	-	-	1.0	-	-	-	-	2.0	159.479	58.462	32.545	2.538	2.487	-2.42	-2.913	104.45	55.028	0	0	0	0	0	0
1312	1394.582	1394.49	81.918	2.209	-2.606	101.975	91.546	1211.435	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	107.611	59.927	25.671	0.909	1.069	0.725	0.081	77.277	30.335	0	0	0	0	0	0
1313	1267.392	1260.648	59.728	0.175	-0.102	343.026	89.762	618.596	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	345.479	40.261	22.768	2.904	3.01	-3.002	2.603	172.107	173.372	0	0	0	0	0	0
1314	1138.531	1123.702	65.65	0.797	-3.059	91.784	89.821	878.405	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	111.253	40.625	36.902	2.08	2.415	0.614	-0.509	50.883	60.37	0	0	0	0	0	0
1315	827.05	718.808	97.969	1.167	0.724	106.523	89.342	532.106	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	138.939	109.808	12.679	1.788	2.517	-2.374	1.112	115.686	23.253	0	0	0	0	0	0
1316	1343.521	1343.037	40.418	2.523	-0.251	69.673	92.825	91.647	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	135.3	33.945	7.513	0.355	2.929	2.994	2.407	99.04	36.26	0	0	0	0	0	0
1317	1354.762	1354.025	39.128	2.721	-1.936	95.731	91.028	1060.039	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	112.339	30.418	29.571	0.742	0.5	2.049	0.328	47.387	64.953	0	0	0	0	0	0
1318	1399.012	1398.937	73.651	0.282	0.929	265.105	126.0	1032.266	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	292.629	75.155	55.35	2.715	2.586	-1.451	2.856	182.864	109.765	0	0	0	0	0	0
1319	1401.775	1401.692	25.885	2.851	-0.617	90.46	85.128	90.315	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	103.652	30.306	16.127	0.432	0.655	3.085	0.968	75.935	27.717	0	0	0	0	0	0
1320	1331.862	1330.026	158.672	1.01	-2.155	187.325	126.0	1071.785	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	229.65	172.938	15.589	1.894	2.783	0.949	-2.59	183.176	46.474	0	0	0	0	0	0
1321	1403.025	1402.953	110.781	2.423	-0.44	168.306	106.26	1186.192	1.0	40.248	-11.0	-	-	-	-	20.932	-	-	-	-	0.547	-	-	-	-	3.021	-	-	-	-	40.248	-	-	-	-	1.0	-	-	-	-	2.0	139.619	48.473	43.863	0.55	1.649	3.039	2.077	93.486	46.133	0	0	0	0	0	0
1322	1012.278	956.493	50.245	1.391	1.468	51.065	88.836	808.736	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	82.607	60.302	19.444	1.598	1.938	-1.977	0.283	60.801	21.806	0	0	0	0	0	0
1323	1043.385	1042.777	87.501	1.188	-1.453	94.327	90.584	873.316	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	102.783	53.51	39.159	2.041	1.773	1.974	1.294	61.876	40.907	0	0	0	0	0	0
1324	1386.817	1386.727	55.2	0.615	1.277	95.707	153.849	1186.001	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	172.063	91.958	53.162	1.87	2.324	-2.41	0.162	97.392	74.671	0	0	0	0	0	0
1325	1314.589	1311.555	204.379	1.205	-2.661	218.894	126.009	983.868	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	247.859	107.827	99.735	1.461	2.306	0.649	0.298	111.962	135.897	0	0	0	0	0	0
1326	1401.138	1401.065	36.146	0.365	2.59	101.382	104.277	1243.759	1.0	5.761	-11.0	-	-	-	-	5.72	-	-	-	-	1.689	-	-	-	-	-2.219	-	-	-	-	5.761	-	-	-	-	1.0	-	-	-	-	2.0	144.375	53.848	36.582	2.585	1.79	0.191	-2.219	105.286	39.088	0	0	0	0	0	0
1327	1401.523	1401.453	133.482	2.099	0.146	154.507	91.538	1211.56	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	191.7	149.701	17.447	1.211	0.68	-3.041	-0.255	162.899	28.801	0	0	0	0	0	0
1328	1280.321	1274.161	39.653	0.314	-1.176	128.301	86.087	1023.821	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	139.887	45.23	15.009	2.729	2.467	1.635	-2.537	114.688	25.199	0	0	0	0	0	0
1329	1364.538	1363.958	105.982	1.747	3.015	107.653	106.379	1129.186	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	123.685	65.92	41.534	1.04	2.015	-0.258	0.082	77.024	46.661	0	0	0	0	0	0
1330	1399.432	1399.359	106.511	0.881	-3.032	138.031	91.069	1210.166	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	167.276	92.456	42.892	2.002	2.383	0.521	-0.929	102.886	64.39	0	0	0	0	0	0
1331	1260.391	1259.657	21.064	0.376	-1.795	57.314	88.107	1076.791	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	85.977	39.702	19.49	2.169	2.502	1.149	-2.206	51.497	34.48	0	0	0	0	0	0
1332	1310.986	1308.273	253.627	0.505	1.022	523.954	85.519	91.463	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	528.202	145.437	108.203	2.512	2.746	-2.128	-2.107	247.053	281.149	0	0	0	0	0	0
1333	1393.306	1393.204	78.467	1.802	-2.815	80.609	91.439	1151.513	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	89.857	54.467	27.836	1.428	1.205	0.111	0.76	59.067	30.79	0	0	0	0	0	0
1334	1402.132	1402.057	40.553	2.062	-0.17	45.991	90.101	1274.66	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	63.106	26.655	24.409	0.82	1.701	-2.691	2.284	37.163	25.943	0	0	0	0	0	0
1335	1399.213	1399.133	37.554	2.621	2.274	75.552	91.151	1288.508	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	81.756	25.09	16.535	0.464	0.819	-1.224	-0.311	57.587	24.169	0	0	0	0	0	0
1336	1400.987	1400.915	26.482	0.609	-2.405	46.315	125.997	1259.928	1.0	5.326	-11.0	-	-	-	-	5.324	-	-	-	-	1.562	-	-	-	-	0.47	-	-	-	-	5.326	-	-	-	-	1.0	-	-	-	-	2.0	111.477	58.917	33.357	1.606	2.393	0.539	-2.759	60.115	51.361	0	0	0	0	0	0
1337	1322.237	1319.544	26.38	2.815	-0.943	82.206	90.191	1116.262	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	98.146	24.559	23.299	0.396	0.884	-3.136	1.172	66.098	32.048	0	0	0	0	0	0
1338	1360.786	1360.159	40.63	1.359	1.582	41.558	91.157	1258.137	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	122.897	75.217	34.82	1.425	2.088	-1.487	1.739	77.751	45.147	0	0	0	0	0	0
1339	1340.662	1339.272	226.683	1.35	2.72	232.32	126.003	1060.047	2.0	39.724	13.0	-11.0	-	-	-	23.784	15.085	-	-	-	1.785	1.769	-	-	-	-0.752	-0.717	-	-	-	24.338	15.386	-	-	-	-1.0	1.0	-	-	-	2.0	170.378	90.37	73.99	1.762	1.766	-0.676	0.322	93.537	76.841	0	0	0	0	0	0
1340	1257.916	1252.202	50.406	2.711	1.602	120.643	83.505	1074.109	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	144.793	48.553	37.005	0.91	0.475	-0.774	-2.681	62.648	82.146	0	0	0	0	0	0
1341	1399.834	1399.762	38.783	3.016	2.791	309.536	90.77	210.273	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	318.445	34.915	25.299	0.231	0.158	-1.043	0.73	157.166	161.279	0	0	0	0	0	0
1342	1339.543	1339.448	35.899	0.393	0.762	93.638	90.403	1207.032	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	134.486	33.302	22.802	1.329	2.905	-1.712	2.775	36.612	97.873	0	0	0	0	0	0
1343	1406.334	1406.263	208.538	1.634	1.309	208.956	88.602	1088.032	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	227.064	167.972	41.38	1.325	2.18	-1.789	-2.01	174.496	52.568	0	0	0	0	0	0
1344	1314.046	1311.484	20.851	2.804	-2.959	63.04	83.713	1072.079	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	71.631	18.901	12.016	0.366	0.865	0.789	-0.93	54.134	17.497	0	0	0	0	0	0
1345	1376.613	1376.488	67.951	2.699	-1.202	158.533	126.011	1105.843	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	195.376	56.975	43.442	1.227	0.34	1.25	2.925	63.43	131.947	0	0	0	0	0	0
1346	914.168	869.692	65.096	1.057	-1.699	74.731	90.529	510.897	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	90.747	37.905	31.564	1.609	2.411	1.767	1.05	41.388	49.358	0	0	0	0	0	0
1347	1394.145	1394.051	40.373	0.966	2.235	49.078	92.217	1290.268	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	104.214	24.838	23.822	2.737	0.669	-0.328	-1.513	64.817	39.396	0	0	0	0	0	0
1348	1307.452	1304.429	45.105	3.01	1.259	343.439	91.683	901.899	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	359.253	52.964	41.412	0.346	0.211	-2.741	-0.567	157.918	201.335	0	0	0	0	0	0
1349	1392.107	1392.017	106.516	1.145	-1.131	116.961	92.591	1165.337	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	133.77	63.093	54.596	1.857	2.07	1.604	2.485	66.74	67.03	0	0	0	0	0	0
1350	1073.406	1021.941	100.178	0.721	-1.31	151.733	126.007	837.592	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	199.021	91.78	56.589	2.01	2.468	2.424	0.699	102.677	96.344	0	0	0	0	0	0
1351	1125.802	1102.07	33.108	3.025	0.419	285.264	90.112	648.304	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	296.446	42.232	31.13	0.191	0.45	-1.904	2.127	223.145	73.302	0	0	0	0	0	0
1352	1347.62	1346.647	61.183	2.791	0.802	178.319	92.947	892.465	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	189.286	43.638	33.777	0.376	0.535	-2.906	-1.574	122.268	67.018	0	0	0	0	0	0
1353	1235.294	1223.916	173.957	2.148	-3.037	207.652	90.432	955.843	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	231.718	141.02	36.159	0.844	1.889	0.199	-0.276	192.168	39.55	0	0	0	0	0	0
1354	1391.741	1391.669	252.993	0.904	-2.907	322.014	89.286	959.209	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	332.823	133.544	130.658	2.267	2.161	0.524	-0.061	174.291	158.532	0	0	0	0	0	0
1355	1404.74	1404.668	122.572	1.265	-1.374	128.552	126.001	1183.107	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	151.928	117.794	24.246	1.893	1.545	1.57	3.042	127.046	24.882	0	0	0	0	0	0
1356	1404.801	1404.727	61.096	2.489	-0.505	100.646	90.93	1039.892	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	111.618	50.54	20.354	0.84	0.531	2.951	1.761	69.603	42.015	0	0	0	0	0	0
1357	1114.054	1102.32	151.883	2.272	0.583	198.731	89.042	825.22	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	210.548	103.979	60.898	0.929	0.879	-2.859	-2.029	130.504	80.044	0	0	0	0	0	0
1358	1350.202	1349.092	94.009	2.05	-2.251	105.955	97.37	1153.594	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	130.29	72.221	38.859	1.071	1.333	1.283	0.098	85.644	44.645	0	0	0	0	0	0
1359	1350.695	1350.582	40.288	0.761	-0.625	58.433	30.176	1207.941	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	64.037	24.875	20.145	2.352	2.29	2.104	3.035	36.247	27.79	0	0	0	0	0	0
1360	1226.909	1218.004	93.974	1.959	1.05	101.534	90.021	985.414	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	140.397	104.059	15.363	1.104	2.311	-1.974	1.965	116.85	23.548	0	0	0	0	0	0
1361	1146.8	1121.673	52.269	1.209	-0.485	55.884	116.719	816.874	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	113.285	43.67	12.01	2.471	0.328	2.833	1.968	74.556	38.729	0	0	0	0	0	0
1362	1402.269	1402.206	12.706	0.152	-2.287	83.732	90.935	1256.296	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	117.151	39.547	31.411	2.62	1.988	0.109	2.973	81.484	35.666	0	0	0	0	0	0
1363	1212.341	1199.212	108.051	0.319	0.474	344.543	125.998	744.247	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	366.138	123.241	28.534	2.709	2.7	-2.877	-0.643	298.738	67.4	0	0	0	0	0	0
1364	1361.626	1361.464	115.447	0.654	-2.988	189.657	82.331	1105.996	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	204.993	78.878	53.558	2.27	2.575	0.566	-0.479	104.411	100.582	0	0	0	0	0	0
1365	1325.182	1324.604	83.833	2.435	0.185	129.101	99.295	1123.082	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	151.48	68.911	41.579	0.772	0.989	-2.44	2.368	100.214	51.266	0	0	0	0	0	0
1366	1222.369	1209.139	44.601	0.731	2.279	66.812	88.415	1084.759	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	100.457	46.391	38.066	1.959	2.251	-0.0	-2.045	50.401	50.056	0	0	0	0	0	0
1367	1251.913	1247.845	21.847	2.204	0.36	27.11	92.091	1102.694	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	72.268	36.907	25.605	1.11	1.66	-2.035	1.725	44.136	28.132	0	0	0	0	0	0
1368	1089.609	1067.808	269.935	1.117	-0.315	300.263	92.874	700.224	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	316.514	156.398	126.84	2.083	1.901	3.103	2.484	181.577	134.938	0	0	0	0	0	0
