i	beam_e	beam_m	miss_pt	miss_theta	miss_phi	miss_e	mc_qq_m	mc_ln_m	lep_n	lep_etot	lep_type_0	lep_type_1	lep_type_2	lep_type_3	lep_type_4	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	lep_charge_0	lep_charge_1	lep_charge_2	lep_charge_3	lep_charge_4	jet_vlc_R08_n	jet_vlc_R08_etot	jet_vlc_R08_pt_0	jet_vlc_R08_pt_1	jet_vlc_R08_theta_0	jet_vlc_R08_theta_1	jet_vlc_R08_phi_0	jet_vlc_R08_phi_1	jet_vlc_R08_e_0	jet_vlc_R08_e_1	jet_vlc_R08_charge_0	jet_vlc_R08_charge_1	
2238	508.223	492.225	20.718	3.033	-1.441	190.774	11.34	194.302	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	216.876	44.297	34.161	0.261	0.958	2.542	-0.131	172.895	43.981	0	0	
2239	1228.307	1217.672	61.497	1.93	-1.257	65.681	530.88	423.956	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	475.171	119.048	68.823	0.488	2.812	2.329	-0.418	259.334	215.837	0	0	
2240	1396.891	1396.821	51.126	1.852	-0.225	53.215	551.493	582.342	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	305.803	38.453	31.815	0.244	2.918	2.245	-2.517	161.451	144.352	0	0	
2241	878.466	716.801	68.875	2.838	1.457	230.16	540.722	124.964	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	664.461	83.776	75.767	2.76	0.175	-0.662	-2.916	228.804	435.657	0	0	
2242	649.018	572.222	20.881	3.035	-2.462	195.693	151.715	206.405	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	417.253	106.931	93.96	0.374	2.263	1.501	-1.477	294.674	122.579	0	0	
2243	967.309	868.299	53.719	0.195	1.768	277.862	429.323	331.045	1.0	27.26	-11.0	-	-	-	-	24.569	-	-	-	-	2.019	-	-	-	-	-1.314	-	-	-	-	27.26	-	-	-	-	1.0	-	-	-	-	2.0	613.424	291.758	238.57	1.915	2.184	-1.246	1.924	316.869	296.555	0	0	
2244	1147.44	1146.826	11.587	2.8	-2.381	34.618	358.103	674.779	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	436.426	60.385	60.333	2.833	0.266	-0.71	2.239	205.509	230.917	0	0	
2245	1174.551	1152.088	46.288	0.198	1.003	234.977	178.953	613.535	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	537.442	80.529	34.399	2.93	0.233	-2.084	1.13	386.25	151.192	0	0	
2246	797.063	591.251	146.696	2.511	-2.838	248.838	175.633	202.908	2.0	20.19	-11.0	11.0	-	-	-	7.842	4.064	-	-	-	0.61	0.676	-	-	-	-1.873	-2.581	-	-	-	13.693	6.497	-	-	-	1.0	-1.0	-	-	-	2.0	413.66	231.406	87.767	1.273	0.594	0.429	-2.504	247.685	165.975	0	0	
2247	1230.519	1219.515	57.594	0.788	2.56	81.237	554.969	464.397	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	295.06	36.99	28.147	0.312	2.979	-0.163	-1.145	120.836	174.225	0	0	
2248	1262.296	1262.218	43.474	2.91	1.408	189.042	137.523	704.606	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	257.356	43.312	14.822	0.199	2.7	-1.39	-3.122	221.176	36.18	0	0	
2249	1123.262	1089.69	7.47	3.124	0.148	435.254	141.363	778.492	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	443.782	34.778	30.414	0.13	0.178	-2.137	1.191	269.346	174.435	0	0	
2250	1391.908	1391.824	18.825	3.09	0.407	362.464	189.972	854.531	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	365.593	31.657	16.462	0.128	0.142	-2.309	1.324	249.171	116.421	0	0	
2251	856.888	705.686	108.097	2.745	-1.787	279.788	507.738	187.372	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	549.706	237.968	132.803	1.593	0.467	1.528	-1.473	247.346	302.36	0	0	
2252	1350.173	1349.58	18.642	0.044	-1.66	423.028	746.524	550.239	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	433.48	42.745	24.783	2.977	2.993	1.686	-1.302	263.16	170.32	0	0	
2253	822.196	585.437	39.146	0.088	-1.403	447.673	370.343	195.841	1.0	8.704	13.0	-	-	-	-	5.961	-	-	-	-	0.755	-	-	-	-	-2.272	-	-	-	-	8.704	-	-	-	-	-1.0	-	-	-	-	2.0	543.569	81.361	51.451	2.972	1.162	1.042	-2.587	486.355	57.214	0	0	
2254	1052.367	1045.386	9.596	1.498	-2.503	9.621	405.531	567.369	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	670.241	64.556	58.344	0.196	2.964	1.447	-1.575	334.587	335.654	0	0	
2255	949.043	883.405	57.78	0.279	0.612	209.685	158.192	315.758	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	376.64	49.604	20.001	2.969	0.237	-2.187	2.769	291.434	85.207	0	0	
2256	1190.801	1182.314	55.034	2.948	0.659	285.892	777.432	363.611	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	404.45	120.68	82.418	1.467	0.298	-1.862	1.679	121.334	283.116	0	0	
2257	1134.569	1103.649	37.943	2.534	-2.116	66.422	176.65	272.331	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	277.692	27.919	22.01	0.17	2.941	1.637	0.21	166.854	110.838	0	0	
2258	1324.565	1322.081	30.97	2.032	0.682	34.583	676.399	364.212	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1004.802	181.156	156.265	0.365	2.814	-3.044	-0.012	514.753	490.05	0	0	
2259	819.769	736.401	74.161	2.02	2.175	82.311	257.393	230.106	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	434.695	148.439	74.692	2.4	0.361	-1.041	2.026	222.194	212.501	0	0	
2260	886.508	727.648	35.043	0.096	-1.906	367.408	405.584	271.51	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	506.444	98.02	65.376	2.907	0.981	0.935	-2.366	426.277	80.167	0	0	
2261	1395.855	1395.785	56.815	1.39	-0.676	57.759	540.267	838.529	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	360.543	32.506	28.818	0.188	2.984	2.103	2.876	175.473	185.071	0	0	
2262	1399.819	1399.738	57.52	0.561	1.988	108.123	676.945	576.916	1.0	19.354	-11.0	-	-	-	-	9.406	-	-	-	-	0.508	-	-	-	-	2.271	-	-	-	-	19.354	-	-	-	-	1.0	-	-	-	-	2.0	721.403	202.686	142.522	2.634	0.508	-0.747	2.562	423.85	297.553	0	0	
2263	894.862	742.835	23.906	3.082	-2.573	402.415	287.61	419.209	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	686.889	235.871	233.604	1.417	0.569	1.994	-1.046	247.014	439.875	0	0	
2264	1313.793	1311.253	54.543	0.363	2.639	153.476	428.933	112.5	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	615.734	140.172	85.667	2.768	0.381	-0.474	2.687	385.163	230.571	0	0	
2265	752.481	519.937	36.043	2.509	-2.152	60.984	324.833	64.586	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	132.995	27.34	14.531	2.488	0.17	1.362	0.234	45.457	87.538	0	0	
2266	1253.172	1245.284	10.513	3.058	0.411	125.59	482.35	692.749	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	918.091	233.93	224.683	2.518	0.463	3.068	-0.096	407.12	510.971	0	0	
2267	1399.197	1399.114	50.872	1.794	1.402	52.165	604.478	605.493	1.0	5.028	11.0	-	-	-	-	4.601	-	-	-	-	1.985	-	-	-	-	1.216	-	-	-	-	5.028	-	-	-	-	-1.0	-	-	-	-	2.0	949.015	451.578	403.059	1.15	2.012	-2.028	1.078	497.259	451.756	0	0	
2268	1135.712	1105.851	25.822	0.461	2.73	58.072	449.072	498.582	1.0	84.686	-11.0	-	-	-	-	23.308	-	-	-	-	2.863	-	-	-	-	-2.359	-	-	-	-	84.686	-	-	-	-	1.0	-	-	-	-	2.0	491.061	89.725	75.848	0.416	2.853	0.465	-2.411	222.835	268.227	0	0	
2269	1400.89	1400.806	10.994	0.837	-2.162	14.807	612.676	771.786	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	513.036	250.908	249.674	1.773	1.406	-0.456	2.641	258.64	254.396	0	0	
2270	1250.889	1243.128	82.885	0.702	-1.984	128.323	174.435	706.552	1.0	43.731	13.0	-	-	-	-	29.966	-	-	-	-	2.387	-	-	-	-	0.349	-	-	-	-	43.731	-	-	-	-	-1.0	-	-	-	-	2.0	533.012	198.522	184.939	2.373	0.89	0.446	-3.014	291.185	241.827	0	0	
2271	910.414	762.145	124.015	1.241	0.233	131.093	135.571	460.53	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	960.66	406.553	282.585	0.926	2.46	-2.931	0.201	509.001	451.659	0	0	
2272	951.676	877.745	9.584	3.11	1.594	302.06	257.014	404.046	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	684.294	118.076	115.893	0.25	2.516	-2.848	0.213	482.947	201.347	0	0	
2273	1354.628	1353.569	111.813	0.523	-1.09	224.014	502.328	368.512	1.0	111.401	-11.0	-	-	-	-	39.23	-	-	-	-	2.782	-	-	-	-	2.208	-	-	-	-	111.401	-	-	-	-	1.0	-	-	-	-	2.0	232.911	59.231	55.291	2.339	2.758	1.842	2.278	84.904	148.008	0	0	
2274	1230.46	1219.435	55.983	0.409	1.547	140.783	489.176	674.8	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	745.651	176.586	122.823	2.728	0.423	-1.361	1.887	443.951	301.7	0	0	
2275	747.912	687.585	26.005	0.137	1.776	190.657	116.966	176.246	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	272.006	36.209	14.723	2.983	0.378	-1.018	2.769	231.054	40.951	0	0	
2276	836.282	785.565	23.559	3.048	3.122	250.95	140.07	381.284	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	267.779	46.101	28.496	0.237	0.451	-0.555	2.152	201.079	66.7	0	0	
2277	1396.107	1396.037	63.589	2.855	2.645	225.126	904.775	413.14	1.0	5.225	-11.0	-	-	-	-	0.778	-	-	-	-	2.992	-	-	-	-	-1.643	-	-	-	-	5.225	-	-	-	-	1.0	-	-	-	-	2.0	979.917	129.778	90.181	0.218	2.899	-1.171	1.51	602.842	377.075	0	0	
2278	885.308	765.592	55.374	3.002	-1.289	396.662	319.818	327.786	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	704.665	94.933	47.277	0.174	2.831	2.212	-0.506	549.396	155.268	0	0	
2279	1075.193	1067.725	34.591	3.028	0.05	306.37	522.165	414.229	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	504.748	115.82	103.105	2.001	0.281	2.14	-1.297	127.748	377.0	0	0	
2280	849.45	748.624	17.844	0.084	-0.679	212.555	147.077	463.344	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	387.807	68.291	61.567	2.903	0.726	1.403	-1.994	291.604	96.203	0	0	
2281	1211.46	1197.158	10.013	3.026	-0.664	86.581	556.378	587.726	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	415.685	50.001	46.208	0.203	2.856	-2.718	0.616	249.867	165.817	0	0	
2282	726.682	413.648	29.374	1.064	-3.078	33.599	107.326	168.318	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	82.4	43.949	18.173	1.298	2.576	0.367	-2.271	46.757	35.643	0	0	
2283	971.642	954.667	34.003	2.033	-0.928	37.993	128.921	762.107	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	516.347	99.709	67.657	2.734	0.266	2.491	-0.512	256.131	260.217	0	0	
2284	881.715	804.998	59.813	1.134	1.937	66.025	363.806	418.033	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	300.489	31.223	29.955	2.95	0.222	-0.997	-1.42	164.112	136.377	0	0	
2285	915.304	843.485	15.899	3.108	2.893	478.124	209.749	500.94	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	487.48	42.47	26.971	0.129	0.178	-0.07	-3.107	333.637	153.843	0	0	
2286	1336.504	1334.781	19.133	0.23	2.91	84.086	101.889	611.773	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	587.655	76.19	57.116	2.911	0.231	-0.299	2.82	334.907	252.748	0	0	
2287	399.18	208.708	66.246	2.82	-1.763	209.512	94.329	95.488	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	226.933	54.437	32.469	0.299	0.976	1.887	0.422	186.001	40.932	0	0	
2288	993.176	910.555	221.601	1.109	1.774	247.488	345.004	355.107	1.0	17.897	13.0	-	-	-	-	12.383	-	-	-	-	2.377	-	-	-	-	-2.837	-	-	-	-	17.897	-	-	-	-	-1.0	-	-	-	-	2.0	925.058	314.755	242.401	0.804	2.612	-0.492	-2.856	438.5	486.558	0	0	
2289	1396.459	1396.382	57.035	2.632	2.572	116.823	370.044	775.762	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	242.829	33.129	25.268	0.196	2.771	-0.758	-0.321	172.076	70.752	0	0	
2290	1393.884	1393.814	67.454	0.376	1.577	183.514	740.678	580.426	2.0	49.604	11.0	13.0	-	-	-	18.959	3.029	-	-	-	0.462	2.698	-	-	-	1.764	-1.801	-	-	-	42.543	7.061	-	-	-	-1.0	-1.0	-	-	-	2.0	721.3	156.783	89.573	2.781	0.35	-1.629	1.464	448.61	272.69	0	0	
2291	208.911	128.618	16.129	0.111	-1.603	145.522	37.299	28.738	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	184.709	53.161	45.802	2.172	2.741	2.496	-0.354	65.748	118.961	0	0	
2292	1279.92	1274.596	143.931	0.644	1.206	239.741	555.24	61.55	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	392.59	170.007	147.636	2.328	1.779	-0.969	3.103	239.881	152.709	0	0	
2293	1328.64	1327.351	51.698	1.639	0.926	51.819	347.282	338.176	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	136.119	26.858	24.846	0.406	2.743	-2.231	-2.199	71.53	64.589	0	0	
2294	1382.346	1382.225	38.71	0.639	-2.943	64.916	500.946	331.897	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	194.214	34.974	31.635	2.844	0.472	-0.683	1.221	122.481	71.733	0	0	
2295	714.21	626.295	65.238	1.207	-1.029	69.807	143.358	478.436	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	271.644	40.601	28.171	0.335	2.945	1.847	2.502	124.699	146.945	0	0	
2296	1054.268	997.739	35.983	2.958	-3.105	196.64	400.805	414.918	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	547.847	175.596	146.553	0.525	2.215	-0.531	2.478	357.719	190.128	0	0	
2297	987.469	948.559	12.591	3.014	-2.88	99.066	181.685	721.02	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	662.001	57.824	45.288	0.153	2.979	0.344	-2.775	379.905	282.095	0	0	
2298	783.919	751.711	47.652	1.997	-1.429	52.325	303.835	388.318	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	419.232	60.289	41.309	0.277	2.928	2.464	0.229	222.047	197.185	0	0	
2299	1404.343	1404.272	66.047	0.258	1.905	258.402	574.38	556.61	2.0	19.246	-11.0	11.0	-	-	-	5.05	2.041	-	-	-	0.391	0.348	-	-	-	0.174	0.298	-	-	-	13.256	5.99	-	-	-	1.0	-1.0	-	-	-	2.0	632.373	304.266	240.354	2.236	1.668	-1.121	2.072	387.332	245.04	0	0	
2300	1360.913	1360.343	16.916	0.065	0.248	259.511	983.314	295.731	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	264.432	29.457	12.967	2.985	2.964	-3.042	-0.093	189.549	74.882	0	0	
2301	1368.193	1367.735	13.825	0.167	2.159	83.385	416.312	182.248	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	461.711	41.769	30.667	2.984	0.169	-1.515	1.396	272.538	189.172	0	0	
2302	727.054	602.847	67.629	2.902	0.565	284.524	188.149	299.037	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	290.756	46.023	32.359	0.333	0.222	-3.012	-1.934	142.346	148.41	0	0	
2303	1106.594	1077.879	62.627	2.949	-1.293	326.466	104.678	450.869	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	333.798	39.11	36.031	0.463	0.148	1.29	2.462	88.753	245.045	0	0	
2304	1092.664	1070.163	32.457	0.218	1.016	150.365	713.359	85.165	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	183.651	64.024	43.151	2.45	2.586	-2.783	-0.118	100.775	82.876	0	0	
2305	1328.361	1326.202	38.88	2.754	0.008	102.799	208.004	256.506	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1061.479	445.053	406.4	0.891	2.148	3.047	-0.105	575.932	485.547	0	0	
2306	1386.364	1386.196	275.406	2.584	2.917	520.259	897.691	480.157	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	759.621	346.901	71.516	0.579	2.465	-0.23	2.889	643.623	115.997	0	0	
2307	1295.138	1291.37	237.637	1.378	3.003	242.104	122.279	670.841	1.0	6.035	13.0	-	-	-	-	5.879	-	-	-	-	1.798	-	-	-	-	2.589	-	-	-	-	6.035	-	-	-	-	-1.0	-	-	-	-	2.0	820.254	524.261	287.612	1.581	1.713	-0.206	2.88	524.693	295.561	0	0	
2308	1050.945	993.401	51.95	2.996	2.118	357.289	220.996	259.784	1.0	14.491	11.0	-	-	-	-	12.536	-	-	-	-	1.045	-	-	-	-	-0.428	-	-	-	-	14.491	-	-	-	-	-1.0	-	-	-	-	2.0	704.867	323.287	283.812	1.033	1.056	-0.37	2.883	377.517	327.35	0	0	
2309	890.608	731.198	103.776	0.371	1.076	286.043	39.023	410.855	1.0	18.4	11.0	-	-	-	-	10.225	-	-	-	-	2.552	-	-	-	-	0.914	-	-	-	-	18.4	-	-	-	-	-1.0	-	-	-	-	2.0	490.918	253.141	133.863	1.916	2.417	-2.159	0.915	285.209	205.709	0	0	
2310	1403.09	1403.017	82.068	0.349	1.686	240.228	374.792	326.328	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	932.003	193.232	113.517	2.801	0.342	-1.273	2.0	584.812	347.191	0	0	
2311	715.63	227.344	7.779	0.058	-1.823	134.491	65.56	36.973	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	165.182	31.607	31.432	1.842	2.896	2.743	-0.151	33.254	131.928	0	0	
2312	1393.601	1393.53	54.47	2.164	-0.165	65.697	404.89	687.005	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	962.754	333.856	281.132	0.715	2.462	-3.074	0.112	512.846	449.907	0	0	
2313	641.993	395.736	14.784	0.053	-1.845	277.863	232.205	76.032	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	410.92	64.04	62.403	2.947	0.928	2.641	-0.268	331.4	79.52	0	0	
2314	849.929	798.498	21.291	0.077	-1.609	276.93	197.267	226.79	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	612.963	99.231	80.957	2.912	0.502	1.052	-2.212	443.377	169.587	0	0	
2315	1348.979	1347.654	16.452	0.148	-1.279	111.298	673.213	628.735	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	649.302	75.992	64.471	2.938	0.245	1.148	-2.161	380.165	269.137	0	0	
2316	666.887	603.992	50.816	1.231	-2.137	53.891	412.685	154.703	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	312.9	39.706	26.698	2.898	0.186	1.552	0.119	166.477	146.423	0	0	
2317	981.461	968.791	6.046	0.012	-0.369	488.576	514.608	287.799	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	504.183	47.407	45.174	2.981	2.914	-2.378	0.885	299.831	204.352	0	0	
2318	1395.233	1395.115	120.453	0.479	0.609	261.224	1150.532	238.734	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	622.661	190.553	76.293	2.688	0.447	-2.732	0.092	442.747	179.914	0	0	
2319	1401.354	1401.272	23.922	2.811	0.991	73.745	416.204	934.271	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	333.033	34.147	27.993	0.172	2.925	-3.098	-0.722	202.601	130.432	0	0	
2320	1403.452	1403.38	53.026	2.791	3.002	154.326	489.719	765.561	1.0	7.141	11.0	-	-	-	-	3.325	-	-	-	-	0.484	-	-	-	-	-0.38	-	-	-	-	7.141	-	-	-	-	-1.0	-	-	-	-	2.0	878.315	180.666	128.114	0.363	2.772	-0.027	-3.123	516.183	362.133	0	0	
2321	1177.674	1156.036	48.392	0.183	1.892	265.257	708.018	188.903	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	272.937	50.575	10.866	2.934	2.653	-1.465	0.414	248.168	24.769	0	0	
2322	878.599	711.318	49.009	3.015	2.783	387.116	525.569	153.059	1.0	78.95	-11.0	-	-	-	-	10.957	-	-	-	-	0.139	-	-	-	-	-0.946	-	-	-	-	78.95	-	-	-	-	1.0	-	-	-	-	2.0	472.264	51.852	36.919	0.135	2.689	-0.994	1.262	387.246	85.017	0	0	
2323	545.518	539.812	31.912	2.236	-1.77	40.575	183.046	329.991	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	167.263	60.464	42.219	0.667	2.457	2.095	-0.522	100.028	67.235	0	0	
2324	1390.477	1390.394	6.687	0.197	-2.697	34.237	634.293	573.48	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	376.689	41.33	35.195	2.938	0.209	0.069	3.141	206.615	170.074	0	0	
2325	1128.658	1096.878	27.72	0.207	-0.886	134.574	491.369	110.761	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	589.836	71.833	46.755	2.941	0.208	2.604	-0.333	363.19	226.646	0	0	
2326	1335.954	1335.869	42.942	0.1	-0.122	428.873	663.197	332.56	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	441.569	44.396	44.203	2.956	2.914	1.959	-2.195	242.817	198.752	0	0	
