i	mc_beam_e	mc_beam_m	miss_pt	miss_theta	miss_phi	miss_e	mc_qq_m	mc_ln_m	lep_n	lep_etot	lep_type_0	lep_type_1	lep_type_2	lep_type_3	lep_type_4	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	lep_charge_0	lep_charge_1	lep_charge_2	lep_charge_3	lep_charge_4	jet_vlc_R08_n	jet_vlc_R08_etot	jet_vlc_R08_pt_0	jet_vlc_R08_pt_1	jet_vlc_R08_theta_0	jet_vlc_R08_theta_1	jet_vlc_R08_phi_0	jet_vlc_R08_phi_1	jet_vlc_R08_e_0	jet_vlc_R08_e_1	jet_vlc_R08_charge_0	jet_vlc_R08_charge_1	beam_e	beam_m	qq_m	ln_m
2903	693.733	92.45	8.415	0.035	2.383	242.995	92.45	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	252.807	28.912	21.092	2.893	2.98	-0.438	2.83	121.463	131.344	0	0	0	0	0	0
2904	339.875	91.102	87.382	2.771	-2.489	241.052	91.102	0.269	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	299.965	139.392	55.814	0.684	0.805	0.836	-2.015	221.719	78.246	0	0	0	0	0	0
2905	703.643	89.315	22.243	3.06	1.786	274.378	89.315	0.005	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	279.795	33.132	13.947	0.141	0.338	-1.678	0.934	236.825	42.969	0	0	0	0	0	0
2906	266.502	93.373	37.898	2.961	2.707	211.245	93.373	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	226.031	34.764	32.507	0.499	0.222	0.489	-1.458	75.352	150.679	0	0	0	0	0	0
2907	253.109	92.395	83.631	2.999	3.082	587.464	92.395	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	842.034	81.228	24.156	0.114	2.952	0.233	-1.385	712.738	129.296	0	0	0	0	0	0
2908	309.421	90.307	10.862	3.101	-2.447	266.165	90.307	46.358	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	280.941	40.017	32.806	0.452	0.177	-0.044	2.873	93.701	187.24	0	0	0	0	0	0
2909	707.271	99.237	7.058	0.016	0.928	453.894	99.237	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	461.279	38.065	31.373	2.993	2.986	-1.921	1.286	257.014	204.265	0	0	0	0	0	0
2910	117.364	92.27	12.511	2.804	2.444	37.798	92.27	789.995	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	78.329	30.28	19.139	1.745	0.437	-1.065	1.84	32.557	45.772	0	0	0	0	0	0
2911	641.252	90.22	27.589	0.103	2.015	268.04	90.22	163.435	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	280.683	46.324	20.281	2.921	2.815	-0.909	2.531	213.762	66.921	0	0	0	0	0	0
2912	421.479	91.019	4.13	0.009	-2.176	464.292	91.019	312.13	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	480.848	50.756	48.906	2.94	2.919	-0.104	2.964	257.024	223.823	0	0	0	0	0	0
2913	270.79	227.162	32.643	2.552	-2.355	58.719	227.162	855.378	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	142.68	66.997	34.361	1.795	0.492	0.771	-2.385	69.154	73.526	0	0	0	0	0	0
2914	704.007	91.118	22.043	2.998	-0.404	153.631	91.118	-0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	159.257	24.106	8.676	0.176	0.478	3.105	1.114	139.315	19.941	0	0	0	0	0	0
2915	1401.841	1401.77	35.565	0.195	0.784	183.251	1401.77	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	388.343	155.723	121.731	2.477	1.417	-2.621	0.445	262.576	125.767	0	0	0	0	0	0
2916	523.043	92.349	31.334	2.666	2.721	68.488	92.349	1.102	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	71.292	17.033	16.806	0.512	0.502	-0.805	-0.03	35.03	36.262	0	0	0	0	0	0
2917	608.938	89.17	13.441	0.216	1.201	62.723	89.17	22.323	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	75.571	21.317	9.283	2.341	2.917	-2.232	0.48	32.989	42.582	0	0	0	0	0	0
2918	1069.118	1017.284	19.42	0.16	-0.499	121.537	1017.284	20.463	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	554.858	122.705	115.075	0.584	2.781	1.55	-1.742	225.521	329.337	0	0	0	0	0	0
2919	691.113	94.446	21.871	0.244	-0.759	90.429	94.446	0.034	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	97.13	23.65	9.91	2.648	2.919	2.815	0.852	51.311	45.818	0	0	0	0	0	0
2920	673.79	91.749	5.193	0.014	2.584	376.211	91.749	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	385.086	34.908	30.085	2.944	2.994	-0.206	2.995	178.752	206.333	0	0	0	0	0	0
2921	447.706	96.299	4.002	0.013	0.826	317.354	96.299	16.978	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	330.602	39.63	35.737	2.874	2.937	-2.538	0.579	151.482	179.12	0	0	0	0	0	0
2922	687.471	90.598	33.651	2.449	1.074	52.694	90.598	223.354	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	56.328	21.536	12.533	0.967	0.454	-2.187	-1.862	26.369	29.959	0	0	0	0	0	0
2923	115.978	95.05	1.069	0.018	0.88	60.711	95.05	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	107.543	32.326	31.387	2.678	1.446	-2.753	0.373	75.67	31.873	0	0	0	0	0	0
2924	698.781	25.045	16.949	2.075	-3.114	19.354	25.045	0.001	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	43.557	10.292	8.132	2.475	0.348	0.383	-0.428	18.19	25.367	0	0	0	0	0	0
2925	401.782	97.274	6.46	0.016	-2.366	408.902	97.274	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	427.873	55.28	48.969	2.895	2.888	0.573	-2.595	230.384	197.489	0	0	0	0	0	0
2926	702.449	91.799	19.231	2.941	0.887	96.543	91.799	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	115.164	23.99	6.994	0.234	2.296	-2.494	-0.062	104.887	10.277	0	0	0	0	0	0
2927	592.207	482.875	254.627	2.43	-1.517	390.033	482.875	727.483	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	897.655	206.87	124.078	0.352	2.707	2.129	0.688	602.564	295.091	0	0	0	0	0	0
2928	156.611	91.423	16.793	2.937	0.338	82.682	91.423	54.68	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	103.313	35.698	19.049	0.621	0.55	-2.708	0.518	64.968	38.346	0	0	0	0	0	0
2929	700.147	112.412	14.866	0.047	-1.033	315.961	112.412	25.27	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	325.136	34.037	20.436	2.994	2.908	2.424	-0.489	235.912	89.224	0	0	0	0	0	0
2930	788.146	606.964	135.058	2.489	-0.963	222.343	606.964	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	419.604	223.494	88.44	1.537	0.482	2.174	-0.975	225.636	193.968	0	0	0	0	0	0
2931	705.99	90.46	48.353	3.043	-0.553	491.224	90.46	2.637	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	991.138	115.763	67.931	0.157	2.867	2.701	-0.361	739.813	251.326	0	0	0	0	0	0
2932	238.015	83.226	11.218	0.282	-1.74	40.289	83.226	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	60.513	24.658	15.473	2.264	2.438	0.937	-2.536	34.103	26.41	0	0	0	0	0	0
2933	1160.975	1160.554	46.923	2.419	2.304	70.984	1160.554	-0.0	2.0	81.661	11.0	-11.0	-	-	-	23.647	5.382	-	-	-	2.824	1.163	-	-	-	1.952	-1.898	-	-	-	75.797	5.864	-	-	-	-1.0	1.0	-	-	-	2.0	322.734	138.295	106.383	2.034	0.716	-1.528	1.329	158.505	164.229	0	0	0	0	0	0
2934	700.086	94.379	19.862	0.245	-2.535	82.005	94.379	0.001	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	89.969	25.829	7.065	2.718	2.835	0.44	3.094	65.252	24.717	0	0	0	0	0	0
2935	590.214	92.206	16.908	2.995	2.811	115.66	92.206	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	122.374	21.906	5.932	0.337	0.114	-0.497	2.154	70.067	52.308	0	0	0	0	0	0
2936	668.906	12.97	54.177	2.955	-3.047	292.763	12.97	0.005	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	751.807	91.895	37.773	0.178	2.975	0.066	-3.117	523.186	228.621	0	0	0	0	0	0
2937	225.709	89.285	15.961	3.055	1.756	183.941	89.285	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	197.855	29.847	19.08	0.182	0.737	-0.777	2.864	167.87	29.985	0	0	0	0	0	0
2938	415.406	259.871	44.748	0.172	-2.552	261.556	259.871	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	329.474	119.543	74.883	2.536	2.42	0.639	-2.473	215.218	114.256	0	0	0	0	0	0
2939	273.754	70.208	40.301	0.495	1.73	84.916	70.208	321.309	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	120.904	38.867	10.842	2.735	0.61	-1.684	-0.108	100.138	20.766	0	0	0	0	0	0
2940	672.323	91.274	21.919	2.986	-2.805	141.433	91.274	304.01	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	151.506	25.157	14.039	0.203	0.684	-0.253	1.835	128.283	23.224	0	0	0	0	0	0
2941	700.485	98.116	23.602	3.076	-1.103	360.233	98.116	2.68	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	377.98	48.021	27.178	0.198	0.223	1.683	-1.767	250.008	127.972	0	0	0	0	0	0
2942	499.358	160.901	48.416	0.124	-2.953	392.294	160.901	761.756	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	405.156	44.629	43.517	2.91	2.927	1.159	-0.82	194.632	210.524	0	0	0	0	0	0
2943	466.875	12.686	3.515	3.002	2.552	25.349	12.686	807.703	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	34.178	10.964	7.935	0.665	0.619	-0.145	-3.095	19.236	14.942	0	0	0	0	0	0
2944	701.21	91.408	11.395	0.027	-1.294	429.82	91.408	0.081	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	437.151	36.482	31.738	2.967	3.0	0.854	-2.593	211.256	225.895	0	0	0	0	0	0
2945	336.473	211.6	60.081	3.031	1.35	543.285	211.6	0.001	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	585.114	122.364	69.843	0.582	0.195	-1.421	2.038	223.78	361.334	0	0	0	0	0	0
2946	1403.625	1403.55	36.822	2.53	0.87	64.162	1403.55	0.032	2.0	44.496	-11.0	11.0	-	-	-	21.239	10.737	-	-	-	2.368	0.865	-	-	-	1.144	-2.003	-	-	-	30.385	14.111	-	-	-	1.0	-1.0	-	-	-	2.0	919.963	359.194	311.309	0.804	2.301	-1.998	1.175	499.258	420.705	0	0	0	0	0	0
2947	1360.065	1359.633	70.39	2.05	-0.211	79.319	1359.633	2.716	1.0	5.22	-13.0	-	-	-	-	4.925	-	-	-	-	1.907	-	-	-	-	-0.724	-	-	-	-	5.22	-	-	-	-	1.0	-	-	-	-	2.0	599.548	272.329	202.19	0.963	2.218	2.858	-0.309	333.243	266.304	0	0	0	0	0	0
2948	703.277	98.475	22.01	0.207	-0.38	107.151	98.475	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	113.845	22.397	9.788	2.713	2.968	-3.078	1.374	56.856	56.989	0	0	0	0	0	0
2949	544.012	92.021	12.152	3.06	0.056	149.257	92.021	0.015	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	158.204	24.683	12.783	0.52	0.12	3.051	-0.229	51.548	106.656	0	0	0	0	0	0
2950	362.151	93.336	13.887	3.098	-1.949	320.709	93.336	258.714	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	334.468	50.137	36.271	0.259	0.27	1.146	-2.013	197.907	136.561	0	0	0	0	0	0
2951	705.822	88.915	18.672	0.694	3.02	29.177	88.915	57.564	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1135.849	120.415	106.692	0.219	2.955	0.569	-2.461	561.181	574.668	0	0	0	0	0	0
2952	223.715	91.315	8.047	3.09	1.542	154.881	91.315	0.362	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	166.049	25.111	17.145	0.187	0.659	-1.482	1.714	135.564	30.486	0	0	0	0	0	0
2953	457.281	454.031	5.069	0.098	2.331	51.548	454.031	68.782	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	443.978	206.954	201.887	1.314	2.053	-0.788	2.355	214.82	229.157	0	0	0	0	0	0
2954	436.018	94.054	134.621	0.272	-0.267	500.305	94.054	1.895	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	747.145	345.11	214.36	2.289	2.27	3.063	0.04	460.476	286.669	0	0	0	0	0	0
2955	483.821	421.179	39.161	2.513	0.233	66.614	421.179	0.23	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	189.013	107.079	70.491	1.171	1.449	-2.617	0.686	117.376	71.637	0	0	0	0	0	0
2956	590.332	91.66	24.615	2.609	-3.089	48.478	91.66	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	76.895	14.927	10.528	2.236	0.194	0.268	-0.255	21.056	55.84	0	0	0	0	0	0
2957	128.117	14.001	18.591	3.095	-0.567	399.885	14.001	925.092	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	498.964	130.645	112.425	0.359	1.146	2.389	-0.783	373.783	125.181	0	0	0	0	0	0
2958	820.548	584.437	41.176	2.936	-3.064	201.851	584.437	0.004	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	325.436	91.05	52.37	1.817	0.233	0.339	-2.598	95.92	229.516	0	0	0	0	0	0
2959	761.599	420.23	37.158	3.036	2.047	353.756	420.23	0.352	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	446.125	116.212	80.435	1.222	0.254	-0.869	2.377	124.563	321.563	0	0	0	0	0	0
2960	700.318	89.915	8.159	0.036	2.779	225.444	89.915	0.001	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	230.014	20.391	13.35	2.977	3.013	-0.781	2.11	125.123	104.891	0	0	0	0	0	0
2961	701.957	99.661	14.432	3.112	2.561	495.437	99.661	0.005	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	505.408	47.567	33.382	0.158	0.168	-0.736	2.339	304.297	201.112	0	0	0	0	0	0
2962	120.431	93.64	10.354	2.84	0.186	34.897	93.64	6.308	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	73.744	29.405	19.054	1.715	0.469	-2.938	0.214	30.609	43.135	0	0	0	0	0	0
2963	532.519	91.197	26.267	2.935	-0.425	128.3	91.197	0.006	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	139.535	37.692	12.411	0.432	0.276	2.562	-0.911	93.919	45.616	0	0	0	0	0	0
2964	347.443	266.146	43.351	2.87	-0.04	161.457	266.146	0.001	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	226.99	91.262	55.343	1.015	0.51	2.657	-0.827	108.516	118.474	0	0	0	0	0	0
2965	691.719	84.743	25.284	3.031	1.512	228.079	84.743	62.772	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	236.787	38.794	14.388	0.204	0.351	-1.788	1.073	192.048	44.74	0	0	0	0	0	0
2966	697.868	19.951	10.0	1.111	-2.029	11.158	19.951	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	38.127	15.859	12.241	2.248	1.004	0.231	2.69	22.035	16.093	0	0	0	0	0	0
2967	721.093	258.524	19.944	0.041	2.951	490.084	258.524	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	534.168	90.607	71.264	2.426	2.959	-0.409	2.673	140.774	393.394	0	0	0	0	0	0
2968	704.733	92.017	23.371	2.948	0.483	121.741	92.017	0.474	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	128.066	30.311	7.584	0.268	0.688	-2.773	0.007	115.277	12.789	0	0	0	0	0	0
2969	699.456	96.466	32.437	0.408	1.203	81.779	96.466	1.528	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	101.617	31.817	7.909	2.773	0.817	-1.693	2.974	90.094	11.523	0	0	0	0	0	0
2970	695.504	99.017	10.629	0.053	0.02	199.252	99.017	169.878	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	208.757	24.364	18.682	2.836	2.989	2.353	-1.213	82.673	126.085	0	0	0	0	0	0
2971	505.298	90.435	26.681	0.591	-2.714	47.901	90.435	0.794	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	53.533	23.372	8.455	2.48	2.428	0.115	1.445	39.374	14.159	0	0	0	0	0	0
2972	703.453	104.243	25.755	1.383	-2.772	26.215	104.243	2.273	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	44.061	16.086	12.871	0.962	2.467	0.79	-0.166	20.838	23.223	0	0	0	0	0	0
2973	599.376	92.429	20.779	2.977	-1.966	126.441	92.429	0.052	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	133.564	29.078	8.391	0.322	0.22	1.126	-2.141	93.484	40.081	0	0	0	0	0	0
2974	876.94	750.456	37.875	0.145	-1.044	261.748	750.456	0.0	1.0	33.7	-11.0	-	-	-	-	6.329	-	-	-	-	2.953	-	-	-	-	-1.056	-	-	-	-	33.7	-	-	-	-	1.0	-	-	-	-	2.0	668.791	125.303	87.536	0.611	2.944	2.161	-0.953	220.514	448.277	0	0	0	0	0	0
2975	699.829	93.685	23.348	3.019	2.807	190.793	93.685	0.001	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	197.676	32.119	9.38	0.249	0.147	-0.214	-3.049	133.272	64.404	0	0	0	0	0	0
2976	1347.757	1346.928	286.494	1.83	-0.733	296.363	1346.928	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	807.501	512.993	227.567	1.22	2.027	2.351	-0.863	553.39	254.11	0	0	0	0	0	0
2977	107.0	96.917	26.594	2.469	1.685	42.71	96.917	0.111	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	89.591	28.496	28.429	2.035	0.538	-2.539	-0.37	32.582	57.009	0	0	0	0	0	0
2978	697.258	36.412	13.26	2.093	-0.854	15.299	36.412	0.001	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	25.804	6.999	6.338	2.254	0.444	2.185	2.401	9.8	16.005	0	0	0	0	0	0
2979	467.292	92.943	11.337	0.951	-1.821	13.926	92.943	13.765	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	19.432	8.673	7.489	1.934	2.14	0.599	2.192	9.669	9.763	0	0	0	0	0	0
2980	579.834	89.89	98.307	0.201	-2.305	491.196	89.89	-0.0	1.0	5.306	-11.0	-	-	-	-	2.172	-	-	-	-	0.422	-	-	-	-	-0.466	-	-	-	-	5.306	-	-	-	-	1.0	-	-	-	-	2.0	1080.084	186.581	89.653	2.901	0.311	0.721	-2.547	783.711	296.373	0	0	0	0	0	0
2981	1121.812	1087.974	92.878	0.617	0.353	160.567	1087.974	47.083	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	838.317	326.437	238.407	0.952	2.561	-3.064	-0.029	401.767	436.55	0	0	0	0	0	0
2982	259.085	91.819	20.375	3.039	-2.548	198.279	91.819	1055.769	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	215.452	48.897	29.125	0.443	0.3	0.781	-2.23	115.574	99.878	0	0	0	0	0	0
2983	641.608	91.035	31.942	0.256	-0.148	126.329	91.035	1.726	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	128.28	27.27	6.691	2.833	2.961	-3.127	2.274	90.784	37.497	0	0	0	0	0	0
2984	699.429	91.659	9.108	0.243	0.899	37.907	91.659	0.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	47.673	14.056	9.576	2.693	2.242	-2.984	-0.54	33.853	13.82	0	0	0	0	0	0
2985	1343.857	1343.585	217.239	2.124	-2.705	255.355	1343.585	49.667	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	955.225	532.295	316.336	1.087	2.003	0.52	-2.564	603.904	351.322	0	0	0	0	0	0
2986	261.705	91.059	19.09	2.572	2.978	35.412	91.059	0.071	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	47.342	16.944	14.53	0.822	0.802	-0.986	0.86	25.427	21.915	0	0	0	0	0	0
2987	701.767	93.215	10.102	3.118	0.904	435.113	93.215	100.174	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	447.814	39.863	30.27	0.154	0.169	-2.514	0.536	264.067	183.747	0	0	0	0	0	0
2988	688.871	30.497	14.482	1.695	0.02	14.595	30.497	1.037	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	22.931	9.669	6.947	0.947	2.208	2.735	-2.508	13.477	9.454	0	0	0	0	0	0
2989	138.447	90.132	6.903	0.078	0.589	88.606	90.132	440.957	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	113.532	24.34	17.8	2.876	1.508	-2.275	0.972	95.657	17.875	0	0	0	0	0	0
