i	beam_e	beam_m	miss_pt	miss_theta	miss_phi	miss_e	mc_qq_m	mc_ln_m	lep_n	lep_etot	lep_type_0	lep_type_1	lep_type_2	lep_type_3	lep_type_4	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	lep_charge_0	lep_charge_1	lep_charge_2	lep_charge_3	lep_charge_4	jet_vlc_R08_n	jet_vlc_R08_etot	jet_vlc_R08_pt_0	jet_vlc_R08_pt_1	jet_vlc_R08_theta_0	jet_vlc_R08_theta_1	jet_vlc_R08_phi_0	jet_vlc_R08_phi_1	jet_vlc_R08_e_0	jet_vlc_R08_e_1	jet_vlc_R08_charge_0	jet_vlc_R08_charge_1	
2019	1017.931	945.864	40.326	0.141	0.728	286.449	123.766	82.464	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	311.923	47.218	45.197	2.951	2.275	2.795	-1.248	251.858	60.065	0	0	
2020	740.504	323.096	64.907	0.617	1.452	112.217	81.039	79.348	2.0	22.812	13.0	11.0	-	-	-	16.549	2.265	-	-	-	1.698	2.763	-	-	-	-1.223	-3.133	-	-	-	16.685	6.127	-	-	-	-1.0	-1.0	-	-	-	2.0	138.478	50.453	33.311	1.8	2.736	-1.166	-3.066	51.836	86.642	0	0	
2021	1296.42	1296.071	263.096	2.708	-2.395	626.846	81.552	991.856	1.0	388.244	11.0	-	-	-	-	180.055	-	-	-	-	0.482	-	-	-	-	0.964	-	-	-	-	388.244	-	-	-	-	-1.0	-	-	-	-	2.0	244.829	54.772	46.686	0.337	0.684	-0.131	0.794	166.899	77.93	0	0	
2022	1181.414	1179.836	112.428	0.664	0.904	182.352	81.197	971.145	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	198.915	99.701	13.711	2.2	2.951	-2.286	-1.88	125.496	73.419	0	0	
2023	1405.562	1405.489	36.036	2.819	0.843	113.657	65.39	1214.658	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	124.431	30.894	16.1	0.313	0.916	-1.837	2.961	101.428	23.003	0	0	
2024	1340.893	1340.731	241.572	0.437	2.023	570.692	81.094	1198.223	1.0	618.654	-11.0	-	-	-	-	191.993	-	-	-	-	2.826	-	-	-	-	-1.051	-	-	-	-	618.654	-	-	-	-	1.0	-	-	-	-	2.0	95.679	43.224	14.312	0.595	1.107	-1.128	-2.195	78.655	17.024	0	0	
2025	1397.389	1397.318	29.021	3.08	-2.718	474.786	84.633	88.693	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	480.585	45.024	23.173	0.161	0.117	-0.044	2.497	281.68	198.905	0	0	
2026	1354.621	1354.486	381.639	0.752	1.736	558.846	78.158	1014.269	2.0	669.845	-11.0	-11.0	-	-	-	459.505	4.312	-	-	-	2.377	0.812	-	-	-	-1.382	2.606	-	-	-	663.901	5.945	-	-	-	1.0	1.0	-	-	-	2.0	111.58	41.003	40.378	0.864	0.844	2.139	1.603	56.432	55.148	0	0	
2027	982.215	926.632	160.91	0.632	-2.696	272.507	77.942	78.567	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	474.567	285.691	126.708	2.096	1.976	0.343	-2.929	336.23	138.337	0	0	
2028	802.615	802.352	58.812	0.235	2.484	252.787	80.567	80.989	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	443.225	68.71	24.894	2.94	0.268	-0.296	-2.45	346.94	96.285	0	0	
2029	1389.834	1389.729	112.555	0.195	1.445	581.022	81.272	1107.258	1.0	513.959	-11.0	-	-	-	-	130.733	-	-	-	-	2.884	-	-	-	-	2.929	-	-	-	-	513.959	-	-	-	-	1.0	-	-	-	-	2.0	208.212	103.235	79.775	2.112	1.707	-0.72	-1.102	124.38	83.833	0	0	
2030	1310.807	1308.05	264.716	0.651	2.452	436.721	80.426	79.889	1.0	298.394	13.0	-	-	-	-	218.349	-	-	-	-	0.821	-	-	-	-	2.591	-	-	-	-	298.394	-	-	-	-	-1.0	-	-	-	-	2.0	442.639	242.249	22.492	2.442	2.78	-0.685	-0.735	378.473	64.166	0	0	
2031	1139.901	1111.37	31.772	0.161	2.924	197.934	81.054	81.067	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	204.59	41.022	9.481	2.799	3.024	-0.276	2.671	123.125	81.465	0	0	
2032	982.166	902.526	152.131	2.906	1.97	650.674	79.92	808.506	1.0	601.817	11.0	-	-	-	-	107.704	-	-	-	-	0.18	-	-	-	-	-1.33	-	-	-	-	601.817	-	-	-	-	-1.0	-	-	-	-	2.0	60.113	30.595	24.152	1.265	1.144	-0.264	-1.447	32.748	27.365	0	0	
2033	1347.919	1346.773	17.38	2.867	1.187	64.022	81.47	690.682	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	82.114	23.301	6.983	0.331	2.3	-1.77	1.845	72.078	10.036	0	0	
2034	1392.402	1392.275	68.511	2.356	0.026	96.855	79.552	1183.779	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	109.519	62.611	20.115	0.838	1.031	2.873	-1.986	85.151	24.368	0	0	
2035	1014.601	990.595	54.057	2.972	-1.892	321.171	79.822	87.238	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	331.573	42.732	41.075	0.353	0.202	2.096	0.356	125.628	205.945	0	0	
2036	790.095	508.782	12.276	0.207	-0.165	59.794	80.384	80.675	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	97.373	38.596	33.042	2.12	2.384	-2.353	1.096	45.961	51.413	0	0	
2037	1402.581	1402.511	11.689	3.003	1.568	84.395	80.446	1237.81	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	105.87	34.931	23.688	0.693	0.519	-1.8	1.23	56.737	49.133	0	0	
2038	1393.752	1393.676	30.766	2.531	2.434	53.628	83.015	1132.523	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	61.192	18.427	13.634	0.43	1.3	-0.952	-0.375	45.284	15.908	0	0	
2039	1185.237	1165.558	132.567	2.826	-2.249	427.146	79.541	916.675	1.0	276.626	11.0	-	-	-	-	92.571	-	-	-	-	0.341	-	-	-	-	0.711	-	-	-	-	276.626	-	-	-	-	-1.0	-	-	-	-	2.0	147.527	47.806	17.331	0.493	0.45	1.037	-2.953	105.284	42.243	0	0	
2040	1401.809	1401.739	69.575	2.898	-1.22	287.93	81.715	81.165	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	296.451	55.81	17.864	0.372	0.13	1.739	2.527	158.606	137.845	0	0	
2041	1130.128	1102.373	27.202	0.119	-2.795	228.78	80.332	79.18	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	238.751	37.132	12.576	2.937	2.887	0.103	2.696	187.139	51.612	0	0	
2042	1390.47	1390.387	132.517	2.073	-0.129	151.176	78.61	1151.681	1.0	8.813	-11.0	-	-	-	-	8.167	-	-	-	-	1.186	-	-	-	-	2.641	-	-	-	-	8.813	-	-	-	-	1.0	-	-	-	-	2.0	164.983	88.305	56.947	1.098	1.119	2.679	-2.739	100.497	64.486	0	0	
2043	1322.136	1319.97	190.361	2.733	1.856	478.655	95.161	1069.181	1.0	468.666	11.0	-	-	-	-	227.71	-	-	-	-	0.507	-	-	-	-	-1.5	-	-	-	-	468.666	-	-	-	-	-1.0	-	-	-	-	2.0	90.916	51.913	25.686	1.035	1.708	1.334	-0.184	62.863	28.053	0	0	
2044	1131.301	1101.352	53.569	0.347	3.092	157.448	80.315	81.443	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	582.255	54.26	40.514	2.992	0.188	-0.82	1.152	364.669	217.586	0	0	
2045	733.062	724.704	17.9	0.044	-1.044	409.256	81.397	81.517	1.0	347.959	-11.0	-	-	-	-	109.696	-	-	-	-	2.821	-	-	-	-	0.511	-	-	-	-	347.959	-	-	-	-	1.0	-	-	-	-	2.0	580.581	84.22	64.446	2.875	0.255	-2.218	2.724	320.642	259.94	0	0	
2046	1395.122	1395.034	67.816	2.7	-2.27	158.66	81.397	1090.229	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	170.317	55.853	23.35	0.493	0.534	0.544	1.749	121.358	48.959	0	0	
2047	1400.598	1400.528	260.058	0.402	1.785	664.065	81.416	1312.39	1.0	672.5	-11.0	-	-	-	-	261.467	-	-	-	-	2.742	-	-	-	-	-1.34	-	-	-	-	672.5	-	-	-	-	1.0	-	-	-	-	2.0	50.172	20.815	17.64	1.863	0.708	1.773	-1.624	22.296	27.875	0	0	
2048	1301.658	1298.684	218.447	2.482	-0.61	356.275	79.417	288.427	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	830.034	256.71	45.871	0.46	2.95	2.425	-1.25	587.998	242.036	0	0	
2049	1097.184	1056.247	86.784	2.831	-1.646	283.807	81.097	708.677	1.0	231.137	11.0	-	-	-	-	37.052	-	-	-	-	0.161	-	-	-	-	2.231	-	-	-	-	231.137	-	-	-	-	-1.0	-	-	-	-	2.0	290.958	60.675	33.193	0.436	0.233	1.212	2.032	144.813	146.145	0	0	
2050	828.765	725.398	194.841	2.373	-1.146	280.285	79.59	78.014	1.0	18.693	13.0	-	-	-	-	14.886	-	-	-	-	0.921	-	-	-	-	-1.251	-	-	-	-	18.693	-	-	-	-	-1.0	-	-	-	-	2.0	520.968	341.218	132.241	1.32	0.91	1.939	-1.282	352.501	168.467	0	0	
2051	1124.714	1103.523	33.64	2.652	-0.336	71.547	79.95	901.584	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	86.34	28.83	16.159	1.047	0.335	2.305	-2.45	34.533	51.807	0	0	
2052	1377.834	1377.578	177.026	0.27	2.298	663.133	81.31	1288.324	1.0	511.661	-11.0	-	-	-	-	180.522	-	-	-	-	2.781	-	-	-	-	-1.354	-	-	-	-	511.661	-	-	-	-	1.0	-	-	-	-	2.0	208.241	83.023	28.427	2.657	1.663	0.829	-0.647	179.602	28.639	0	0	
2053	1395.179	1395.074	303.562	1.046	0.747	350.805	86.852	80.392	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	523.27	386.545	83.729	2.042	1.321	-2.427	0.596	436.711	86.559	0	0	
2054	1329.048	1328.607	182.208	2.888	-1.401	725.471	83.707	1221.346	1.0	621.302	11.0	-	-	-	-	161.333	-	-	-	-	0.263	-	-	-	-	1.615	-	-	-	-	621.302	-	-	-	-	-1.0	-	-	-	-	2.0	104.144	25.109	21.693	1.707	0.286	-2.647	1.628	26.08	78.065	0	0	
2055	1394.185	1394.098	32.615	3.097	-2.851	726.818	80.16	1193.941	1.0	564.099	11.0	-	-	-	-	105.612	-	-	-	-	0.188	-	-	-	-	0.089	-	-	-	-	564.099	-	-	-	-	-1.0	-	-	-	-	2.0	205.92	53.337	36.797	1.045	0.264	2.665	-2.413	62.191	143.728	0	0	
2056	1184.455	1176.402	30.357	2.715	-0.447	73.369	81.247	1055.105	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	97.694	30.721	25.386	1.316	0.408	-2.732	1.539	32.315	65.379	0	0	
2057	1348.901	1347.699	39.806	2.089	-1.075	45.824	80.326	84.2	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	974.684	173.146	139.118	0.354	2.839	2.549	-0.459	506.601	468.083	0	0	
2058	1393.355	1393.284	163.432	2.865	-0.945	598.414	80.095	1162.743	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	650.541	202.789	72.677	0.395	0.682	2.534	0.232	532.686	117.856	0	0	
2059	840.508	825.898	52.669	0.163	-2.377	324.691	80.987	734.656	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	360.278	43.608	39.718	1.748	3.015	-0.066	1.71	44.536	315.742	0	0	
2060	1384.881	1384.768	53.654	2.816	1.231	167.615	79.918	1098.935	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	177.91	54.702	16.432	0.481	0.295	-2.214	-0.428	120.146	57.764	0	0	
2061	1292.658	1288.463	119.47	0.201	-1.137	597.538	81.852	830.086	1.0	6.137	11.0	-	-	-	-	3.261	-	-	-	-	0.56	-	-	-	-	-1.853	-	-	-	-	6.137	-	-	-	-	-1.0	-	-	-	-	2.0	804.151	161.129	46.111	2.909	0.48	1.813	-1.803	702.338	101.812	0	0	
2062	1392.498	1392.424	38.048	2.23	1.859	48.143	81.414	1295.122	1.0	715.923	11.0	-	-	-	-	99.54	-	-	-	-	0.139	-	-	-	-	2.384	-	-	-	-	715.923	-	-	-	-	-1.0	-	-	-	-	2.0	93.548	46.154	9.13	1.868	0.206	-1.183	2.389	48.439	45.108	0	0	
2063	955.326	935.083	42.528	1.009	0.992	50.238	201.97	719.01	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	166.709	72.846	39.814	1.061	2.608	-1.681	1.963	85.604	81.105	0	0	
2064	1360.164	1359.595	30.201	2.948	-0.299	157.191	81.924	1162.361	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	183.225	56.109	26.076	0.718	0.282	2.771	-0.453	88.398	94.827	0	0	
2065	1333.091	1331.379	52.646	0.307	2.227	174.42	81.173	84.348	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	254.481	37.221	19.385	2.962	0.464	-1.18	-0.385	208.771	45.711	0	0	
2066	827.738	603.195	34.523	2.631	1.98	70.68	81.114	511.075	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	93.817	34.156	30.62	0.668	1.031	-0.238	-2.26	56.967	36.85	0	0	
2067	1272.596	1266.675	29.185	0.588	-2.348	52.595	78.186	1165.764	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	76.501	15.725	15.427	1.013	2.861	1.148	0.433	20.373	56.128	0	0	
2068	1145.999	1134.842	127.425	0.484	1.541	274.013	80.273	996.243	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	286.703	123.971	14.048	2.511	2.951	-1.709	-0.332	210.651	76.052	0	0	
2069	1255.135	1254.007	388.606	0.756	3.078	566.688	107.674	679.806	1.0	642.375	-11.0	-	-	-	-	433.668	-	-	-	-	2.4	-	-	-	-	-0.13	-	-	-	-	642.375	-	-	-	-	1.0	-	-	-	-	2.0	213.558	104.28	33.821	0.705	2.403	2.759	-0.136	163.173	50.385	0	0	
2070	1259.746	1257.667	98.523	0.176	0.543	562.473	76.561	14.307	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	567.164	86.287	19.612	2.974	2.718	-2.432	2.868	519.169	47.994	0	0	
2071	1382.167	1381.88	54.348	0.095	-1.58	571.638	80.786	1262.854	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	579.493	56.834	24.715	3.032	2.698	1.116	3.008	520.779	58.715	0	0	
2072	1380.378	1380.139	8.319	3.041	3.072	83.014	78.218	1299.638	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	94.073	19.3	14.944	0.377	0.416	0.753	-1.968	55.801	38.273	0	0	
2073	1116.321	1083.243	68.963	2.71	1.685	164.861	80.015	77.147	2.0	668.157	-13.0	11.0	-	-	-	107.338	10.651	-	-	-	2.976	0.656	-	-	-	1.438	-1.683	-	-	-	650.695	17.462	-	-	-	1.0	-1.0	-	-	-	2.0	428.616	90.957	22.3	0.318	2.968	-1.503	1.494	299.428	129.188	0	0	
2074	1399.039	1398.968	9.548	3.109	3.018	292.944	78.47	79.442	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	649.372	65.455	62.519	2.768	0.135	1.065	-1.935	185.247	464.125	0	0	
2075	1257.448	1252.526	83.957	1.8	1.963	86.221	78.062	1120.867	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	128.118	70.989	13.58	0.927	2.758	-1.127	-1.455	90.119	37.999	0	0	
2076	1127.17	1124.733	32.97	2.939	-3.125	163.599	80.009	885.977	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	181.782	53.739	22.17	0.545	0.3	-0.168	2.697	105.516	76.266	0	0	
2077	1249.169	1248.784	107.397	2.94	0.688	535.064	83.564	1073.414	1.0	430.499	11.0	-	-	-	-	120.524	-	-	-	-	0.284	-	-	-	-	-2.467	-	-	-	-	430.499	-	-	-	-	-1.0	-	-	-	-	2.0	91.614	30.816	15.605	0.955	0.306	1.133	-1.078	38.953	52.661	0	0	
2078	1231.262	1218.409	79.926	1.544	0.994	79.954	79.676	992.16	1.0	701.62	11.0	-	-	-	-	99.909	-	-	-	-	0.143	-	-	-	-	0.787	-	-	-	-	701.62	-	-	-	-	-1.0	-	-	-	-	2.0	87.45	56.34	29.317	1.684	1.426	-1.887	-2.664	57.122	30.328	0	0	
2079	1394.599	1394.529	17.672	1.401	1.051	17.929	80.302	1311.565	2.0	656.918	11.0	11.0	-	-	-	84.375	6.387	-	-	-	0.13	2.218	-	-	-	2.903	-1.32	-	-	-	648.912	8.006	-	-	-	-1.0	-1.0	-	-	-	2.0	65.082	28.724	20.011	2.197	0.845	-1.332	2.462	36.301	28.782	0	0	
2080	1379.353	1379.026	42.098	2.954	-1.322	225.285	80.47	1082.857	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	235.666	51.124	20.32	0.27	0.506	1.424	-2.64	193.113	42.553	0	0	
2081	1389.593	1389.447	126.151	0.407	-2.361	318.881	79.09	844.585	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	328.152	71.618	54.58	2.842	2.409	0.757	0.813	244.643	83.509	0	0	
2082	1089.813	1045.02	17.621	0.886	-1.024	22.755	80.969	81.527	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	76.97	19.619	6.812	0.632	2.978	1.766	-2.477	34.867	42.103	0	0	
2083	1178.228	1157.072	40.882	1.18	1.052	44.218	79.87	1047.281	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	74.666	44.119	26.844	1.804	1.805	-1.452	2.827	46.557	28.109	0	0	
2084	1399.935	1399.856	22.55	2.956	2.566	121.939	81.579	81.287	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	134.703	28.119	17.791	0.36	0.375	-1.26	0.952	82.74	51.963	0	0	
2085	1277.955	1277.216	109.58	0.197	-0.056	559.246	80.278	81.108	1.0	580.261	13.0	-	-	-	-	106.163	-	-	-	-	0.184	-	-	-	-	-0.082	-	-	-	-	580.261	-	-	-	-	-1.0	-	-	-	-	2.0	567.975	100.945	31.161	2.93	2.763	-2.912	1.935	480.928	87.047	0	0	
2086	1401.295	1401.225	71.91	0.104	-0.527	693.047	82.531	1300.181	1.0	722.733	-11.0	-	-	-	-	116.547	-	-	-	-	2.98	-	-	-	-	2.436	-	-	-	-	722.733	-	-	-	-	1.0	-	-	-	-	2.0	85.591	35.063	30.974	0.787	1.911	-0.27	-1.808	52.368	33.223	0	0	
2087	1406.395	1406.325	99.199	2.99	-2.125	657.223	75.019	1069.699	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	836.327	133.167	34.57	0.18	2.749	1.072	-1.908	745.36	90.966	0	0	
2088	1393.533	1393.459	19.66	3.056	1.303	228.777	82.645	82.174	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	234.584	21.031	13.787	0.146	0.162	-2.526	-0.518	147.773	86.81	0	0	
2089	1389.541	1389.45	56.075	3.001	3.103	400.135	87.06	67.908	1.0	6.696	11.0	-	-	-	-	2.248	-	-	-	-	0.342	-	-	-	-	-0.91	-	-	-	-	6.696	-	-	-	-	-1.0	-	-	-	-	2.0	411.404	45.522	36.316	0.155	0.332	0.663	-0.982	298.306	113.098	0	0	
2090	851.262	789.539	69.504	2.251	2.888	89.38	79.472	657.154	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	103.435	40.481	30.04	0.637	1.521	-0.107	-0.451	70.552	32.883	0	0	
2091	1396.417	1396.347	34.096	2.977	-3.02	208.524	82.971	80.325	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	219.054	42.133	14.237	0.245	0.368	0.433	-1.885	176.834	42.219	0	0	
2092	1213.124	1198.927	46.426	1.49	1.636	46.578	81.178	1079.828	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	77.452	46.009	12.915	2.025	0.605	-1.225	-2.904	53.717	23.735	0	0	
2093	846.035	838.141	31.835	0.974	0.624	38.487	82.539	731.944	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	66.534	34.597	24.971	1.822	2.043	2.999	-1.227	37.635	28.899	0	0	
2094	808.553	798.265	11.304	0.099	-1.067	114.835	80.095	81.423	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	449.837	69.052	59.243	0.416	2.926	1.597	-1.632	172.208	277.629	0	0	
2095	1329.907	1328.061	33.507	0.711	1.811	51.352	81.976	81.051	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	169.709	24.084	21.639	2.904	0.344	-0.631	-2.13	102.952	66.757	0	0	
2096	1369.217	1369.131	17.231	2.905	2.044	73.369	80.383	1250.119	1.0	12.11	13.0	-	-	-	-	6.492	-	-	-	-	0.566	-	-	-	-	1.546	-	-	-	-	12.11	-	-	-	-	-1.0	-	-	-	-	2.0	93.054	42.761	21.27	0.9	0.664	-1.494	1.362	56.874	36.181	0	0	
2097	938.025	937.859	63.964	2.742	0.654	164.587	80.106	670.718	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	180.301	72.729	12.385	0.541	0.385	-2.359	1.505	145.602	34.699	0	0	
2098	1404.211	1404.139	29.003	3.051	2.689	321.568	80.084	79.259	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	326.75	39.295	10.429	0.159	0.137	-0.503	2.499	250.389	76.361	0	0	
2099	1364.06	1363.861	56.2	0.571	-1.296	103.929	80.243	72.733	1.0	201.757	-13.0	-	-	-	-	118.685	-	-	-	-	2.513	-	-	-	-	2.225	-	-	-	-	201.757	-	-	-	-	1.0	-	-	-	-	2.0	112.139	68.684	10.667	0.792	0.919	-0.768	0.775	98.222	13.917	0	0	
2100	1047.416	1001.97	8.2	2.731	0.647	20.562	81.183	908.338	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	49.315	25.168	17.053	1.066	1.289	-2.376	0.822	30.07	19.245	0	0	
2101	1092.991	1092.623	38.668	0.08	-1.87	485.38	87.76	858.298	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	675.908	86.608	52.586	2.99	0.562	0.896	-2.519	574.135	101.774	0	0	
2102	1401.029	1400.954	39.262	0.278	1.767	143.106	83.872	70.761	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	166.136	31.86	10.316	2.927	0.867	-1.172	-2.049	151.068	15.068	0	0	
2103	1143.889	1135.54	29.061	0.098	-1.179	296.484	82.783	85.442	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	300.844	41.3	15.051	2.936	2.988	2.216	-0.42	202.279	98.566	0	0	
2104	1354.121	1353.431	3.263	0.01	1.683	332.568	80.258	79.558	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	341.073	26.541	23.765	3.001	2.979	-0.939	2.271	193.058	148.016	0	0	
2105	1339.821	1338.607	30.143	0.598	-2.199	53.565	56.315	1261.811	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	80.694	31.338	25.094	2.512	1.622	1.782	-0.252	54.236	26.458	0	0	
