i	beam_e	beam_m	miss_pt	miss_theta	miss_phi	miss_e	mc_qq_m	mc_ln_m	lep_n	lep_etot	lep_type_0	lep_type_1	lep_type_2	lep_type_3	lep_type_4	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	lep_charge_0	lep_charge_1	lep_charge_2	lep_charge_3	lep_charge_4	jet_vlc_R08_n	jet_vlc_R08_etot	jet_vlc_R08_pt_0	jet_vlc_R08_pt_1	jet_vlc_R08_theta_0	jet_vlc_R08_theta_1	jet_vlc_R08_phi_0	jet_vlc_R08_phi_1	jet_vlc_R08_e_0	jet_vlc_R08_e_1	jet_vlc_R08_charge_0	jet_vlc_R08_charge_1	
3617	1065.17	1013.188	55.629	0.829	3.087	303.623	69.978	54.378	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	143.406	92.471	40.637	1.888	1.156	-0.515	1.685	97.735	45.671	0	0	
3618	1306.035	1304.839	106.591	0.964	-0.389	440.344	68.515	188.062	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	145.277	67.862	63.087	1.125	1.201	2.778	-2.357	77.092	68.185	0	0	
3619	1403.085	1403.007	235.54	0.411	2.861	770.986	59.508	114.224	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	619.263	172.685	85.456	2.75	2.56	-0.575	0.017	462.82	156.443	0	0	
3620	1376.84	1376.529	349.274	0.608	-2.282	771.443	68.389	150.965	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	637.377	336.676	73.602	2.304	2.72	0.983	0.198	453.652	183.724	0	0	
3621	1372.121	1371.661	90.074	1.811	-3.087	571.452	149.385	264.96	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	285.935	131.104	86.828	1.03	0.735	1.794	-1.007	155.106	130.828	0	0	
3622	1336.56	1334.677	39.498	0.365	-1.43	696.38	488.332	46.462	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	539.756	108.674	47.544	2.769	0.203	1.192	-2.707	300.121	239.635	0	0	
3623	1146.781	1117.998	256.329	1.963	2.723	860.515	212.987	310.954	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	718.597	379.468	98.265	0.907	2.692	-0.373	2.659	491.135	227.463	0	0	
3624	1388.63	1388.531	66.765	2.808	-0.76	687.959	365.857	95.239	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	544.278	158.069	153.988	2.069	0.471	1.126	-2.465	194.992	349.286	0	0	
3625	1009.356	980.345	137.478	2.367	0.382	596.145	201.848	45.383	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	285.867	121.84	87.895	0.679	1.357	-2.736	-3.102	194.741	91.125	0	0	
3626	1400.581	1400.511	180.705	1.248	0.102	569.781	59.53	93.643	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	260.76	134.28	73.583	1.736	2.46	-2.674	2.848	140.708	120.052	0	0	
3627	1397.718	1397.64	161.743	2.379	-0.025	549.487	26.68	124.924	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	270.268	149.408	48.475	1.662	0.431	2.708	-1.912	151.848	118.42	0	0	
3628	1330.863	1329.162	73.568	1.233	0.408	578.919	142.48	477.198	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	453.407	76.089	57.252	2.819	0.276	-2.356	1.964	240.847	212.56	0	0	
3629	1291.988	1287.922	157.449	0.955	2.951	1042.942	190.965	382.974	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	941.147	312.747	182.573	2.53	0.505	-0.564	2.252	551.731	389.416	0	0	
3630	1144.067	1114.801	46.645	1.193	2.644	262.031	48.66	29.803	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	98.758	48.853	42.321	1.781	1.749	-1.205	1.199	53.284	45.474	0	0	
3631	1372.016	1371.75	78.932	2.623	-1.26	380.311	152.867	105.061	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	158.738	85.666	40.153	1.137	0.772	2.09	0.303	98.288	60.45	0	0	
3632	1402.18	1402.11	55.524	1.977	1.121	364.786	188.446	84.215	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	189.991	60.482	41.094	0.803	2.73	-1.946	-2.116	85.274	104.717	0	0	
3633	1348.097	1346.93	52.12	0.203	1.485	376.344	785.056	109.235	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	262.665	57.217	13.986	2.903	0.885	-1.843	-0.812	244.163	18.502	0	0	
3634	1055.455	1048.804	105.077	0.406	1.507	791.697	176.123	132.611	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	660.204	217.627	182.561	2.602	1.033	-2.669	-0.077	432.742	227.461	0	0	
3635	1300.562	1296.746	492.83	2.3	-0.835	799.277	159.453	60.636	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	693.135	334.371	168.914	0.759	0.979	2.206	2.515	489.453	203.682	0	0	
3636	992.962	905.198	116.244	0.711	2.33	444.417	63.388	34.475	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	367.835	100.696	82.601	2.716	0.763	-1.696	0.028	246.554	121.281	0	0	
3637	1368.81	1368.189	107.312	2.43	1.631	367.901	90.866	151.578	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	195.343	92.53	65.409	0.826	1.582	-2.149	-1.167	128.752	66.591	0	0	
3638	1120.018	1086.09	84.028	0.227	-2.769	537.828	50.658	107.386	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	384.373	126.093	106.727	2.639	2.049	-0.991	1.66	263.753	120.62	0	0	
3639	1352.67	1352.524	269.292	1.043	-3.083	573.141	73.132	110.073	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	380.788	209.913	93.324	2.234	2.103	-0.218	0.704	271.901	108.887	0	0	
3640	1398.521	1398.451	113.531	0.394	-1.218	469.851	148.321	34.37	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	265.233	122.762	49.185	2.072	2.716	1.962	0.127	142.733	122.499	0	0	
3641	1262.188	1255.103	136.613	1.356	0.242	1017.768	533.712	400.267	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	553.248	102.74	63.592	0.345	2.88	3.097	-2.625	305.063	248.185	0	0	
3642	1225.586	1217.976	137.782	2.315	0.546	1049.714	904.693	104.462	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	843.606	195.345	177.016	2.619	0.402	-1.627	2.214	391.49	452.116	0	0	
3643	1376.039	1375.814	110.568	2.925	-0.644	714.738	116.026	41.517	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	618.159	167.229	75.902	1.21	0.176	2.274	-1.205	179.861	438.298	0	0	
3644	1405.746	1405.676	14.987	0.329	-2.913	282.666	31.763	58.385	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	102.735	47.875	44.576	2.076	1.668	0.075	-2.064	56.532	46.203	0	0	
3645	1397.227	1397.156	251.496	0.548	-0.639	665.022	104.382	80.462	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	420.18	177.704	56.366	2.313	2.794	2.443	-2.915	253.304	166.876	0	0	
3646	1289.899	1285.609	280.113	1.986	-0.762	1076.12	536.426	213.332	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	990.495	527.15	437.46	1.477	1.385	-2.929	0.786	535.167	455.328	0	0	
3647	1401.057	1400.982	131.233	0.849	0.796	390.609	101.746	95.857	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	206.295	84.189	82.395	1.53	2.388	-2.426	-2.206	85.315	120.98	0	0	
3648	1390.431	1390.34	171.97	0.55	-0.12	669.358	288.522	150.731	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	440.269	165.676	74.404	2.432	2.725	-3.055	2.749	256.226	184.043	0	0	
3649	1391.255	1391.177	176.026	0.36	2.482	736.961	157.111	96.301	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	559.092	185.616	82.887	2.02	2.9	-0.825	1.319	211.0	348.092	0	0	
3650	1257.957	1255.546	199.797	1.308	2.976	809.05	142.716	321.135	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	411.678	143.327	122.92	2.468	0.78	0.207	-1.208	234.068	177.61	0	0	
3651	1398.713	1398.636	275.719	1.853	-2.44	509.536	118.582	154.835	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	209.723	92.686	91.371	1.715	0.939	0.25	1.477	94.302	115.421	0	0	
3652	1344.884	1344.652	156.62	0.617	1.369	430.292	115.823	53.843	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	309.811	125.162	42.579	2.637	1.806	-1.448	-2.021	265.834	43.976	0	0	
3653	1316.327	1313.966	118.851	0.779	3.14	379.265	110.552	109.096	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	267.746	91.673	81.094	2.59	1.871	-0.361	0.892	176.47	91.276	0	0	
3654	1394.584	1394.514	324.205	1.988	-0.132	710.225	395.983	11.649	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	543.524	334.227	144.523	1.033	1.864	2.543	-1.846	392.213	151.311	0	0	
3655	721.514	690.547	75.763	0.821	2.747	629.768	204.825	238.324	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	258.132	93.603	45.183	2.586	0.619	-0.048	2.569	178.904	79.227	0	0	
3656	565.317	553.411	62.963	2.199	-1.521	477.408	196.004	78.13	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	302.029	185.619	97.145	1.607	1.113	2.05	-1.407	189.153	112.877	0	0	
3657	1359.787	1359.668	72.62	0.671	2.191	400.929	33.535	195.805	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	260.456	96.108	56.998	2.57	0.812	-1.45	0.255	179.277	81.178	0	0	
3658	1345.782	1345.143	84.629	2.923	-2.828	539.942	147.702	51.189	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	296.759	104.766	61.044	0.51	0.917	-0.574	2.058	218.998	77.761	0	0	
3659	1392.041	1391.927	32.861	0.125	2.288	740.453	91.126	102.58	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	605.319	69.293	37.198	2.988	0.261	-1.555	0.567	458.448	146.872	0	0	
3660	1394.893	1394.821	320.919	2.567	-1.901	823.621	175.041	239.743	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	758.668	212.818	128.393	1.574	0.25	1.143	1.395	230.555	528.112	0	0	
3661	1398.576	1398.503	71.635	2.191	2.839	327.676	66.503	68.234	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	141.996	60.938	40.459	0.722	1.172	-0.397	1.165	94.694	47.301	0	0	
3662	1383.558	1383.39	100.934	2.565	-0.906	484.551	259.306	97.291	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	229.499	80.304	39.757	0.448	1.335	-2.748	2.451	187.801	41.698	0	0	
3663	1388.004	1387.906	28.771	0.192	0.538	360.901	61.208	171.364	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	183.928	100.909	57.532	1.947	2.238	-2.325	0.652	109.135	74.793	0	0	
3664	1324.129	1321.937	142.872	0.331	3.088	795.885	494.892	58.585	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	630.071	225.691	105.439	2.665	0.924	0.116	-2.427	493.039	137.032	0	0	
3665	1088.001	1042.221	143.188	0.36	0.863	1048.737	208.097	536.121	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	928.432	364.049	230.475	2.548	1.109	-1.868	1.538	657.65	270.782	0	0	
3666	1395.361	1395.292	17.595	2.112	0.079	297.088	77.676	142.096	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	150.369	64.454	48.759	2.077	0.721	1.138	-2.531	75.454	74.914	0	0	
3667	1394.673	1394.552	204.243	1.657	-0.358	454.229	13.039	144.825	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	309.759	200.664	104.595	1.632	1.534	-2.83	1.302	203.292	106.467	0	0	
3668	1397.115	1397.026	204.447	1.791	0.373	1232.096	262.354	681.933	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1163.855	600.802	417.982	1.966	0.989	-3.128	-0.177	654.964	508.891	0	0	
3669	1038.886	975.468	275.378	1.122	0.205	759.102	128.026	203.936	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	600.912	410.38	143.467	1.615	2.228	-2.955	0.22	414.996	185.916	0	0	
3670	1405.201	1405.129	217.763	0.831	0.472	567.478	167.601	215.357	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	449.306	257.482	79.231	2.333	1.391	-2.314	2.278	367.732	81.574	0	0	
3671	1402.845	1402.774	80.251	1.765	-3.03	273.409	106.701	53.85	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	120.823	50.75	47.302	0.979	0.956	0.374	-1.952	62.582	58.242	0	0	
3672	1229.283	1217.19	172.892	0.631	-3.091	430.213	14.536	76.426	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	278.172	118.618	62.822	2.205	2.622	0.025	0.541	147.665	130.507	0	0	
3673	1405.982	1405.912	121.324	2.898	-0.199	626.847	185.267	30.175	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	560.03	161.11	56.206	0.522	0.248	-2.956	0.847	330.333	229.697	0	0	
3674	1039.88	977.282	190.272	0.911	-0.388	816.582	145.169	427.897	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	730.608	430.573	256.225	1.612	2.053	3.125	0.216	438.844	291.764	0	0	
3675	1397.562	1397.492	25.114	1.255	2.712	625.369	368.621	907.674	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	425.402	45.742	31.182	0.236	3.0	-0.683	1.944	198.928	226.474	0	0	
3676	1077.499	1056.89	224.329	2.59	1.912	775.582	188.633	194.602	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	564.124	137.663	121.227	1.458	0.293	-1.299	-1.488	138.689	425.435	0	0	
3677	1386.414	1386.305	218.935	0.947	0.545	398.862	41.859	69.197	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	314.378	170.753	74.347	2.258	2.028	-2.417	3.0	226.301	88.077	0	0	
3678	845.61	639.721	36.766	3.019	-2.08	626.279	136.839	224.647	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	553.85	184.705	163.632	0.516	1.689	2.119	-0.842	387.633	166.217	0	0	
3679	892.862	738.844	121.235	2.95	2.209	812.983	104.594	46.022	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	715.176	160.112	38.488	0.296	0.257	-1.013	1.899	563.523	151.653	0	0	
3680	1310.776	1307.857	46.357	2.797	-1.651	346.16	100.468	113.476	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	174.438	66.479	54.128	0.785	0.77	1.327	-0.484	95.529	78.909	0	0	
3681	1402.823	1402.744	28.403	3.06	0.81	600.118	414.251	251.872	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	508.367	60.028	31.325	0.141	2.735	-2.771	-0.252	427.538	80.829	0	0	
3682	1393.387	1393.288	291.314	2.465	1.829	688.108	153.198	89.958	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	426.069	203.866	77.273	0.643	1.179	-1.552	-0.453	340.74	85.329	0	0	
3683	1002.908	923.159	122.049	2.593	0.721	631.869	255.016	212.842	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	339.502	159.718	88.924	1.676	0.531	-1.716	2.766	162.809	176.692	0	0	
3684	1395.506	1395.437	201.783	1.7	-2.836	636.655	242.963	353.879	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	575.497	238.395	50.068	0.776	2.915	0.226	2.897	349.857	225.639	0	0	
3685	1398.5	1398.419	92.371	0.195	-0.464	954.35	60.638	514.771	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	840.157	296.062	214.204	2.631	1.436	3.083	0.172	615.443	224.715	0	0	
3686	1400.737	1400.664	89.721	2.943	1.821	659.39	214.215	59.862	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	346.536	67.011	48.026	1.81	0.175	-0.867	-0.934	69.426	277.11	0	0	
3687	1357.077	1356.526	84.74	2.295	1.174	479.699	299.146	52.141	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	308.476	144.051	93.224	1.013	2.378	-2.638	0.204	171.347	137.129	0	0	
3688	1054.61	998.285	88.263	2.421	1.418	595.053	94.826	340.241	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	294.623	58.372	52.533	0.57	0.29	-1.524	-2.653	110.036	184.587	0	0	
3689	1184.119	1172.043	47.406	2.889	-2.355	368.298	75.769	57.515	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	198.192	73.166	50.051	0.763	0.591	0.393	1.716	107.837	90.354	0	0	
3690	1382.043	1381.833	232.085	1.433	2.646	561.703	241.643	83.028	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	368.123	232.475	56.648	2.029	0.639	-0.132	-1.559	268.506	99.616	0	0	
3691	1373.069	1372.737	164.692	2.717	-1.321	612.077	199.42	87.008	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	423.011	96.161	49.234	1.178	0.156	1.721	-2.956	105.881	317.13	0	0	
3692	1400.718	1400.648	19.101	2.871	-1.267	646.065	425.82	186.802	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	447.105	79.641	73.366	0.291	2.691	2.075	-0.628	278.009	169.097	0	0	
3693	1212.662	1210.494	169.271	0.981	-1.509	1052.705	218.993	634.191	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	750.19	233.004	95.993	2.699	0.518	2.228	-0.309	551.699	198.491	0	0	
3694	1319.207	1316.826	27.271	0.244	-3.085	376.317	116.344	95.997	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	174.775	67.459	45.487	2.537	1.066	-0.275	1.324	120.887	53.888	0	0	
3695	1279.373	1276.928	222.194	0.474	1.762	650.395	93.243	114.399	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	453.929	217.851	53.914	2.557	1.771	-1.201	2.576	396.339	57.59	0	0	
3696	1334.705	1333.348	162.472	2.54	2.674	461.284	12.269	136.685	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	319.267	88.333	76.737	0.421	0.894	-0.394	0.316	219.319	99.948	0	0	
3697	1354.806	1354.51	95.498	2.915	-1.9	588.868	74.772	145.88	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	398.712	106.248	72.374	0.348	1.02	1.723	0.564	312.754	85.957	0	0	
3698	1399.627	1399.546	119.064	2.018	-0.142	488.979	22.412	160.783	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	237.711	129.325	42.668	2.207	0.639	3.054	2.069	164.961	72.75	0	0	
3699	1388.875	1388.798	91.844	2.391	2.19	1144.151	372.503	560.207	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1059.049	108.949	104.941	0.19	2.917	0.141	-2.031	582.919	476.129	0	0	
3700	1341.459	1340.239	82.983	0.658	-3.138	521.9	259.527	270.944	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	320.832	48.707	44.111	0.407	2.913	0.986	-0.568	123.731	197.101	0	0	
3701	1399.908	1399.828	46.624	0.196	2.288	516.859	124.022	88.066	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	361.816	101.908	75.539	2.763	1.244	-1.212	2.302	276.918	84.898	0	0	
3702	1334.489	1333.425	88.027	2.755	2.438	901.248	472.926	294.213	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	822.522	367.499	334.432	1.715	0.877	0.29	-2.612	380.979	441.543	0	0	
3703	1254.907	1248.468	110.284	0.793	-1.32	413.858	129.672	62.902	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	202.498	65.855	49.375	1.654	2.769	2.978	1.354	66.429	136.069	0	0	
3704	1318.399	1317.018	67.437	2.948	2.543	759.745	135.861	375.253	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	451.849	168.881	130.568	0.564	1.743	-1.393	1.655	317.676	134.174	0	0	
3705	1157.921	1132.886	117.49	1.465	-2.735	992.314	332.376	310.328	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	658.537	188.292	130.21	0.439	2.413	0.688	-2.522	454.249	204.288	0	0	
3706	1366.999	1366.45	37.448	2.389	-0.14	360.494	57.183	176.882	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	225.127	118.029	88.049	1.505	1.107	-2.354	1.547	119.609	105.518	0	0	
3707	1394.849	1394.752	153.516	2.226	-0.934	1280.59	480.488	598.939	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1053.12	182.713	75.364	0.28	2.943	2.607	1.014	667.808	385.311	0	0	
