i	beam_e	beam_m	miss_pt	miss_theta	miss_phi	miss_e	mc_qq_m	mc_ln_m	lep_n	lep_etot	lep_type_0	lep_type_1	lep_type_2	lep_type_3	lep_type_4	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	lep_charge_0	lep_charge_1	lep_charge_2	lep_charge_3	lep_charge_4	jet_vlc_R08_n	jet_vlc_R08_etot	jet_vlc_R08_pt_0	jet_vlc_R08_pt_1	jet_vlc_R08_theta_0	jet_vlc_R08_theta_1	jet_vlc_R08_phi_0	jet_vlc_R08_phi_1	jet_vlc_R08_e_0	jet_vlc_R08_e_1	jet_vlc_R08_charge_0	jet_vlc_R08_charge_1	
0	1395.524	1395.455	108.025	2.373	-2.285	554.882	270.962	257.202	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	317.239	62.915	41.083	0.332	2.789	0.437	0.92	195.121	122.118	0	0	
1	1309.297	1306.508	345.698	2.499	1.784	729.56	63.579	184.742	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	444.841	176.305	159.744	0.869	0.847	-0.94	-1.415	231.164	213.677	0	0	
2	1395.349	1395.293	34.952	2.978	0.22	888.336	80.786	585.379	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	735.159	248.696	193.319	0.541	2.207	-2.787	0.48	494.038	241.12	0	0	
3	1190.656	1173.952	138.86	1.086	1.283	865.186	331.699	232.855	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	721.883	209.403	70.727	0.575	2.923	-1.725	2.236	395.48	326.403	0	0	
4	1345.881	1344.471	187.769	2.303	1.78	535.009	59.674	266.743	1.0	17.151	13.0	-	-	-	-	14.23	-	-	-	-	2.163	-	-	-	-	-2.503	-	-	-	-	17.151	-	-	-	-	-1.0	-	-	-	-	2.0	391.36	224.641	103.742	1.295	0.823	-0.812	-3.05	248.243	143.117	0	0	
5	1032.401	982.293	362.254	0.705	0.335	778.494	84.333	78.532	1.0	5.868	11.0	-	-	-	-	4.18	-	-	-	-	2.349	-	-	-	-	-2.544	-	-	-	-	5.868	-	-	-	-	-1.0	-	-	-	-	2.0	614.938	220.009	157.198	2.627	1.652	-2.712	-2.978	454.44	160.497	0	0	
6	1360.65	1360.088	626.733	1.383	1.985	801.413	204.34	169.847	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	690.872	556.156	96.903	1.895	1.407	-1.3	-0.496	592.253	98.619	0	0	
7	1396.335	1396.222	270.537	2.692	-2.968	811.891	153.303	184.545	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	654.462	168.407	127.692	0.492	0.446	0.333	-0.107	357.786	296.676	0	0	
8	1395.501	1395.43	80.51	0.303	0.969	466.935	91.609	60.5	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	261.8	65.777	45.42	1.678	2.9	-1.681	2.723	67.179	194.621	0	0	
9	1401.864	1401.793	41.671	0.204	1.289	1025.742	647.398	304.563	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	585.866	106.965	88.046	0.353	2.816	2.784	-0.696	310.519	275.348	0	0	
10	1384.333	1384.156	245.495	1.048	-1.824	622.097	15.352	477.391	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	421.935	253.226	34.272	2.409	0.949	1.531	0.058	379.555	42.38	0	0	
11	1337.63	1336.241	8.58	3.121	-1.55	594.213	184.024	147.114	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	352.349	45.919	40.749	0.149	1.453	1.306	-0.406	311.139	41.21	0	0	
12	1015.702	1012.505	351.939	0.957	0.295	708.065	169.362	41.998	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	396.335	296.689	54.046	1.673	2.462	-2.971	-2.636	309.712	86.623	0	0	
13	1387.699	1387.604	217.186	1.574	-0.449	374.113	126.217	34.33	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	282.582	160.028	70.752	1.964	0.757	2.76	2.735	176.327	106.256	0	0	
14	1129.016	1119.309	99.229	0.67	-2.188	1031.686	608.495	310.059	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	627.938	119.902	81.962	2.725	0.252	0.988	-1.67	298.241	329.697	0	0	
15	1293.471	1293.22	208.499	2.392	-0.839	532.216	85.596	91.382	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	313.064	145.896	68.754	0.66	1.475	2.486	2.386	242.623	70.442	0	0	
16	1120.704	1088.98	71.703	0.23	-0.447	483.595	56.749	171.022	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	332.154	137.756	61.579	2.565	2.085	2.706	0.269	260.577	71.577	0	0	
17	1392.238	1392.168	24.238	0.108	0.993	676.166	187.375	201.349	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	412.928	55.564	46.736	2.937	2.789	-1.129	-3.112	274.756	138.172	0	0	
18	1319.401	1318.69	125.085	0.528	-2.903	418.289	73.605	117.574	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	320.153	123.622	31.218	2.199	2.943	0.227	2.029	158.085	162.068	0	0	
19	1290.116	1285.311	162.341	2.348	1.702	572.957	125.287	289.982	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	485.636	185.752	118.036	2.088	0.483	-2.064	0.019	228.225	257.411	0	0	
20	1247.119	1244.104	109.765	0.281	-3.019	702.986	62.604	354.968	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	563.498	124.475	83.356	1.393	2.945	-0.119	1.925	130.624	432.874	0	0	
21	1377.384	1377.048	81.405	0.302	-3.002	493.502	48.657	255.126	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	382.422	122.518	112.268	2.656	1.869	1.036	-1.206	264.619	117.802	0	0	
22	954.052	846.647	259.312	1.659	0.256	529.613	36.542	401.952	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	341.363	256.174	37.866	1.987	0.701	-3.074	-1.377	282.128	59.235	0	0	
23	1075.062	1031.024	78.431	1.185	2.971	314.371	78.421	75.571	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	155.114	73.588	53.34	2.269	1.292	-0.406	0.239	97.208	57.906	0	0	
24	1400.793	1400.718	245.17	2.799	-1.562	930.431	420.27	37.884	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	810.594	270.778	80.626	0.383	1.883	1.849	-0.702	724.658	85.937	0	0	
25	1339.414	1338.159	249.16	2.335	1.169	711.442	287.486	122.507	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	591.18	370.477	88.993	0.894	2.078	-1.932	1.037	486.524	104.656	0	0	
26	930.142	916.423	192.577	0.835	-0.89	472.505	82.6	113.552	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	320.926	133.855	89.478	1.708	2.606	2.562	1.491	136.368	184.558	0	0	
27	1242.694	1237.038	209.426	2.236	1.305	580.053	286.786	130.382	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	443.036	260.165	56.484	0.781	2.014	-1.958	0.759	380.253	62.783	0	0	
28	1402.748	1402.676	539.709	1.063	-1.923	899.812	263.286	265.445	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	695.198	308.016	259.316	2.098	2.265	1.064	1.149	357.328	337.87	0	0	
29	1364.659	1364.163	72.301	2.719	-0.351	369.868	79.272	50.789	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	250.647	58.931	58.056	0.345	2.11	-2.441	2.535	182.466	68.18	0	0	
30	1372.409	1372.327	92.2	0.37	1.891	518.386	49.407	54.543	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	278.499	123.588	43.171	2.292	2.701	-0.797	-2.476	173.444	105.055	0	0	
31	1394.07	1394.001	61.962	0.351	-1.411	394.464	82.685	29.562	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	200.453	74.994	35.511	2.57	2.473	1.617	-3.081	142.874	57.579	0	0	
32	1398.56	1398.478	37.138	3.071	1.728	640.611	183.511	68.565	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	499.245	83.714	28.139	0.194	0.463	-0.787	-2.406	435.734	63.512	0	0	
33	1297.848	1293.464	99.993	2.925	-1.827	640.564	27.148	239.955	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	472.276	106.208	70.571	0.354	0.448	1.339	2.342	307.302	164.973	0	0	
34	1347.102	1346.031	515.631	1.63	-2.924	905.282	101.736	221.994	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	771.677	619.41	141.113	1.535	1.355	0.096	2.68	623.868	147.81	0	0	
35	1383.768	1383.493	524.303	0.838	2.269	945.974	86.715	108.724	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	719.047	294.094	253.635	1.838	2.46	-0.656	-1.206	305.934	413.113	0	0	
36	1399.27	1399.188	112.507	2.745	0.593	1047.718	616.823	519.295	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	768.069	76.327	69.624	2.894	0.155	-2.288	-2.565	314.539	453.53	0	0	
37	1120.173	1088.337	74.591	2.493	-2.269	445.353	76.549	266.754	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	261.339	144.635	80.102	1.808	0.816	1.458	-1.447	149.251	112.088	0	0	
38	1366.263	1365.685	73.749	0.299	1.338	706.061	358.603	54.386	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	533.11	185.329	110.177	2.631	0.908	-1.147	2.331	392.43	140.681	0	0	
39	964.92	907.911	71.612	0.349	1.33	813.389	452.38	126.163	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	530.468	69.429	44.853	2.875	0.17	-1.702	-0.153	264.3	266.167	0	0	
40	1243.856	1239.588	152.485	1.881	0.88	406.532	173.89	57.273	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	243.568	124.891	76.597	1.106	2.268	-1.763	3.045	142.094	101.474	0	0	
41	1364.716	1364.346	123.111	0.287	-0.129	988.448	175.033	602.186	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	883.873	419.843	353.583	2.01	2.063	2.103	-1.321	471.479	412.394	0	0	
42	1041.034	1040.971	304.098	0.718	0.364	664.104	22.807	102.974	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	495.554	301.421	51.117	2.221	2.642	-2.629	2.035	387.529	108.024	0	0	
43	1241.026	1231.311	88.262	0.414	-0.487	424.866	82.077	85.683	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	179.678	68.615	62.858	1.858	2.51	2.522	-2.613	71.773	107.905	0	0	
44	1119.288	1089.535	37.654	2.572	1.491	835.306	516.554	215.097	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	631.035	179.726	138.056	0.468	2.477	-2.64	0.23	406.178	224.857	0	0	
45	1071.173	1021.095	78.714	0.325	-1.988	511.301	125.281	164.731	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	330.14	54.872	43.883	2.533	2.951	0.397	1.59	96.683	233.457	0	0	
46	957.649	911.94	144.116	2.766	-1.962	561.56	84.98	173.914	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	378.516	149.406	79.492	0.545	1.163	0.608	2.162	288.977	89.539	0	0	
47	823.585	590.783	99.731	2.937	1.017	731.814	178.791	190.306	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	549.967	54.633	38.577	0.162	0.186	-2.409	-0.203	339.229	210.738	0	0	
48	1319.249	1316.262	131.717	2.883	-1.577	697.268	102.376	53.106	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	510.553	90.225	81.863	0.237	0.761	2.235	1.266	390.311	120.242	0	0	
49	1139.178	1112.817	162.15	1.52	1.023	727.199	272.373	113.085	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	585.464	206.473	119.382	0.7	2.664	-2.8	-0.753	322.988	262.476	0	0	
50	839.722	630.063	114.263	0.243	0.85	592.655	29.674	162.409	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	470.014	82.337	72.081	2.925	2.13	-2.637	-1.967	383.918	86.096	0	0	
51	728.183	710.893	151.109	1.054	-1.238	651.351	142.968	350.338	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	476.952	174.885	45.492	0.788	2.926	1.81	-1.3	263.329	213.622	0	0	
52	1190.515	1172.705	238.427	2.17	-1.884	608.755	110.398	90.32	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	488.247	247.155	114.533	1.759	0.512	1.625	-0.474	251.858	236.388	0	0	
53	1291.199	1286.433	82.437	0.153	1.173	686.097	72.38	166.331	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	506.077	107.627	52.299	2.883	2.371	-2.334	-0.45	429.627	76.45	0	0	
54	1348.11	1347.154	175.65	0.563	2.202	460.092	11.146	168.457	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	344.972	106.279	48.041	2.225	2.907	-0.861	-0.356	137.038	207.934	0	0	
55	1387.827	1387.67	116.92	0.266	1.778	942.297	350.906	235.54	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	694.856	355.963	193.331	2.319	1.794	-1.753	1.148	493.684	201.171	0	0	
56	1192.354	1190.557	19.588	3.074	-2.157	494.389	46.667	171.251	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	340.328	77.944	62.905	0.381	0.538	0.476	2.081	215.982	124.346	0	0	
57	1367.797	1367.46	108.534	2.839	-0.925	505.257	96.672	65.0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	356.038	94.76	53.068	0.327	1.351	2.001	2.929	297.916	58.122	0	0	
58	1311.417	1308.928	81.321	0.814	2.512	790.12	162.011	229.64	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	582.684	216.287	213.301	0.88	2.353	-1.408	1.796	281.192	301.492	0	0	
59	1325.347	1322.887	124.489	0.848	1.284	555.629	258.535	164.431	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	391.418	143.277	79.391	2.605	0.978	-1.046	-2.689	294.588	96.83	0	0	
60	1203.852	1190.199	183.76	2.72	-1.263	650.519	76.764	72.506	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	512.918	188.184	143.551	0.636	0.853	2.641	0.922	321.283	191.635	0	0	
61	1198.716	1180.815	169.884	0.323	-1.421	884.21	166.462	310.601	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	652.946	148.4	86.34	2.734	2.823	1.676	2.297	376.655	276.291	0	0	
62	1398.485	1398.411	45.421	0.334	-2.91	426.238	70.479	217.195	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	271.231	79.55	53.867	2.727	0.864	0.574	-2.247	199.228	72.003	0	0	
63	926.143	816.273	78.962	3.0	1.577	785.418	280.331	52.366	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	609.22	148.739	64.748	0.286	1.005	-1.752	0.295	528.453	80.767	0	0	
64	1400.05	1399.98	116.009	2.909	0.513	892.199	498.196	278.188	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	733.633	140.967	39.98	0.235	2.817	-2.404	1.671	607.398	126.236	0	0	
65	1394.772	1394.699	70.693	0.574	-0.347	274.602	20.071	107.361	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	169.707	54.352	53.718	2.593	1.963	1.741	-2.076	106.28	63.427	0	0	
66	1382.984	1382.827	104.895	0.325	1.608	529.713	141.021	25.429	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	390.236	88.041	57.781	2.865	2.0	-1.99	-1.015	325.919	64.317	0	0	
67	1402.622	1402.541	65.814	0.177	1.234	619.056	116.097	224.474	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	336.166	69.182	61.467	2.873	1.06	0.21	-2.157	264.589	71.578	0	0	
68	1269.487	1264.607	69.381	2.241	-0.319	433.394	118.008	46.592	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	180.992	84.201	44.317	0.68	1.65	2.339	-2.325	135.593	45.398	0	0	
69	1399.568	1399.498	160.379	2.498	-0.503	566.262	96.282	106.022	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	233.889	85.79	62.056	0.539	1.294	2.346	2.68	168.47	65.419	0	0	
70	1247.044	1246.864	238.878	2.439	-0.5	652.207	109.945	113.67	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	403.288	222.249	90.03	0.797	1.511	-3.063	0.826	311.791	91.498	0	0	
71	1255.635	1247.773	244.003	2.4	0.759	626.504	180.002	135.735	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	306.956	168.15	85.911	0.911	1.2	-2.833	-1.445	214.066	92.89	0	0	
72	1321.263	1321.147	10.405	3.092	2.736	495.637	124.46	133.811	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	302.665	47.904	44.837	0.308	0.322	0.827	-1.518	160.416	142.249	0	0	
73	1381.949	1381.832	143.181	2.781	-2.12	516.974	27.577	32.821	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	385.934	97.411	68.409	0.398	0.544	0.89	1.281	251.885	134.048	0	0	
74	1399.764	1399.675	215.771	0.824	0.804	1107.453	238.215	756.067	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	1065.617	371.26	174.479	2.542	0.462	-2.637	0.152	663.979	401.639	0	0	
75	1379.49	1379.361	254.574	1.659	-2.32	679.03	65.656	220.267	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	544.166	358.684	161.045	1.365	1.782	1.21	-1.394	378.721	165.445	0	0	
76	1351.605	1350.563	194.6	0.65	-1.816	750.168	181.083	394.638	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	599.016	294.165	160.999	2.375	1.626	2.289	-0.229	436.06	162.956	0	0	
77	1268.892	1262.669	101.746	0.487	0.726	650.988	130.749	250.951	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	422.121	249.873	144.734	1.735	1.954	-2.795	0.346	265.219	156.902	0	0	
78	1323.691	1321.168	73.969	0.586	2.467	361.571	21.767	91.309	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	216.718	106.497	35.839	2.46	0.991	-0.42	-2.357	171.807	44.911	0	0	
79	1203.097	1190.829	131.739	2.189	-2.599	352.74	31.014	51.02	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	175.509	110.485	47.307	1.095	1.306	0.141	1.407	125.134	50.375	0	0	
80	1310.102	1306.488	149.047	1.717	1.148	530.222	242.245	178.607	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	283.447	105.668	84.694	0.765	2.42	-1.32	-2.445	154.413	129.034	0	0	
81	1388.718	1388.61	109.331	2.808	1.993	570.467	102.832	185.295	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	346.614	121.55	89.305	0.576	0.838	-1.382	-2.87	225.063	121.551	0	0	
82	1218.023	1205.575	40.238	0.148	1.239	411.134	95.052	126.51	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	277.713	58.071	37.221	2.814	2.731	-1.947	1.842	183.374	94.339	0	0	
83	1184.36	1172.211	102.315	2.781	2.649	521.051	115.418	85.099	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	361.25	161.264	95.946	0.714	1.236	0.348	-2.083	259.129	102.121	0	0	
84	1231.126	1219.157	190.699	2.524	-0.53	706.959	149.399	164.764	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	503.245	219.557	95.608	1.806	0.354	2.816	0.218	226.245	277.0	0	0	
85	1303.707	1303.372	555.178	2.067	-2.239	809.86	171.868	149.662	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	685.468	476.867	119.554	1.154	0.889	1.087	0.122	527.425	158.043	0	0	
86	1403.193	1403.12	402.723	0.709	0.759	919.949	220.037	61.233	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	599.436	266.371	77.136	2.288	2.814	-2.642	-2.685	358.97	240.466	0	0	
87	1302.258	1298.801	204.369	2.595	1.67	537.069	177.259	19.4	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	394.789	151.649	55.016	0.478	1.933	-1.698	-1.101	334.656	60.133	0	0	
88	1391.772	1391.702	88.358	0.423	1.594	445.266	108.814	49.958	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	233.19	90.249	71.347	2.241	2.392	-2.469	-0.414	126.86	106.33	0	0	
89	1352.028	1351.099	108.068	1.241	-1.066	408.96	88.702	143.206	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	240.44	155.445	59.195	2.004	1.088	2.768	-0.623	173.431	67.008	0	0	
90	1375.593	1375.398	60.234	2.94	-2.393	461.55	40.513	183.617	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	327.066	117.483	61.998	0.856	0.376	-0.29	1.759	157.666	169.4	0	0	
91	1402.515	1402.445	19.243	0.398	-0.156	680.159	311.531	207.846	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	587.421	306.349	259.562	1.777	1.506	2.23	-1.084	325.934	261.487	0	0	
